"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80"
"g11",1037,12385,3471,4638,10213,16365,11440,11250,2717,14715,7612,6847,19050,8928,21695,25001,43786,3433,5759,13064,13684,3699,6360,11286,13339,4011,9999,8497,20183,4855,4822,5557,11061,10451,1725,10515,3171,1935,3452,4447,17842,29932,25736,17037,4058,46111,27252,41745,19705,8247,3009,26881,30433,3317,13877,11471,50299,14219,6664,5238,12557,30755,32309,38051,23171,15557,40859,21880,7205,12763,40244,11433,11601,11379,20132,7671,19894,18521,7690,29275
"g12",1051,3625,1808,6940,6380,3296,1359,1880,4345,4666,1863,5184,4696,1048,3702,1113,5376,7693,4199,5110,11006,4271,2995,4378,8478,5564,2948,3856,1508,3318,7198,4417,6107,6311,4783,1591,1337,3392,4662,3061,3754,3289,8627,6747,10289,2998,7187,4989,6477,5460,1440,3331,3212,2516,1265,4601,4135,5271,8650,7983,3773,8396,7605,8049,5887,4534,14532,3773,8630,3273,10244,3937,21174,10335,4404,3621,2077,903,5276,7571
"g13",4129,2734,4791,850,4445,986,4441,36,4529,6855,5110,1484,5538,10354,818,429,811,1470,2060,502,1796,4454,6089,6179,2493,785,5570,500,1625,1674,707,1483,1593,4987,798,2139,1641,1671,1323,1343,2429,4149,4224,1065,20924,3895,6927,6295,4931,11737,1731,5770,1631,9504,7932,6365,9010,5503,2255,691,598,2978,8508,6884,5472,10694,8294,9035,4187,3851,3637,3924,6090,1660,2848,3927,941,7696,6901,182
"g14",206,4134,8150,57,6113,9822,1285,7011,16436,10997,8689,28830,21576,1640,491,3368,784,9621,9255,2977,3812,404,96,4731,1162,20450,2978,1295,2475,467,5341,11312,2291,23786,14139,3446,4293,19202,3239,12727,9044,2256,22734,12069,9136,19503,35425,2730,7423,28434,7564,15814,399,5754,885,15963,31699,10376,710,4044,9850,12296,13095,900,25070,3810,805,15472,8493,4867,2516,6109,16092,3120,4265,3286,31833,659,74,2484
"g15",1061,5553,642,4104,2666,1421,6960,3639,2079,4582,2482,3359,3265,0,2806,4113,1498,3479,458,758,4718,1410,3227,5200,3238,4431,6560,191,3227,572,261,332,288,180,792,1362,774,2154,4326,666,2869,7396,3832,727,1255,4760,5100,4911,10251,9348,2112,23334,1901,3529,11634,2204,6548,2516,265,7261,5675,1626,1611,3654,4874,34708,821,26444,1310,197,7105,1717,2352,6832,2839,7191,432,212,12038,8908
"g16",6634,5842,3522,9667,15101,6202,5977,3552,15399,12221,4226,4393,3106,2812,8529,5420,7004,5342,8009,4543,3972,3178,8521,7369,8307,14984,5549,2539,8443,4509,8944,9996,5148,7597,3395,5944,7985,4637,8318,6615,9259,16750,12632,7437,13327,7300,7505,7076,8716,12321,3763,7355,13953,5302,12822,8701,17668,8619,2971,12942,6919,7304,14863,12837,3514,8618,17548,10325,15655,11114,14566,9203,20431,8706,9799,7303,3445,12059,19434,5725
"g17",244,24426,13405,26586,17984,67654,3086,3411,7913,2165,1133,2046,1107,15113,2429,28954,124,385,102,10,9681,4310,563,1371,2168,3890,2177,3937,11,2930,1921,179,11589,10376,353,5635,35174,194,8524,77,1521,83,8322,11677,6245,8571,8980,22469,314,1119,3051,363,635,3843,31666,2933,2466,196,46857,407,814,11274,7540,5201,7,1265,15482,1633,581,3375,6460,17,18079,7029,2912,0,574,21019,1319,600
"g18",5676,10248,3771,11868,16041,1998,11487,18408,4977,16043,17273,8000,9866,875,3822,14143,2363,6790,6203,2337,4976,9409,1115,5563,7608,20393,7417,3672,14594,12922,5922,8781,4861,3307,6336,4579,7232,19083,6112,12243,17205,8569,28280,10367,7441,11671,11393,34145,6802,9905,7755,28893,1736,3520,4874,40424,24385,14294,8850,10299,13043,12167,18423,13639,6766,6578,16764,25928,10946,20077,51263,21098,2848,13521,23753,3235,4163,6462,10010,18705
"g19",2469,370,2914,7920,7036,549,4295,9150,3552,1819,1685,8078,7484,1660,10333,1180,1401,1321,3904,660,1966,490,6686,836,450,4305,3103,5463,6133,1660,3149,4029,2276,4717,2028,1379,338,902,6006,1532,3484,5338,1311,4093,6854,2144,2394,1735,5700,3741,5012,2437,4770,5267,7654,3978,2581,3028,2949,628,6626,14645,4896,3825,3781,873,5519,1357,18832,14799,5804,1905,7858,3930,411,1440,1011,2421,1714,5349
"g20",2616,6527,4330,11395,5975,12699,6088,4147,12759,20689,3793,16119,10050,5337,11673,14831,7227,10385,5106,12617,24858,10709,9324,11404,5668,23558,6742,2943,14894,5506,7399,6755,8227,9129,5648,5338,7013,14289,15794,11081,31151,12445,20839,22891,12080,14006,18575,13873,24369,4801,8808,20066,14023,20880,10619,18233,11575,23227,15113,28546,2644,10613,18727,15431,14985,5719,14072,17023,22437,15581,30431,12061,12887,21231,10157,16414,10990,26387,20622,10069
"g21",11070,10073,3407,9667,16094,10226,15263,3763,9026,4582,3511,4927,12086,7731,6475,6416,8632,18641,8598,7651,10814,4055,5705,5012,5174,11573,6775,7340,8514,3302,4618,7772,8541,11936,4690,5148,8645,10302,8559,14137,19502,23175,20672,17891,21490,9743,18957,25781,34583,30468,12647,20986,14485,16715,4884,6869,20563,12462,28055,38218,44179,28749,11642,15594,11972,26371,34564,8809,9594,16205,29555,17753,42589,23774,23831,11248,10278,14523,19610,23460
"g22",18604,9957,8114,17450,11345,9142,10439,5471,6837,12023,4882,14068,8564,5428,9343,7740,9017,9665,9167,6438,4731,16505,8605,8848,7466,29115,12573,4697,16416,9707,15633,6154,8220,3972,13593,8982,6814,5614,9465,14867,18988,16057,24277,18643,10395,18356,16087,12975,21391,19636,8520,25391,6922,15601,13957,18980,21140,17323,12833,21383,18743,22265,12680,23381,24127,16073,16606,25652,17714,20226,21364,16919,15591,22958,13912,19619,18025,13614,22088,15468
"g23",4513,4001,3123,6939,2302,1139,5978,1703,6995,8712,4899,4539,8395,3527,4654,823,6422,5338,7349,3459,2211,7598,3149,3015,977,8073,7918,716,4679,4307,4483,2729,11466,2357,8328,6335,4048,5898,4800,8592,9318,3516,4160,3978,4135,8669,12102,6837,11967,8800,9743,8130,7952,9346,3946,5313,7971,6854,5107,17601,4750,6978,7032,5905,11213,6681,12756,17284,6563,4931,14856,11633,13629,14530,7669,5821,4031,6294,6321,3685
"g24",9170,741,2071,4646,8128,4596,3803,2244,11974,11154,3142,11589,2769,1621,4563,11587,7147,8343,5798,1139,7048,5394,2347,3520,1261,8983,4182,5002,7269,1626,6214,2012,2569,5007,846,2238,2673,8171,4392,8744,3315,15783,5300,7530,4135,1064,1959,3826,7604,6492,8744,14770,21415,3902,6309,5345,12644,7685,13797,15562,6087,13827,8836,1473,6720,5626,13885,19793,25208,3224,10305,8579,13915,9409,3109,7140,14288,5518,21496,2319
"g25",9523,3695,5005,6360,14318,4076,6967,4457,9443,18331,6452,8337,16028,3975,9121,5972,11154,5293,5651,10203,10038,4305,6076,6304,4063,16724,7443,6762,5649,5750,8848,6115,6999,7178,4667,9215,4594,6984,13871,9218,8786,3914,18335,23709,11246,11201,6681,9441,9276,6113,4277,16554,6091,6641,7827,10271,8905,10064,11107,7548,7227,11037,7834,9522,5086,9673,11972,9907,15063,8275,4784,3903,5133,4825,8208,4899,6615,14112,16336,11776
"g26",8786,5114,5107,8052,9608,7616,14821,7103,10284,23098,11985,10246,7134,3394,7798,4207,15178,8400,13130,10980,15575,12477,10635,22652,7003,3618,4374,15922,17391,6672,7594,5049,6437,5157,4069,6388,8223,6315,12201,6076,28628,29146,44859,76930,55312,64648,59326,42714,116143,51296,33617,30982,44975,38031,42660,83196,20836,73665,69959,90768,54447,93845,62585,71556,55475,52816,17900,58746,72117,53883,34258,40860,37919,76704,51027,48590,36657,44415,28945,49526
"g27",48768,9090,12103,7745,63102,1824,37528,69550,46676,18598,22413,27644,12221,27238,69375,3726,20724,16121,31020,28949,14579,37047,3246,25757,12274,38794,3585,14009,3596,15500,33002,7480,18759,29346,8376,34481,9692,19141,64264,26878,47116,42246,19102,45817,43935,24680,48343,31093,23029,13460,9493,14905,13526,1410,54464,29546,44041,53183,20887,35161,8637,44299,50993,35415,14579,24264,107101,51043,6096,21557,127215,8787,8714,35564,73288,27394,8015,19846,20269,17560
"g28",6391,12131,7478,4046,3312,4031,5698,4269,4980,10715,5866,4816,3243,4823,4929,3246,4330,9836,8351,3838,6988,5337,5323,3581,6392,8108,11279,2679,5290,6446,9264,14734,3541,9900,2664,6567,6567,3902,13534,8138,18602,19194,7977,14113,9977,10114,18188,8358,29044,20788,7872,20067,14062,4039,6206,10884,59353,13106,11573,16908,19758,11805,19814,12185,8431,10252,15770,10388,17100,9053,21007,13052,22651,11952,18573,12915,9903,16123,10561,8102
"g29",7937,1427,1763,5036,7550,4540,9643,4279,4886,10150,3610,6166,2035,8314,4649,2484,2953,5207,9838,5083,9063,3844,3110,6462,4206,3813,4232,4743,11969,4857,5772,4636,2152,4638,4096,6682,3767,5226,16509,3347,4495,10237,11203,12750,22435,20716,15620,6727,30660,15404,15055,13464,15654,4576,12239,5589,12086,4723,6885,4384,9390,17169,4966,11595,7075,7507,9996,35505,8497,19794,22332,7962,23227,16209,5023,5516,7200,9022,15479,2188
"g30",9640,7102,7639,10122,7076,7555,12119,6615,11491,6677,8475,8163,15335,10218,5236,4703,15831,4249,7258,11999,13494,8788,7643,12314,4762,6569,9524,3744,8002,6972,7268,8851,4858,11435,9300,12100,8198,7101,16845,11257,11787,17198,13710,9230,9503,3941,9166,9084,18152,13966,7049,15922,8262,13408,7821,11529,7729,9162,8482,10973,16208,9408,6246,6899,12153,11857,14680,15480,11160,12627,15475,6436,17502,16533,10897,9345,7907,3696,14736,6626
"g31",12065,11035,6306,6234,9942,11305,7448,5256,23243,11675,4131,3407,10297,6409,8675,6650,3676,7562,11789,3021,7836,6286,3314,6791,6209,18883,3078,6416,8040,8002,4844,5971,3360,5155,6976,7198,8008,4882,7147,3781,19946,20099,19316,23602,21607,15254,14378,28124,11249,16673,24896,7846,11273,16566,10457,9118,17163,33354,21279,37343,13772,12840,6970,26586,20932,10285,32905,18869,14922,7787,11791,8048,19700,20848,22895,5367,14088,8521,26736,8009
"g32",1994,8912,3398,2370,6122,5372,680,2311,1857,1136,6367,10690,10304,6437,5494,8161,8959,9406,5147,1766,1907,8737,3597,18972,4956,6216,3833,2408,2074,3768,5437,14481,3969,9041,1103,13052,5269,3063,9085,5166,9446,22463,28711,1121,6499,4474,20326,17639,13092,10740,23219,5447,7170,21854,6364,10713,10998,2825,27953,7789,62374,43116,11739,14396,16830,2595,12007,16147,5207,7362,25044,34516,4581,9839,22718,33507,8804,4095,6550,10139
"g33",13080,10592,13314,9413,14263,18068,20198,11725,22670,14580,8894,24116,24693,7538,8157,15825,17669,12604,18169,12088,25170,11976,5065,18484,6194,21661,6735,5840,29903,12855,11495,9644,12914,16112,14208,7787,9476,14119,18501,14684,23408,39281,26808,20595,21401,37331,27529,40367,63835,19626,23586,20473,40760,22442,10390,19652,28567,32518,30001,48096,29517,40605,29781,35208,19710,20070,68411,40443,24336,14956,55731,15524,40472,38345,26589,14822,32239,23350,33706,19144
"g34",8297,3834,3591,7212,1802,11961,7922,5884,4128,9016,7134,13102,11950,2353,7746,6519,16722,2401,7603,2117,9369,3183,4780,5909,12622,2891,1692,4293,4195,3390,6115,4910,8114,7273,1589,2820,7302,4828,9923,5890,7744,4345,7987,17936,7389,4364,7777,5895,13111,6877,11252,11681,3684,3214,4846,10597,18815,6574,6252,17077,6011,9596,4862,8477,9829,4771,12685,12571,10008,5277,6516,5552,17024,11237,9311,10206,9410,9984,8004,6354
"g35",20200,13604,28205,18213,26850,18033,12395,24923,22544,27112,10232,44037,39221,30284,17579,12835,26425,30056,21852,38040,58895,12460,8941,22908,26199,14075,9870,31094,18088,52881,22164,10923,13549,20095,15462,22823,22008,38348,28769,22348,46386,60061,39711,53901,3532,31822,37117,78620,84396,53722,14992,69824,49004,49599,11372,18676,73126,28341,21906,48761,41775,67249,45576,20270,4244,75597,16473,44881,23355,60529,55938,15977,23460,44831,60534,26358,44058,14303,9251,31233
"g36",5300,1694,14507,6910,5242,7368,2240,2427,3502,19578,2015,11950,10086,5417,6909,6110,6595,8082,7113,10506,15639,1927,11336,8800,10940,29283,6652,3669,7495,7320,3045,1670,1113,12249,6299,5015,6122,4044,8424,2219,16852,1874,12102,8464,3877,9126,14480,1315,8572,23668,2466,16540,1672,12949,3545,2689,42844,4558,28864,5308,4350,8721,4027,4887,8533,1027,1881,3391,14605,3334,27350,7616,36815,3616,6619,24027,11720,1399,6602,9794
"g37",8928,11204,5230,8528,16612,7384,11164,5787,5924,8528,5825,11538,5859,12610,13211,4320,14431,8813,20102,7184,9665,7311,9772,14643,7888,5541,12306,7323,19467,12818,11383,6936,11618,6174,4656,9418,14567,18263,16746,3788,14229,38259,49787,39428,33912,28751,57074,21274,40633,17187,56408,31433,33952,22710,16218,37094,28722,23461,14616,43953,27620,33870,20433,34093,51911,25541,54246,62172,51395,15921,36957,45111,36292,46137,36186,22310,16258,15093,68586,66839
"g38",1198,3267,135,3995,12435,6622,1098,2692,4029,13941,1751,3739,3569,6109,2337,884,2344,941,683,1257,273,535,931,2684,2921,788,3544,3037,1059,2499,3872,4236,1906,6166,3362,189,1166,4013,2579,10608,2388,44991,13292,4449,6158,2303,15722,9991,17633,6510,5998,3874,42663,10468,907,12624,22832,3685,3161,12202,6245,11318,7357,707,5357,8236,6643,2370,72876,1897,4641,5611,3640,8865,4081,1673,11176,16479,6642,22721
"g39",2909,1886,2482,5239,7120,3066,1221,5185,2242,2792,1006,1250,1689,1302,4978,5767,1098,2998,2053,109,3673,3715,1311,339,1388,754,4478,3340,2803,2089,1201,1525,2299,2741,3175,3019,5447,3408,659,6165,5810,5396,2403,55,3813,14193,1025,34,1814,984,1701,1838,812,4043,459,12172,2276,2053,2033,6452,1925,5600,1055,4089,2087,9684,2098,1057,1780,4457,6669,3859,4378,3421,1815,9130,6547,6292,1473,2502
"g40",24692,1370,0,15648,29840,55608,14818,26805,0,7671,181,19107,29,754,5337,14621,0,10027,400,739,339,4275,4929,4511,73,16,251,477,2756,3638,371,0,44808,92,0,19,869,715,17,9,5972,33420,2004,592,16701,38561,8109,9660,11,63390,2776,8,6413,886,2219,9,4283,79242,34073,280,0,1757,13104,3192,115511,0,989,0,0,0,17743,8820,0,265,619,5606,1104,1331,34,0
"g41",14919,3977,5293,10194,3176,8826,3406,23608,20581,6440,8551,19399,24490,4514,4620,7250,11530,31263,58163,16991,9178,3729,16205,18759,9228,39789,15355,8711,9780,10338,29294,7209,25456,17339,3089,1928,3882,14120,33491,1046,17066,47737,40439,18682,9501,17152,21009,47231,28754,8375,19266,37555,17528,20600,5633,5643,26588,53641,26507,20795,1477,4558,29117,22724,14726,9122,155548,19223,7744,2181,55177,1005,13116,45028,25692,9293,21957,1884,16566,20402
"g42",5269,7057,6394,4333,16242,4881,14195,2076,5879,8142,4180,18049,13353,4876,10179,1982,3393,7286,11241,11820,5828,15393,3993,9522,16249,5434,8795,4829,7670,8015,2094,14272,2865,2201,3465,1371,9281,18238,4500,7705,10541,16311,8508,7123,3572,2490,13168,2429,5368,11275,1528,6229,7504,3797,16282,29119,6668,8960,10146,2247,4843,9856,7325,4163,4856,11726,15835,4005,15308,5311,14898,4447,12301,10883,9558,2967,4336,9207,18179,5350
"g43",12132,11321,11442,9692,17819,22076,8219,10948,11510,15761,15929,11658,13012,5451,1968,14670,5691,11796,23236,12555,12970,25884,2075,8126,31655,16546,5369,15534,13908,7128,12673,9424,4902,7091,2777,10312,9647,3326,13764,11936,20281,5951,14606,34956,15965,57534,30253,36160,46414,31997,11687,5915,47827,25218,16714,23608,24521,17939,16415,24983,9964,54907,33765,57706,24672,97356,12784,25685,20920,18449,36103,22952,7335,39671,53659,16949,21662,42305,52238,20640
"g44",50990,7447,36838,10680,6809,66870,67881,18052,2562,36796,7401,10833,55644,18088,36253,20697,38743,14955,34369,9959,76654,21405,2727,13011,29017,26925,18300,22689,27927,4948,22612,3782,69935,53126,4993,37955,5986,31310,4650,11421,98365,136784,38897,103547,204596,22475,49687,167555,28161,8866,120351,34094,90965,65260,202554,6130,93250,38942,83580,49822,19871,49088,83948,51955,106684,93190,164137,61021,292612,20367,9775,132332,22194,100360,29744,16880,7405,6492,94204,9094
"g45",16632,4799,6635,4924,8941,12973,1924,818,14605,5955,9740,11635,15032,10447,6593,4557,7068,9260,11380,16921,2062,6379,7926,6482,7431,9466,3048,13453,14757,5411,9859,17852,16715,5548,3886,9877,8103,7758,18504,15566,13184,23634,12501,6373,9099,9799,2927,14385,28289,9969,7123,17939,17638,9210,22292,16111,26323,17358,7726,8772,6417,14919,4230,12006,24834,15610,21849,8092,15146,2586,6652,6228,8340,24672,15804,4037,9218,20046,7905,6226
"g46",1601,1469,985,507,950,2619,1845,1723,5908,2569,6251,5165,2918,4546,3970,3549,13933,573,6979,3871,5730,2953,6306,1924,1224,4422,2758,915,959,2106,1710,3678,5669,5198,1447,798,613,3162,1844,672,3932,1349,9264,17525,6664,4879,4393,5200,6370,8242,3731,10222,3127,5418,347,3997,8731,1465,14703,16228,2314,1786,3423,9615,25386,3693,3093,3112,13835,7157,17040,2177,6160,4573,1075,2212,3420,3877,2397,13736
"g47",15804,21422,14797,13877,3710,15487,39281,8647,9751,12727,4439,14907,24975,11092,3804,14485,31472,1790,30584,23957,4611,9651,6737,4315,6434,9269,10774,5542,17507,6774,24737,42939,1676,20736,12894,12629,25209,5807,2948,3023,7346,55000,6486,17569,11778,22043,1683,29302,65518,57435,29974,51290,13038,9653,12572,23627,35159,10104,34309,16406,16293,30438,19568,34781,16394,21913,7745,49223,11121,2122,32714,10140,26963,32290,8941,17590,6638,60173,1490,12082
"g48",15178,25505,11055,59107,34825,58018,38704,25086,22986,21543,27952,21262,17669,19391,54280,14061,29642,16186,51613,20626,28276,12075,25440,38515,28311,53053,7430,20151,19892,36622,17705,14605,32757,26419,15872,16645,29512,22332,38873,13368,31698,23704,68107,36200,46430,44701,42574,16279,65902,10380,13494,50659,19225,71565,23077,35751,77389,19692,12148,41314,40031,15639,17397,30894,56964,46692,79980,43673,42623,15116,50308,14598,30162,26835,25235,34680,7292,17013,41105,61902
"g49",10577,2798,8893,17177,8386,6144,4876,7976,10611,14212,7172,28108,9674,5759,19015,4907,12709,5916,8989,3684,5755,8834,14040,2910,4474,10128,5418,4779,3891,4328,8313,6286,12657,12322,4702,8396,5455,5260,9971,4335,10207,14628,15056,10365,19780,19782,10526,17633,23109,9177,7283,17161,19723,8079,4518,10612,22782,10782,18344,12142,23653,18948,6621,8810,8169,7603,19955,17808,66467,7039,29507,15265,25307,13738,7784,14592,22735,35350,26335,11544
"g50",15129,7768,4019,4813,2862,5399,9686,2945,11548,9237,4875,6145,14887,7128,955,3059,12173,7267,1918,2027,3468,3753,1780,6359,4358,7656,2928,3510,4987,706,10374,4032,6728,6555,6428,12581,21234,13996,5914,3368,28403,15821,13531,8708,20386,3524,23082,12379,22754,3111,6835,13383,16335,3120,4070,4390,8578,4258,9380,24727,30313,6802,5388,3571,4442,5438,13274,16252,5947,10342,32628,5049,8098,5598,11962,7752,6307,7668,15684,5474
"g51",7152,11408,5541,3889,10827,11938,9733,10319,5303,18674,11316,19798,8507,8301,5862,6594,12542,5910,12635,9834,7189,7666,3673,5954,5753,10282,7862,5899,16718,11594,15038,9246,8711,8831,6470,6425,6567,5744,11568,6445,18364,21521,15956,7959,9402,11455,6848,10209,9930,11461,18226,7769,18703,7680,11685,5247,5469,11107,9309,30276,12064,16836,13929,6210,22149,7252,26855,18242,11791,10611,18367,16926,12115,14789,10357,11027,14794,6886,11191,10665
"g52",7285,5710,1636,3260,4786,3533,6101,2069,4905,2571,5397,7796,3742,3516,5264,5731,10491,5574,6968,3498,7484,2182,2686,1227,4982,2167,6278,3029,4747,5916,3333,3325,3416,5625,2404,1701,4419,4934,6058,1679,15040,14551,4513,4374,12284,6550,7068,8394,8405,6794,7405,19008,14153,8753,10627,13370,9161,14306,9556,8930,10889,12983,10319,3733,5825,3497,5415,4937,12290,8848,9913,8205,14529,4776,6950,3365,15545,11064,16664,6142
"g53",39704,19567,9367,17011,13682,15576,22331,11802,17474,16120,15090,22938,20244,11620,20697,8500,28639,18085,15273,21989,27950,21991,7986,20381,11819,11054,12760,14720,14630,9191,28309,15066,14360,18190,9997,13637,11082,9678,29664,15489,26120,24104,16869,29951,19835,41010,39619,13763,22685,12661,44600,42839,38463,26154,20286,12266,55412,25962,27043,26403,43448,19061,25730,37165,31595,30658,55897,24563,15543,20900,26418,26979,44212,20948,23565,16233,33604,32504,24212,18507
"g54",5245,6286,174,1507,566,887,13153,24894,1468,3704,19423,10861,11137,1734,152,2917,12988,497,2315,11490,4014,7764,5205,17544,2884,6714,6096,3376,19024,6107,11727,754,7194,21201,8073,1327,13914,5748,11971,1879,4416,20442,46476,4943,210,10837,32267,317,15864,9944,244,23969,13667,74,3336,9446,3086,5192,5695,1988,3093,4202,707,1343,25454,9895,2565,425,919,859,18248,1818,18068,25013,4343,3135,3079,15483,3275,1321
"g55",6867,2228,3928,10847,9047,3853,11324,13586,4903,482,5626,9541,4040,1324,14326,11280,10482,15602,2084,3797,870,412,17479,5279,11581,533,2705,8163,10610,8470,4862,13866,3923,7348,3540,2225,1399,5524,8950,22388,1697,3700,5813,4631,18697,4464,3613,9625,17899,5230,2488,7396,13706,3203,9355,12756,9769,743,6489,8609,4971,7324,3978,6890,4884,859,11201,23574,3434,17759,2984,25581,17050,2433,3598,503,876,7666,7376,11145
