"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80"
"g12",12988,6830,26163,25789,22924,19950,15530,1076,17928,19463,16104,44366,16266,17450,22956,18583,39711,17189,5770,26547,22550,9862,11297,19832,20215,22125,8817,24934,25201,7892,28334,19145,29552,9562,40446,19774,28125,21869,18597,5353,38686,29559,53958,53742,28606,16298,15468,38257,51073,22357,23404,33064,23708,36696,13447,85824,21640,76339,46152,21646,56819,37590,22183,30826,16469,53241,27048,39061,44639,46697,26658,26272,47465,10947,22420,18197,19646,50490,22536,44121
"g13",5511,31963,15518,16151,3973,9088,14539,13350,5142,6194,3695,24705,29671,9671,4213,25708,10031,4503,18945,5261,3833,1445,12061,28782,10935,4558,1728,7332,1314,8686,12751,3817,21995,16898,4146,9774,4786,8888,5990,24955,15808,3613,37640,4078,46661,24434,4792,45653,2174,6032,15072,14646,35930,3255,7970,31169,12853,44871,31141,39906,52708,11281,21549,57354,12078,18609,70131,4632,170458,34777,11660,17461,59008,68044,20692,26583,40324,78043,21893,17755
"g14",3639,385092,42666,66710,62285,9552,44238,39065,17136,7282,83603,5795,4149,1405,69174,17524,51845,3518,5914,12946,3585,4445,19879,24689,41416,378,12024,83419,26164,68664,82003,23272,82558,816,15796,11588,66716,6486,80409,7798,7558,66146,3958,1612,13368,132502,49670,91076,10498,18258,15973,72493,12475,25284,40914,28757,31335,78474,28699,4052,1224,117,4087,71785,1564,7089,17840,41994,43087,77631,68038,140473,39699,131790,17221,37963,55910,57328,67067,87560
"g15",8795,3166,9300,2997,18193,943,33384,3235,20587,2302,2972,14241,27474,2514,2258,4349,26319,20797,29884,6576,4063,2427,32827,10285,2371,25900,8609,91078,12006,6528,17085,1944,18774,5843,4115,2968,1254,10894,29677,6272,12380,73203,124791,40106,11465,5841,63940,119587,5851,30363,25163,13095,137786,29408,43138,79344,5759,83724,23263,22254,48066,34323,9430,31605,18077,44077,24422,23181,38953,26559,41157,33994,146173,8715,25023,23257,5237,210782,29269,49279
"g16",19050,16425,34803,34475,23270,25851,32944,28862,15807,67940,77635,17255,23099,26157,40216,58331,29259,45777,13851,56751,28534,17935,42950,22967,24129,22315,82099,44834,25295,33053,25065,14925,38881,35519,44479,24493,7978,30472,19871,58127,32616,58591,84991,52692,68651,90525,97650,164726,32997,29200,62917,75148,132225,74918,60536,74874,42927,62303,57498,73444,93101,51472,266772,44639,39438,123199,64064,108673,191473,57738,47245,58377,47070,85023,98444,45852,72779,67184,37317,128777
"g17",6158,6936,1706,231957,146442,12597,0,6574,186600,2170,2071,415,31959,660,27027,49179,12935,73440,101046,141693,27105,21343,29,67189,5147,2425,100,2321,28642,9511,8591,3645,3315,3508,29778,16267,2301,3560,172600,79749,184291,3244,121762,18031,12022,286,203763,9,117569,29617,9402,132292,9491,10306,28581,29811,187152,22496,27912,98611,0,101890,35957,119329,105218,17289,1215,269,7219,15361,56031,134836,66754,1400,954139,117764,606532,9806,67421,3581
"g18",34155,18384,24317,41287,18088,50126,51014,51961,54780,13758,23835,18507,22382,92098,22937,30707,36342,87374,20390,11239,22105,36981,43189,51995,41532,20488,31717,11570,23567,14384,37837,30726,14101,30732,36986,19314,19172,8858,16707,10773,27912,102785,79391,47956,29620,39326,114484,80655,31651,66775,30150,32329,110998,73883,18933,54360,61990,71388,97392,20004,41511,10312,134610,65955,28251,48828,73803,32182,103939,43537,22643,25240,58349,50560,77653,75150,23969,144793,10410,75741
"g19",34666,3274,10095,5127,50255,21165,5801,4306,14255,4953,14121,4622,48918,36244,4395,11698,26478,9316,4750,42876,24323,38176,4538,6440,22652,13575,5364,5306,29379,9862,21778,11769,18586,2383,9030,4751,25304,16566,83990,1132,13455,2531,136822,54966,33290,80584,14295,100517,29657,361,49831,12322,80992,7429,18921,133083,10097,53574,148932,39279,4242,24067,73450,45156,14275,79709,22321,50255,21206,141150,2197,12631,33348,93273,75706,3258,23242,43481,7386,24371
"g20",86265,125699,18536,30017,30675,15983,37001,38231,78193,37037,57148,29313,84156,35949,56168,40635,135061,44147,49713,44361,32986,62587,18093,17950,29210,19102,29595,39559,79394,40095,84631,22950,74813,82622,165378,35942,48343,22311,43376,28512,49578,97868,117509,159118,164253,43991,132164,295981,153843,37348,51166,52887,102751,126673,116151,151701,141448,161029,75760,65688,102548,70011,158862,60847,179715,148457,47236,155194,177166,149525,55048,164943,70579,182980,56643,78771,21519,114712,50056,172859
"g21",46358,48138,12203,31993,45056,35981,32904,24463,18327,29549,74687,37371,41240,41454,27893,30362,43701,14085,26482,45398,25304,22887,33040,16405,33217,16382,49556,61883,33422,28383,44900,13992,33459,29035,52216,16761,29050,20388,47673,13060,26023,36148,58824,52861,53311,70156,57249,28958,51102,7823,56597,44594,24412,29108,55773,38422,65569,75848,43453,48091,38473,35542,47176,97765,29392,31995,36993,58038,72216,71528,18075,40542,41174,29691,16693,45608,26946,82548,21345,50848
"g22",18843,79101,23446,75579,51410,24346,25841,76688,59502,30503,41641,38895,49404,50065,54484,28928,31986,106110,26681,66026,73654,28054,56090,27814,41684,26918,29138,70128,78021,57649,36177,21182,62138,37352,56972,31414,44986,52859,22040,14032,33215,43972,49829,73766,72651,111602,50443,58405,54284,58921,65065,71183,74922,117026,52861,51706,46186,65874,68379,27679,75894,41762,84761,43366,40613,57617,66709,75200,70842,102933,31589,40636,47098,68627,68575,40847,49001,125378,36573,72686
"g23",18904,32263,15297,23792,12550,8376,30952,64592,12569,33831,40072,22794,4199,34494,18994,24869,31605,47249,14678,13603,9036,17926,20965,15374,48003,15369,18571,22351,39346,28683,18838,15577,27150,15045,31427,17522,6108,19583,45990,13879,32092,58048,50485,77256,46876,50180,18703,97905,63377,50278,87161,92381,125242,49126,65406,78474,73195,106573,47152,74855,72764,41207,39426,81861,51696,164844,50605,43127,46962,76305,10879,98826,81542,135473,55578,91772,54645,44842,69581,111085
"g24",9902,14383,9822,38235,8714,25180,53904,21295,13644,9364,10877,24616,30393,8440,5892,44704,29692,16790,10184,9485,45641,12681,15678,3935,44180,11125,40811,37764,32097,16040,20398,3555,34188,10594,21043,15202,33564,11248,4360,10190,32443,37303,27671,4921,22125,3617,41994,24554,13746,17421,48824,15248,34719,24504,17778,74332,77179,18987,18262,13501,22959,17297,34624,22553,25921,29190,20326,18827,107193,16049,44321,38232,45218,11246,40147,41881,36543,36753,30007,58132
"g25",64359,36202,30447,21784,38233,72955,21881,25348,29745,13919,60497,22291,28667,103169,32590,36949,80600,30148,27514,54962,36509,42547,25696,67400,31597,22141,35866,26480,80501,24392,73559,23525,10781,28762,16755,76446,29773,23354,28344,12388,20139,60665,58899,73505,110902,126353,58153,82652,45907,35255,57061,127735,74635,57724,81318,121640,123578,54517,102363,57904,55266,46988,84455,39979,79763,88156,37846,58225,81050,26968,53699,97848,75553,26798,51576,67075,53423,51120,49836,106024
"g26",28305,71398,81215,30405,27316,33321,35579,42895,43434,10633,39887,13762,78471,81829,16654,24913,50362,58068,48240,29129,34881,36389,21405,38248,47672,13723,44220,60669,49964,11165,40537,21691,36079,10720,56879,28692,57070,24097,29223,22090,26596,31721,38739,86774,51702,62557,37234,101540,40367,32190,174748,57820,32920,43572,99774,35735,29914,76834,27216,33675,16808,31640,133730,64189,66687,69845,55385,60037,76451,86183,26390,112424,131431,27429,47996,28849,22565,65079,25141,69529
"g27",50716,160803,22499,25473,68615,108272,190280,133731,12376,60000,113369,132119,21166,58621,40469,40177,337440,35836,54002,83359,4111,98841,109364,73324,132646,76860,79827,46246,30932,109251,210034,70443,147670,51660,101191,93230,89031,58325,76148,27079,52038,276612,186189,184091,312969,187829,204266,243831,74227,127266,388693,93225,358693,80646,180537,138116,296987,170508,86077,339113,109485,525165,398864,368509,142983,213846,586552,216680,74425,222229,201062,445782,128243,377277,211904,63747,410563,493350,161148,120409
"g28",16914,42104,19924,42558,28838,38122,33746,34480,45154,26201,21011,27710,54258,17147,13346,9237,39005,70930,25291,42551,15209,25307,26739,14586,25150,16052,25341,61827,26171,32086,24195,18127,36824,30950,35153,22495,12142,20212,24312,11306,39744,78208,152324,71474,104996,105372,72972,106549,56986,54660,77255,59244,90261,50347,15249,73072,66834,111132,143749,18056,195930,23259,70054,83508,155835,50535,36198,50390,28362,49579,34262,76742,117497,77503,46144,52211,49513,41419,65186,171465
"g29",35087,38329,22412,19612,52923,13719,43037,20103,32385,24076,13461,40874,16105,47310,21265,28567,25214,39667,16072,57648,34806,9373,52384,31664,20836,20310,53167,15279,38787,23371,10925,9417,20698,40465,44581,42422,34898,26140,8767,11409,18907,53439,18845,37145,47100,78645,58733,32264,11463,58491,66743,36274,73438,32994,60366,23368,25084,23716,44345,22670,52516,10861,30151,14623,51000,30002,16876,17205,42540,43836,39421,65077,58767,126522,21512,16322,27615,53034,22838,64294
"g30",18927,65757,25070,32077,28210,37944,22325,49797,34097,19134,63084,42432,23650,47340,35740,31998,54630,51765,28161,49030,29599,40536,24570,43555,43870,29220,21355,47841,54228,22621,51294,29630,52422,31581,21204,27057,21971,33929,18431,30638,54569,33255,95355,50382,59513,106341,54956,74367,42954,45561,40343,80725,109098,107397,54263,69971,74496,74296,64643,48321,26922,78132,86495,97996,62063,84803,57649,56650,111399,83453,34028,86076,56556,98361,45417,18925,24909,37880,24158,67384
"g31",29309,27366,7213,61528,31485,50403,56540,71481,34986,34164,29316,15698,31021,56015,26415,38424,70323,38583,32553,55232,22018,25845,61739,10323,53210,35797,25124,27364,23418,16354,20043,38003,47909,37323,50475,42491,27018,9597,30705,27359,40443,42282,117054,47337,79502,59961,34944,43889,33068,36387,37134,42859,98477,15281,37872,42336,59292,44842,54870,13270,35248,36359,46937,137513,26458,82649,87361,91680,48976,57470,45765,37524,43255,48885,68411,39819,54845,51264,46596,30756
"g32",50086,62365,10488,17665,7613,4296,33559,38120,35911,21900,13330,5767,52123,44175,36408,40097,56569,39705,6768,48215,6232,9153,12712,52634,66624,27256,9709,7313,81991,1745,35498,682,13438,15610,4179,42214,81132,20731,18747,58168,9357,96588,102271,3827,8992,66340,3409,134899,49568,3192,120997,7885,43979,73205,5954,42243,35154,158052,10787,36456,41920,13962,6872,14001,78348,81932,22453,69700,32045,11257,63396,138486,47973,24168,42295,41995,48900,47711,12709,2204
"g33",76510,52169,60717,103396,37046,55959,77064,67333,57124,77586,40741,45503,73415,80446,27297,39995,81192,58289,48353,51044,66027,39422,51102,50003,99207,34088,98737,79690,72887,37773,65466,28071,128678,88116,53650,15623,57836,60075,37291,27161,197890,142589,228811,310956,166916,201660,327099,257434,202204,170475,202354,129511,298725,234103,210602,234051,111672,317483,318200,91550,138042,179156,363951,247445,229065,187345,200756,139524,431761,167145,123739,251727,161196,222300,216332,167575,249551,163972,118988,275356
"g34",18813,28160,12260,64066,18133,8325,48533,19629,24319,29193,25402,27692,66375,39673,26794,20620,27270,46185,16309,21592,31844,16118,40937,19253,25831,31238,26927,46098,21574,13099,49521,29595,26760,24086,19681,22169,24636,16915,17454,21502,32229,31574,55443,26402,50511,54941,34974,102464,13516,27900,25770,51937,41654,35701,42421,65168,28255,99441,56330,50110,60758,60528,59949,29686,38648,50137,41360,47015,17625,32425,9937,51442,46770,37673,47357,31948,52984,57370,36041,33406
"g35",102450,70113,81364,77622,247295,161729,146153,152582,41047,7850,76625,101553,84734,186430,93494,119424,200459,72600,95358,102478,110630,125254,168121,158468,141755,153676,118950,219346,225058,63595,73434,85194,123006,106858,56931,106444,65742,56528,45896,71107,221226,166800,270425,98498,269427,328723,315406,251808,64951,125319,378213,285138,279256,94606,180720,119520,152678,252827,304545,194054,208145,164058,130868,194884,289041,254469,139110,327480,278862,285791,142549,110669,27037,208135,154212,283006,266997,438140,36290,253362
"g36",48228,72997,10607,134370,17578,10206,23917,62694,13582,26308,79048,18487,9892,100132,120,28250,25752,45236,9042,29292,9850,2523,16773,31331,28349,35963,105107,5063,7480,38157,36485,21136,91431,13970,20975,1548,52606,20335,5869,25491,102369,4002,77992,3485,39340,140563,14554,41183,37917,23238,84534,120015,97892,92529,40263,10588,9447,156757,50988,5161,47936,24240,46426,68865,63529,238122,128565,23777,110679,58039,42194,44226,94279,103340,166863,26401,138918,73160,24652,91510
"g37",61918,44003,42238,44626,38247,41216,47301,24115,47635,32558,34945,47330,42660,77117,29074,23080,67716,56424,46995,33900,34153,43118,58948,52019,64488,64848,39926,53760,77027,21993,34243,34668,45701,66128,78931,42360,30509,23907,20030,42483,61203,159344,102163,149282,143322,126255,73830,239261,71639,64230,143270,123218,263805,242451,68009,118154,121362,152285,90821,93917,100738,75284,258594,170705,182333,77159,208307,157793,112304,159769,58042,98038,153551,110787,167520,76932,90447,84360,78708,217572
"g38",4079,10133,12557,46231,6032,3925,6227,22044,12053,4409,11357,16216,14635,3705,13865,11574,7703,9129,25290,3448,3532,32230,11628,15264,35094,34006,6896,8252,12469,3357,1751,6589,4303,50546,5642,20179,13195,24505,11170,1847,26613,38472,28189,38104,35097,41535,33821,6085,6865,12711,20867,4118,27620,32309,17685,8507,50412,29953,20119,14669,7805,28349,16204,5090,11677,49715,11101,9169,20846,1290,11926,30824,26699,31206,37844,25682,5366,7386,2945,110714
"g39",13558,17514,6466,19910,8930,29903,4233,22617,19128,13534,34587,4120,4376,3118,10968,6557,1005,1620,3818,19290,12143,7018,40236,18775,28248,5592,12158,31052,10603,10009,6060,7150,12237,12188,39571,6913,6368,3163,2644,1689,11982,34813,28230,73196,11562,11060,30705,15863,20341,7835,2314,7973,32946,12922,378,19368,58553,56056,10830,21435,10513,52168,20553,87939,33555,49205,8645,7758,59949,17756,34792,26959,10864,12997,2447,21310,4259,24736,47277,53412
"g40",332693,247256,0,0,0,3607,8132,294940,464198,993,1176,6450,0,32700,197,119304,42561,75965,177,86,400197,18710,3620,115,10749,73110,36578,14814,22529,12612,20532,1907,30686,7,140491,0,9189,46008,15649,601305,124816,468,360786,4647,9704,23473,3001,132870,0,614,334753,90,7189,86140,293876,21138,30194,5554,8,7347,99549,29304,852242,12861,0,1424,473066,142,143053,2224,629856,144018,13014,912597,59376,44788,516355,19133,656307,724554
"g41",65703,77683,36826,49315,60296,15776,81701,108533,35106,21119,31263,57073,44627,11986,16253,27258,24117,13215,57657,33114,19100,50893,126533,91133,26487,78672,80017,46301,34700,11320,138961,95587,68894,197073,216738,8542,85180,2385,20791,61855,161639,224817,216881,49264,53532,147888,291373,129930,27196,27560,196005,171184,254450,26907,68082,70742,42301,20508,206287,83992,191208,178322,416159,138498,81940,118794,38028,248522,170440,121506,184767,58815,351304,11063,15700,24973,36787,117336,73316,429972
"g42",31492,57906,18813,47115,9889,38426,22869,25305,30472,7912,23660,15582,31691,52079,26477,27663,27294,38545,35336,41134,34612,45256,46120,10933,37882,33386,27527,18798,39427,23019,46272,19898,31258,58829,28508,20575,38396,30320,29635,34485,11731,39070,45688,21979,25420,28677,38106,38473,33152,55882,46603,41454,13419,23149,51854,60798,55174,62126,103670,35885,46217,14001,30850,45181,20552,29956,16816,35512,25849,54670,36670,51746,17485,43985,27375,31316,24873,62275,49775,27682
"g43",15135,152779,47093,232117,24218,15112,75830,70763,65776,46284,53700,25589,94389,65424,120325,85240,66329,56295,80059,171538,23098,87462,14838,31471,67372,39903,61493,53327,47831,48408,92992,132001,24514,84856,23361,188725,37809,10506,72243,92276,193773,55705,111758,81472,27281,115997,120465,368292,183647,57260,162800,84791,56841,27749,17976,65071,171984,126930,46123,95728,27529,132413,69594,154813,56569,130014,67810,38460,153152,37608,34296,80322,325347,113130,86921,77425,57426,184075,35784,176429
"g44",32850,288147,52048,41465,16874,26037,164051,111463,93576,53012,35017,194562,62329,29475,39775,143823,16287,250968,157941,22104,97480,232193,56245,76531,95358,77326,249966,104943,108420,84888,76393,270412,62938,68101,34548,439350,6481,54746,91007,516,14386,54,335937,159077,188693,185512,60980,77987,185308,198735,90690,193540,64776,4926,136023,141534,202082,36993,256245,30455,105088,79553,178801,54959,1903,136940,72413,146051,18772,174759,80042,130978,350899,307447,23859,10530,15553,154613,41143,127870
"g45",33681,31988,42642,17039,35346,12516,28510,111907,30139,1359,66734,39510,41504,39584,25861,52053,45216,30463,17671,37059,10424,83470,15690,29964,39396,15449,102789,21485,16559,24562,31685,19881,23563,34263,20204,94218,20199,29283,9046,29642,37202,47646,70186,101213,57075,45174,64870,50425,55596,21164,25125,40740,149412,53822,13430,55031,57070,75716,37945,17082,57402,34203,64678,77612,39520,62530,42152,30693,50393,68386,8208,28400,49443,84971,68769,41771,22694,50075,14578,117291
"g46",20897,33822,2813,21118,9769,29284,21815,9261,11760,23579,20130,5268,16340,20546,7236,8893,17329,8633,13838,2516,34972,9893,23200,16494,9653,9089,10766,22721,6240,11797,22150,8019,2250,15796,17937,30026,563,1593,37212,13227,1934,14941,13163,35554,95548,67896,9393,12206,5217,55341,33510,15563,14985,12805,13366,9869,25987,10439,16459,3162,11883,6101,52723,31120,10469,15318,14307,15661,1645,23516,11587,12372,27423,2562,22229,7808,1943,3906,5631,25955
"g47",67612,148325,53995,278662,22444,41367,40687,94388,97166,68081,64181,16214,23239,209465,20237,14384,14837,95835,24570,18783,39649,22934,39630,11081,10221,14741,63751,88168,33030,26327,142666,18921,100418,35868,223256,29548,51176,104902,89968,41631,74696,20352,99983,22313,15572,6149,83154,534139,77097,54122,85746,49446,148387,75493,148231,149410,90908,131719,58144,17188,13040,54843,70776,287021,114004,82625,59031,44081,202679,123513,88711,61871,68461,40856,35352,38154,42854,51055,27305,23453
"g48",148306,84079,74152,118597,179720,58975,59942,99919,78499,112633,67130,129293,107535,95728,137961,27375,145205,150645,212330,214142,143604,60299,128775,29579,82874,104230,166219,229127,174688,168432,25372,93073,193333,104524,186668,62060,83348,119772,88690,151312,290573,328104,631384,498718,289059,549463,319328,750717,321367,417848,614438,297865,887582,978446,95472,343138,185169,719506,404969,51147,628461,222846,691727,322226,438373,593580,367148,278081,597084,1099123,219450,335180,358872,546359,479591,289687,574959,416783,153257,831010
"g49",58356,40842,21760,44917,34319,23741,46835,35462,41175,34728,34314,23590,35506,42768,21044,77000,152289,113485,20827,26512,17097,23331,35016,16620,51262,22618,52818,50517,64827,9943,55646,34500,43163,37818,18168,48614,35076,35251,33551,35808,13619,81715,37846,44880,70373,11901,47917,39908,39063,27748,112657,99938,46647,23537,37110,61043,62424,56504,30336,45961,50028,50992,94487,58145,131133,68623,23807,36437,51853,25767,15500,50500,90361,32651,46010,59275,10852,20883,69210,96950
"g50",70486,13186,12916,21000,21390,17504,14864,3758,24390,43272,27532,58528,15463,21905,12291,116440,51641,27661,10461,89091,48027,129718,69026,11782,20189,2574,8263,23069,26113,61167,46410,40574,10639,37442,24743,20489,6505,24289,13511,13644,121352,62056,49358,91545,52369,131361,94738,51523,20422,32079,164972,103790,190678,203015,69212,84852,46338,166995,127268,74908,158296,19301,244144,231393,12846,177931,140090,62363,76358,82870,121638,161761,138264,53520,57082,121442,45994,58545,28234,123123
"g51",52659,23672,23650,45280,35673,45085,46099,32817,41193,30340,82283,31575,54893,75385,38401,33622,62378,53794,24761,38312,18399,87932,64952,28095,58930,26761,96257,57364,28753,38561,49164,14966,53373,47603,35656,50105,30623,34776,16303,13205,30114,209224,93168,112602,120170,66194,23838,282733,112792,68115,149256,93108,113498,122690,28452,85778,171215,93784,93648,122503,127491,67063,68551,163010,78661,79671,54066,90440,109329,94980,61038,63063,53513,79270,92619,72679,112024,122806,43316,102114
"g52",11217,14805,8232,22084,25393,23158,42303,19396,14359,32761,23526,26522,39509,20432,16920,30156,20671,49722,17923,20594,13371,10944,42883,16203,20846,15251,44372,23807,24898,13916,28337,28032,15904,11116,16961,28077,23306,15647,10675,14215,30177,12799,35693,28649,71155,40044,32668,77084,18592,41603,24353,14573,38479,54147,37384,47535,22120,48327,52598,32883,32360,46833,22250,56277,46988,70271,68306,59890,39291,28848,21416,59184,49111,109760,45802,29338,39549,27771,35612,25688
"g53",109622,104976,49406,112674,83964,49394,56317,114673,58336,34064,64855,67708,68362,97011,51012,61711,86053,158064,36930,108579,39746,64085,73965,94008,43438,44580,49876,184968,62908,109953,185794,56758,146225,58452,80709,49252,67617,58270,60920,62380,73632,163179,335304,260244,335411,150480,228630,135327,81488,153090,143799,153956,161306,184703,95515,253998,191496,154606,170171,122293,155607,148830,197975,355481,148854,115324,214498,64053,205719,275690,131245,97543,241123,208824,158358,134445,147076,231549,168394,342097
"g54",52315,2034,2745,76034,15393,1142,42382,29611,11191,1129,16334,28479,22701,76154,24446,76958,24613,133930,40035,57629,2040,46408,36109,79722,19390,73836,53038,76967,21622,771,57770,84248,23299,73573,7778,36587,41668,31471,4724,13288,8851,104901,186577,879,49867,157084,104392,27272,17514,13321,279227,87011,118292,98942,3067,86297,2956,223734,93325,44069,76063,11716,261650,127598,53758,162514,69002,10815,186183,30803,62483,9188,213835,458,17287,271931,31877,225883,40332,37739
