"","sample78","sample45","sample37","sample105","sample103","sample84","sample48","sample7","sample14","sample47","sample99","sample77","sample75","sample36","sample91","sample3","sample56","sample33","sample58","sample89","sample31","sample85","sample5","sample104","sample70","sample42","sample52","sample86","sample95","sample16","sample81","sample24","sample65","sample41","sample21","sample83","sample62","sample67","sample23","sample44","sample188","sample155","sample147","sample215","sample213","sample194","sample158","sample117","sample124","sample157","sample209","sample187","sample185","sample146","sample201","sample113","sample166","sample143","sample168","sample199","sample141","sample195","sample115","sample214","sample180","sample152","sample162","sample196","sample205","sample126","sample191","sample134","sample175","sample151","sample131","sample193","sample172","sample177","sample133","sample154"
"RTCB",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,1,2,2,2,2,4,2,2,1,4,2,1,2,4,2,6,2,2,2,2,3,4,2,1,2,1,2,1,2,2,2,2,2,2,1,2,3
"ARL17B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,3,2,3,3,2,4,2,2,4,2,4,2,3,2,4,2,3,3,3,3,5,2,2,3,4,4,3,1,2,4,3,1,2,1,2,2,2,3
"ZNF236-DT",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,3,2,3,3,2,4,2,2,4,2,2,2,0,3,1,2,2,2,4,2,2,1,2,4,1,2,1,4,4,1,2,2,4,2,2,4
"NDEL1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,1,3,3,2,3,2,2,4,1,4,2,1,1,2,2,2,1,2,1,3,2,3,2,1,4,1,1,2,4,3,2,2,2,2,1,2,1
"ACTR3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,4,2,3,3,4,3,3,2,5,2,3,2,2,2,5,2,2,2,2,2,2,2,4,3,2,4,2,2,2,4,3,2,2,2,2,2,3,3
"SFT2D2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,4,6,6,6,6,6,6,4,2,3,5,5,6,3,4,4,2,2,2,4,6,5,4,2,4,4,3,2,6,5,4,6,4,5,2,5,4
"CASP7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,4,3,4,3,4,2,4,2,1,2,3,3,2,2,2,2,3,1,4,2,2,4,2,2,2,4,3,1,2,2,3,2,2,3
"RRS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,3,3,3,4,6,5,6,6,1,6,2,3,2,6,3,4,6,2,4,6,4,4,4,2,4,2,2,2,4,3,2,2,0,6,2,3,5
"TMEM109",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,2,4,3,4,4,3,4,4,2,2,2,1,3,3,2,3,2,2,2,2,4,2,3,1,4,1,2,2,4,3,2,2,2,4,2,2,2
"ARID4A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,0,2,2,4,4,3,4,2,4,3,4,2,2,2,3,2,2,3,2,2,5,2,2,2,2,4,2,2,2,6,1,1,2,2,3,1,3,3
"XCL2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,4,6,6,6,6,5,6,4,2,3,5,3,6,5,4,4,2,2,2,4,6,5,4,2,4,2,3,2,6,5,6,6,4,5,2,5,4
"TNFAIP8L1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,4,2,4,5,3,0,3,2,4,2,3,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,2,5,4,1,2,2,6,2,4,4
"AC009902.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,3,3,3,4,6,5,6,6,2,6,2,3,2,6,3,3,6,2,4,6,6,4,4,1,4,2,2,2,4,3,2,2,2,6,2,3,5
"TMEM126B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,4,3,2,4,3,4,4,2,2,2,2,1,2,2,3,2,2,2,2,3,2,3,2,4,1,1,2,4,3,3,2,2,2,2,3,2
"AC012368.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,3,2,5,5,4,3,4,2,3,2,2,2,2,2,3,2,2,2,2,3,5,3,2,4,2,2,2,4,3,3,2,2,5,2,3,3
"NEB",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,4,2,3,3,4,3,3,2,2,2,3,2,2,2,3,2,3,2,3,2,2,3,6,3,2,4,2,2,2,4,3,2,2,2,3,2,3,3
"AC136604.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,2,4,6,4,2,4,2,4,2,4,2,2,2,4,2,3,2,2,2,3,4,4,2,2,6,2,2,2,6,4,2,2,4,6,2,3,3
"AC002350.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,2,3,4,3,4,3,4,4,2,4,2,2,2,6,2,2,2,2,2,5,2,3,3,2,6,2,2,3,4,3,1,2,2,3,2,3,4
"AP003306.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,4,3,4,4,3,4,4,2,2,2,1,3,3,2,3,2,2,2,2,4,2,3,2,4,0,2,2,4,3,2,2,2,4,2,2,4
"DHRS9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,4,2,3,3,4,3,3,2,2,2,3,2,2,2,3,2,4,2,2,2,2,3,4,3,2,4,1,2,2,4,3,2,2,1,3,2,6,3
"NCOA2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,3,3,3,4,6,5,6,6,2,6,2,3,2,6,3,4,6,2,4,6,4,4,4,2,4,3,2,2,4,3,2,2,2,6,2,3,5
"PPP1R3G",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,1,3,4,5,6,4,2,4,2,4,2,2,2,4,2,1,2,2,2,3,2,4,4,2,4,2,2,3,4,3,2,2,3,3,2,2,3
"DNAJA3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,4,4,3,4,6,6,4,6,3,3,2,3,3,3,5,2,2,2,3,3,3,3,4,4,2,3,6,4,4,2,3,4,2,2,3
"LINC01589",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,1,2,2,2,2,4,2,2,1,4,2,2,2,4,2,4,2,3,2,2,4,4,2,1,2,1,2,1,2,2,2,2,1,2,1,2,3
"SPOPL",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,4,2,3,3,4,3,3,2,2,1,3,2,2,2,3,2,3,2,2,2,2,2,4,3,2,4,2,2,2,4,3,2,2,2,3,2,3,3
"SREBF2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,1,2,2,4,2,4,2,2,2,4,2,2,2,2,2,4,2,2,2,2,5,4,2,1,2,1,4,1,2,2,2,2,2,2,1,2,3
"FLJ31104",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,4,4,6,2,3,2,4,2,4,2,2,2,4,2,2,2,2,2,3,2,4,1,2,4,2,2,2,6,4,1,2,2,4,2,2,3
"SHANK3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,1,2,2,2,2,4,4,2,1,4,2,2,2,6,2,4,2,2,2,2,4,4,2,1,2,1,2,1,2,2,2,2,1,2,2,2,3
"RAD54L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,3,5,4,6,3,4,2,2,3,2,1,2,3,2,3,2,2,2,2,2,2,3,3,4,2,2,2,4,3,2,2,3,3,2,5,3
"AL353807.4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,6,4,6,6,6,6,6,6,4,2,3,5,2,6,5,4,4,2,3,2,4,6,5,6,2,4,4,3,2,6,5,4,6,4,5,2,5,4
"AC004540.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,4,4,6,3,5,4,4,3,3,6,3,2,5,3,2,2,2,3,4,2,5,3,2,4,2,3,2,6,3,2,2,4,4,2,4,4
"TOMM20L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,4,4,3,4,2,4,3,4,2,2,2,3,2,2,2,2,2,5,2,3,2,2,4,2,2,2,6,3,1,2,2,3,2,3,3
"AC136475.10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,2,4,3,2,2,3,4,4,2,5,2,3,2,4,2,2,2,2,2,4,2,2,2,2,4,1,1,2,4,3,1,1,2,3,2,2,3
"AC124016.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,3,4,4,2,2,4,2,4,2,2,2,3,2,3,2,2,2,3,2,3,2,4,4,2,2,2,4,3,3,2,3,2,2,2,6
"S100A13",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,6,4,6,6,6,6,5,6,4,2,3,5,3,6,5,4,4,3,2,2,4,6,5,6,2,4,4,3,2,6,5,4,6,4,5,2,5,4
"ASGR2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,1,3,3,2,3,2,2,4,1,4,2,1,1,2,2,2,1,2,1,3,2,3,2,1,4,1,1,2,4,3,2,2,2,2,1,2,1
"LINC01956",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,4,2,3,3,4,3,3,2,4,2,3,2,2,2,5,2,2,2,2,3,2,3,4,3,2,4,2,2,2,4,3,2,4,2,3,2,3,3
"AC093458.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,2,2,4,3,4,2,4,6,3,3,1,2,2,3,3,4,2,2,3,3,3,5,2,2,4,1,2,2,6,3,2,2,2,2,2,3,4
"AL157387.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,3,4,4,6,4,4,4,2,4,2,2,2,3,3,6,2,2,2,3,4,4,2,2,4,2,2,2,4,3,2,2,2,3,2,2,3
"MTMR1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,4,4,4,3,3,2,4,2,4,2,1,2,2,2,2,2,2,0,4,2,4,2,2,4,2,1,3,4,4,1,2,3,2,2,6,2
"APOO",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,2,2,4,4,4,1,4,2,4,2,4,2,1,2,2,2,1,2,2,1,4,1,4,2,2,4,2,1,2,4,5,2,2,2,2,2,4,2
"NAPSA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,4,4,4,3,4,3,3,2,4,2,1,2,4,2,3,2,2,2,4,2,4,3,3,6,2,2,2,6,4,2,2,2,6,2,3,4
"ACTR5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,2,4,3,4,4,3,4,4,4,2,6,2,2,2,4,2,3,2,2,2,4,4,4,2,2,4,2,2,3,6,3,2,2,2,5,2,3,4
"NFYC",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,5,3,2,6,4,2,2,4,2,4,2,3,2,3,2,2,2,2,2,2,3,2,4,2,2,2,4,3,2,2,3,3,2,5,4
"HMGB1P31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,3,3,5,5,4,3,4,2,3,2,2,2,2,2,3,2,4,2,2,2,5,2,2,4,2,2,2,4,3,4,2,2,3,2,3,3
"AL031009.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,3,3,3,4,5,3,4,6,6,4,6,4,3,2,3,3,3,5,2,2,4,5,3,3,3,6,4,2,3,6,4,2,2,3,4,2,2,3
"RIPK1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,1,3,4,1,6,4,2,4,2,4,4,3,2,4,2,1,2,2,2,3,2,4,4,2,4,2,2,3,4,3,2,2,3,3,2,2,3
"AC133550.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,3,4,4,3,4,6,6,4,6,3,3,2,4,3,2,5,2,2,4,2,3,3,3,6,4,2,2,6,4,2,2,3,4,2,2,3
"DNAJC24",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,3,2,4,4,2,0,1,4,4,2,5,2,2,2,4,2,4,2,2,2,4,2,3,3,2,4,1,2,2,4,3,3,2,2,4,2,2,3
"IFNE",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,0,2,3,2,2,6,4,2,4,2,3,2,1,2,2,2,2,2,2,1,4,2,3,2,2,4,1,2,1,5,3,4,2,0,3,2,3,3
"NEPRO",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,3,2,2,3,4,4,6,4,2,2,4,2,2,2,4,2,1,2,2,2,4,5,3,2,2,4,2,2,2,6,3,2,2,2,6,2,6,4
"TRIP4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,3,2,4,2,3,2,4,2,3,2,2,2,2,2,2,2,2,6,3,2,3,2,2,2,2,2,2,4,3,1,2,2,3,2,2,3
"HNRNPUL2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,2,4,3,4,4,3,4,4,2,4,2,1,3,3,2,3,1,2,2,2,4,2,3,2,4,0,2,2,4,3,2,2,2,4,2,2,4
"AC073343.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,4,4,5,3,5,4,4,3,3,1,3,2,4,3,2,2,2,3,4,2,5,3,2,4,2,2,2,6,3,2,2,6,4,2,4,4
"MUC16",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,5,2,6,6,3,3,3,2,4,2,3,2,3,2,3,2,2,2,2,3,3,2,1,2,2,2,2,6,4,1,2,2,6,2,3,4
"LINC02861",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,4,4,3,4,6,5,4,6,3,3,2,3,3,3,5,2,2,4,3,3,3,3,6,4,2,3,6,4,2,2,3,4,2,2,3
"RSPRY1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,1,3,2,4,2,2,2,2,1,2,1,1,1,3,1,4,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,6,2,2,3
"S100B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,3,3,5,5,4,4,2,4,2,3,2,3,2,6,2,2,2,4,3,4,2,4,4,2,2,2,4,4,1,2,4,4,1,2,3
"AC008543.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,4,3,6,6,3,5,3,2,4,2,3,2,3,2,4,2,2,2,2,3,3,2,1,2,2,1,2,6,4,1,2,2,6,2,3,4
"NDST2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,4,3,4,4,4,2,4,2,5,2,3,3,2,2,2,2,3,2,4,1,4,4,0,2,2,4,3,1,2,2,3,2,2,3
"NRP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,3,3,4,6,4,4,4,2,4,2,2,2,3,3,4,2,2,2,3,5,4,2,2,4,2,2,2,4,3,2,2,4,3,2,2,3
"MINDY3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,3,3,4,6,4,4,4,2,4,2,2,2,4,3,6,2,2,2,3,5,4,6,2,4,2,2,2,4,3,2,2,2,3,2,2,4
"DDX1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,5,5,4,3,4,2,3,2,2,2,2,2,3,2,2,2,2,3,5,5,2,4,2,2,2,4,1,2,2,2,2,2,3,3
"CHRDL2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,2,4,3,6,4,2,4,4,2,6,2,2,1,3,2,3,2,2,2,2,2,2,3,2,4,2,4,2,4,3,2,2,2,2,2,3,6
"SHKBP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,4,2,4,6,4,3,3,2,4,2,1,2,4,2,3,2,2,2,2,2,4,4,3,6,2,2,4,6,4,2,2,2,4,2,3,3
"SIRT5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,3,6,6,6,4,2,4,2,4,2,3,4,4,2,1,2,2,2,3,2,4,4,2,4,2,2,3,4,3,2,2,3,3,2,4,4
