"","sample75","sample81","sample84","sample1","sample30","sample108","sample24","sample17","sample12","sample77","sample43","sample97","sample47","sample87","sample10","sample80","sample28","sample2","sample63","sample94","sample13","sample104","sample14","sample15","sample8","sample44","sample61","sample35","sample68","sample106","sample79","sample45","sample54","sample51","sample40","sample59","sample90","sample73","sample55","sample70","sample185","sample191","sample194","sample111","sample140","sample218","sample134","sample127","sample122","sample187","sample153","sample207","sample157","sample197","sample120","sample190","sample138","sample112","sample173","sample204","sample123","sample214","sample124","sample125","sample118","sample154","sample171","sample145","sample178","sample216","sample189","sample155","sample164","sample161","sample150","sample169","sample200","sample183","sample165","sample180"
"CEP135",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,5,2,4,4,2,2,2,1,2,4,4,4,2,4,2,2,3,2,2,3,2,4,3,4,4,2,4,4,4,1,2,2,2,2,2,2,3
"AC008105.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,4,2,4,2,2,2,2,2,2,4,5,2,4,2,2,4,2,2,2,2,4,3,2,3,4,6,4,2,1,4,2,2,2,2,2,2
"MAPK8IP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,1,1,3,4,3,2,1,2,2,4,4,3,2,4,2,2,3,1,2,3,1,4,2,4,6,4,4,3,5,2,4,3,2,0,2,2,4
"ARHGAP35",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,5,4,2,2,2,2,3,6,4,3,4,2,2,4,1,3,4,3,4,4,3,3,3,3,4,3,1,4,4,2,4,3,2,4
"CHTF18",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,5,2,6,6,6,3,5,2,2,6,6,6,2,6,3,3,6,1,5,4,2,5,3,4,5,4,4,6,4,2,4,2,3,4,3,3,3
"AC110597.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,2,1,4,2,2,2,2,2,3,4,5,1,4,2,0,4,1,2,2,2,3,4,1,2,2,4,3,2,2,2,4,2,2,1,2,1
"AAMP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,4,4,2,2,2,2,2,2,4,3,1,4,2,2,6,3,6,3,3,3,3,2,4,4,4,3,4,1,4,2,2,2,2,2,4
"PPP1R37",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,6,4,2,2,2,2,3,6,4,2,5,3,2,4,1,2,4,2,4,5,3,3,3,4,4,3,1,4,4,2,4,2,2,4
"AL022724.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,5,3,4,4,2,2,1,2,2,3,6,2,4,2,3,4,1,2,4,2,4,3,3,5,5,4,3,4,1,4,3,2,3,2,2,4
"TIMP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,5,2,3,4,2,2,4,1,2,2,4,3,2,3,6,2,4,1,1,4,2,3,2,2,4,3,4,2,5,1,4,4,2,3,3,2,4
"TUBA1C",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,4,5,4,2,2,2,3,4,4,4,2,4,2,2,4,0,2,4,3,6,3,4,3,6,4,4,5,2,4,2,2,2,2,2,3
"SLAMF6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,6,4,3,6,6,6,3,2,2,3,6,5,6,2,4,2,2,6,3,6,6,4,6,4,4,4,6,6,3,5,6,4,6,2,5,4,5,5
"AL355377.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,1,3,5,4,2,2,3,2,2,3,2,2,4,2,3,3,1,0,3,2,3,5,2,3,5,4,3,6,2,2,2,3,4,1,2,3
"ZNF33B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,2,3,4,2,2,2,1,2,4,4,4,2,5,2,2,4,2,3,4,2,5,3,2,3,3,4,3,0,2,4,4,2,3,5,2,4
"GRN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,4,3,4,2,2,2,1,2,2,4,6,2,5,2,2,4,2,2,2,2,4,3,2,3,4,6,4,2,1,4,2,2,2,4,2,2
"SEPHS1P6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,0,1,4,2,2,2,2,2,2,4,2,1,4,2,2,6,3,6,3,2,3,3,2,5,4,4,3,5,1,4,2,2,1,2,3,4
"ARMCX5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,2,3,3,2,2,2,1,1,2,4,3,2,3,1,2,6,1,2,3,2,1,2,3,3,2,4,2,4,1,2,4,2,1,2,2,4
"SLC20A2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,1,2,5,6,4,4,2,2,2,2,6,4,1,2,5,2,2,6,2,2,5,2,5,3,6,5,5,6,1,3,3,2,3,1,3,2,3,5
"DLGAP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,4,2,3,3,2,2,2,1,2,3,4,2,1,4,2,1,4,2,3,3,2,4,4,1,5,4,4,4,2,2,2,4,2,3,2,2,2
"TMEM167A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,5,4,4,2,2,3,2,2,4,6,2,4,2,2,4,1,2,3,2,4,3,3,2,3,4,5,4,2,4,2,2,3,2,2,4
"RNF128",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,2,3,4,2,2,2,1,2,2,4,2,2,3,3,2,6,1,2,3,2,1,2,3,3,3,4,4,4,1,2,4,2,1,2,2,4
"MIF-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,3,2,2,2,2,2,2,1,2,3,4,2,2,3,1,1,4,2,3,4,2,3,3,0,2,2,4,3,6,1,2,3,2,4,1,2,4
"AC091152.4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,4,3,4,2,2,2,1,2,2,4,6,2,4,2,2,4,2,2,2,2,4,3,2,3,4,6,4,2,1,4,2,2,2,2,2,2
"ZNF85",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,2,3,6,4,2,2,2,2,3,6,2,2,4,2,2,4,1,2,3,0,6,3,3,3,3,4,4,4,1,2,2,1,4,2,2,3
"HCFC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,2,2,3,4,2,2,2,1,3,2,4,3,2,3,1,2,6,1,1,3,2,5,2,3,3,2,4,2,4,1,0,5,2,4,2,2,4
"IGHV1-69-2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,3,1,4,6,4,2,3,2,2,2,4,4,2,4,2,2,6,2,2,4,2,4,3,6,3,1,4,3,3,1,2,2,2,2,2,2,4
"AFAP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,2,4,2,2,2,1,2,2,4,4,0,4,2,2,6,1,2,2,2,5,2,4,3,4,4,4,4,1,2,2,2,2,2,2,4
"INTS6L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,3,4,2,2,2,1,2,2,4,3,1,3,1,2,6,1,2,3,2,2,2,3,3,3,4,2,4,1,4,4,2,2,2,2,4
"SLC29A4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,2,4,6,6,2,3,2,2,4,6,5,2,4,2,2,5,2,2,5,2,5,4,4,3,5,4,4,3,2,2,4,2,2,2,2,6
"PPM1K-DT",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,4,4,2,2,2,1,2,2,4,4,2,4,2,2,3,2,2,2,2,4,3,4,5,3,4,4,4,1,2,2,2,2,2,2,3
"ZNHIT3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,3,4,2,2,2,1,2,2,4,6,2,2,2,2,4,1,2,2,2,4,6,2,2,3,4,4,2,1,4,2,0,2,2,2,1
"TNFAIP8L1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,5,4,2,2,1,2,2,6,2,2,4,2,2,3,1,4,3,2,4,4,2,3,3,4,4,3,1,2,4,2,5,2,3,4
"CD1D",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,3,4,6,6,6,4,2,1,4,6,6,6,2,4,2,2,6,3,3,6,2,6,4,5,4,6,6,3,5,3,4,6,2,4,2,4,5
"JPH3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,1,1,2,1,2,2,2,1,2,1,1,6,1,2,2,2,4,3,4,2,2,4,2,5,2,2,2,1,4,3,1,2
"AC007461.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,6,4,3,4,2,2,2,1,1,3,4,6,2,4,2,2,4,2,3,2,2,6,3,5,6,6,6,4,6,0,5,2,2,3,2,1,2
"AC007485.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,3,4,2,2,2,1,2,3,4,6,2,4,2,2,4,2,4,2,2,4,3,3,6,4,6,4,6,1,4,1,2,4,2,2,4
"EOLA2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,2,3,4,2,1,2,1,2,2,4,3,2,4,1,2,6,2,2,3,2,4,2,3,3,2,4,2,4,1,2,4,2,4,3,2,4
"NPRL3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,4,5,2,6,6,6,3,4,2,2,6,6,6,2,5,3,3,6,2,5,4,2,4,3,4,6,4,4,6,4,2,4,2,3,4,3,3,2
"NPM1P27",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,1,2,6,6,4,2,2,3,2,2,4,5,2,2,2,2,3,2,2,3,2,5,3,3,2,3,4,5,4,2,4,2,2,2,2,2,5
"SEMA6A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,5,6,4,2,2,3,2,3,4,6,2,4,2,2,4,1,2,3,2,4,3,3,2,3,4,5,4,1,3,4,2,3,2,2,4
"AP002490.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,3,1,3,4,2,3,2,2,2,4,6,2,2,4,2,2,5,3,2,3,2,4,3,4,2,4,4,3,5,1,4,3,2,3,2,2,2
"LMAN2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,2,6,6,4,2,2,2,2,2,4,6,2,4,2,2,6,2,4,3,3,5,3,3,5,5,4,5,4,2,4,2,2,2,2,2,4
"ZNF514",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,5,2,3,4,2,2,2,1,2,3,4,3,3,4,2,2,6,3,3,4,2,4,3,4,4,4,4,3,5,2,4,2,2,3,2,2,4
"FAM171A1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,3,4,2,1,2,1,2,4,4,4,2,3,2,2,4,2,5,4,3,5,3,3,4,2,5,3,4,2,4,3,2,4,1,2,4
"ADIPOQ-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,6,2,4,6,3,1,2,2,4,4,4,3,1,4,2,2,4,2,2,5,2,4,2,4,4,3,4,4,4,2,4,3,2,4,2,2,3
"ASTE1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,6,2,4,6,3,2,2,2,2,4,2,3,2,4,2,2,6,2,3,6,2,4,3,6,4,3,4,3,5,2,4,3,2,5,2,2,3
"C5orf34",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,5,2,3,6,4,1,2,2,3,6,4,6,2,4,2,1,4,2,2,4,2,6,3,4,5,3,4,5,5,2,4,2,3,3,2,2,6
"LGI1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,3,4,2,2,1,1,2,3,4,4,2,4,2,2,2,2,2,4,2,5,3,2,2,3,4,3,2,1,4,3,2,3,1,2,4
"TOMM20P2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,3,4,2,2,2,1,2,2,4,6,2,2,2,2,3,2,2,2,2,5,3,2,2,3,4,4,2,1,4,2,1,2,2,2,1
"RPARP-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,3,4,2,2,2,1,2,3,4,4,2,4,2,2,4,2,2,3,2,5,3,2,2,2,4,3,2,2,2,4,2,2,1,2,4
"CTAGE8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,2,6,4,2,3,3,2,4,6,3,2,4,2,2,5,2,4,2,2,4,4,6,3,5,4,3,5,1,4,5,1,1,2,2,5
"TMEM120A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,4,6,4,2,3,2,2,4,6,3,2,4,2,2,6,2,3,2,2,4,4,4,3,3,4,3,5,1,6,4,2,2,2,3,5
"AL353743.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,5,4,3,2,2,2,2,4,6,1,4,2,1,4,0,2,3,2,4,3,2,5,2,6,3,5,2,2,2,2,2,0,2,4
"AC091271.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,3,4,2,2,2,1,1,3,4,6,2,4,1,2,4,2,4,5,2,4,6,6,6,4,6,4,6,1,4,1,2,4,2,2,4
"AGL",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,5,4,2,4,2,2,2,1,2,3,3,3,2,4,2,2,6,2,2,2,2,4,2,3,6,4,4,3,3,1,4,3,2,3,1,2,2
"ILF3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,3,3,2,2,6,4,2,2,2,2,5,6,2,2,4,2,2,4,5,3,3,2,6,3,3,3,3,4,4,3,1,2,2,2,2,2,2,3
"MBL1P",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,2,3,4,2,2,2,0,2,3,4,4,3,3,2,2,5,2,2,4,2,5,3,2,5,3,4,3,1,2,2,3,2,3,1,2,4
"FAM53A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,4,4,1,1,2,1,2,2,4,4,1,4,2,2,6,0,1,3,2,4,3,4,3,4,4,4,4,1,1,2,2,2,2,2,4
"FMO3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,6,3,3,6,6,6,5,2,2,4,5,6,5,2,4,2,2,6,3,6,5,2,6,4,4,4,6,6,3,6,2,2,6,2,5,4,4,5
"NOP2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,2,4,4,3,3,2,2,2,4,4,4,1,4,2,1,6,2,4,3,2,6,3,3,3,3,4,4,2,2,4,4,2,6,2,2,3
"CD4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,2,3,4,4,4,2,2,2,2,4,4,4,2,4,2,0,6,2,4,3,2,6,3,3,3,3,4,4,2,2,4,4,2,6,2,2,4
"AGAP14P",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,5,2,3,3,2,2,2,1,2,4,3,4,2,4,2,2,4,2,2,4,2,5,3,4,3,3,4,3,2,2,4,3,2,3,1,2,4
"IGHJ3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,1,4,6,4,2,1,2,2,2,4,4,2,4,2,2,6,2,2,4,2,4,3,6,4,2,4,3,3,1,2,2,2,2,2,2,4
"AC025280.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,1,1,1,1,2,2,2,1,3,1,1,6,1,2,2,2,3,3,3,2,2,4,2,5,2,2,3,0,4,2,1,2
"ARX",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,2,3,5,2,2,2,1,2,2,4,3,2,2,6,2,4,1,1,4,2,3,2,2,4,3,4,2,5,4,1,4,1,3,2,1,4
"CCL2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,3,4,2,2,2,1,2,2,4,6,2,2,2,2,3,2,2,2,2,6,2,2,2,3,4,4,2,1,3,2,1,2,2,2,1
"SPRED1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,3,4,3,2,4,2,2,6,2,2,1,3,1,3,2,2,2,4,4,4,1,4,2,2,1,1,2,3
"AC116914.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,0,3,5,2,1,1,1,2,2,4,2,2,2,2,2,3,1,2,2,2,3,2,3,2,1,2,4,4,2,4,2,2,3,2,2,3
"MUSK",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,5,4,2,2,2,0,2,4,4,3,4,2,2,4,1,2,3,2,3,3,2,5,5,4,3,5,2,3,2,2,2,1,2,2
