"","sample5","sample20","sample95","sample67","sample27","sample110","sample49","sample85","sample33","sample87","sample21","sample25","sample74","sample75","sample61","sample76","sample23","sample88","sample41","sample22","sample83","sample92","sample79","sample3","sample91","sample30","sample8","sample52","sample65","sample58","sample39","sample66","sample18","sample69","sample63","sample36","sample64","sample35","sample96","sample46","sample51","sample10","sample105","sample77","sample102","sample2","sample45","sample103","sample15","sample98","sample24","sample12","sample48","sample1","sample37","sample14","sample99","sample106","sample72","sample19","sample115","sample130","sample205","sample177","sample137","sample220","sample159","sample195","sample143","sample197","sample131","sample135","sample184","sample185","sample171","sample186","sample133","sample198","sample151","sample132","sample193","sample202","sample189","sample113","sample201","sample140","sample118","sample162","sample175","sample168","sample149","sample176","sample128","sample179","sample173","sample146","sample174","sample145","sample206","sample156","sample161","sample120","sample215","sample187","sample212","sample112","sample155","sample213","sample125","sample208","sample134","sample122","sample158","sample111","sample147","sample124","sample209","sample216","sample182","sample129"
"MCOLN2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,2,2,3,3,4,4,3,1,2,2,3,2,3,2,0,2,1,2,3,3,5,2,1,2,2,2,2,6,4,3,2,3,2,2,2,1,3,3,2,3,4,2,3,4,2,4,4,4,4,2
"SYNE4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,3,2,2,2,2,6,2,2,3,4,3,4,3,2,2,2,2,2,2,2,1,2,6,3,4,2,4,2,2,4,2,2,4,3,6,3,4,4,2,2,1,2,3,4,2,4,6,2,4,6,4,4,3,4,2,3
"DMTN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,4,1,2,1,1,3,4,2,1,4,2,3,2,2,1,1,2,1,1,1,0,1,0,6,2,3,2,6,3,1,1,2,2,5,1,1,2,2,2,2,2,1,2,1,3,2,4,4,2,5,1,2,4,0,1,2,2
"AC005682.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,5,2,1,5,3,6,1,3,5,3,4,4,3,2,2,2,4,2,3,2,5,2,5,2,3,2,4,3,2,2,2,6,4,3,6,6,2,5,3,3,2,2,3,4,2,4,6,2,6,4,3,5,4,4,6,3
"CPN2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,2,2,3,2,2,2,2,4,2,3,3,4,4,4,4,2,2,3,2,2,4,4,3,2,4,2,3,5,5,6,2,2,2,2,4,4,3,3,5,3,2,2,2,2,4,3,3,4,6,2,4,6,6,5,3,5,6,6
"MYRF",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,6,2,1,4,2,4,4,2,2,2,1,2,2,3,3,1,1,5,2,3,1,3,3,3,2,2,0,4,5,2,4,2,3,2,2,2,3,5,4,2,3,4,2,4,5,4,3,4,4,4,2
"AC097534.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,0,4,2,1,2,2,4,2,0,3,4,4,4,3,1,1,1,3,2,4,2,2,2,4,2,3,2,3,2,1,2,4,2,4,3,3,4,2,4,2,2,1,2,4,2,2,3,4,2,4,3,2,2,4,4,4,3
"MVD",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,4,1,2,1,2,0,3,2,2,3,4,5,1,1,2,2,2,2,3,1,2,4,1,2,4,3,4,1,3,1,1,1,2,3,2,2,2,1,1,0,1,5,3,2,2,2,1,4,5,6,2,2,4,3,2
"RAB12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,2,1,4,4,2,5,2,2,2,2,4,2,4,2,2,2,4,2,4,4,3,0,2,2,1,2,3,5,5,2,2,2,2,2,2,2,2,3,2,4,4,2,4,5,2,3,2,4,5,2
"CLEC2D",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,2,4,3,2,2,2,2,4,2,2,2,4,3,4,3,2,0,3,2,1,4,3,2,0,6,2,3,6,2,2,2,1,1,2,2,3,6,3,4,4,2,2,2,2,2,3,2,5,4,2,4,2,6,3,4,4,4,5
"TOX",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,3,2,6,4,3,4,2,2,3,6,6,4,3,2,2,1,2,2,6,2,3,2,5,2,3,4,6,5,2,2,2,1,4,5,5,6,4,5,3,2,2,2,5,3,3,4,4,2,2,6,4,5,6,4,6,2
"IKZF5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,2,1,2,1,2,2,4,2,1,3,4,2,4,4,2,1,2,2,2,3,1,1,2,5,2,3,2,3,5,2,1,2,2,4,2,2,4,2,4,2,2,1,2,2,2,2,4,4,2,4,2,3,4,3,4,3,4
"PPP1R12A-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,2,4,2,2,2,2,4,0,1,3,4,4,4,2,2,1,3,4,2,4,2,2,2,3,2,3,3,4,2,2,2,2,2,4,3,2,3,4,4,3,2,2,3,5,2,2,5,4,2,4,3,2,6,3,4,4,1
"RBMXP2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,2,4,2,3,2,2,4,2,3,3,2,2,2,3,1,2,4,1,2,1,2,1,2,1,2,3,3,5,2,2,1,2,2,2,2,5,4,2,2,2,2,1,1,5,3,2,3,5,4,3,2,4,5,5,4,2,3
"TYMSOS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,2,2,2,1,2,3,4,2,1,4,4,2,4,2,1,2,2,2,1,4,2,2,2,5,2,4,4,3,2,2,2,1,2,3,6,5,2,2,2,2,2,2,2,2,3,0,4,4,2,5,4,4,3,2,4,6,2
"HSD17B11",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,0,2,4,2,0,5,3,4,4,2,1,3,1,3,2,4,2,2,2,3,2,3,3,3,3,1,4,2,2,4,5,3,4,2,4,2,2,2,2,4,0,2,3,4,2,4,2,3,2,4,2,2,2
"EXOSC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,0,1,2,3,4,2,2,3,4,2,4,2,2,1,3,2,2,3,2,1,2,5,2,3,2,3,4,2,3,2,2,4,2,2,4,2,4,2,3,1,2,2,2,2,4,4,2,4,1,4,4,4,4,3,3
"FRMPD4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,2,2,2,2,4,2,2,2,4,2,4,4,2,2,2,2,1,2,2,1,2,3,2,4,2,5,2,2,2,0,2,4,4,1,4,4,3,2,2,2,6,5,4,2,4,4,2,4,4,2,3,4,4,4,3
"Z99129.4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,0,1,2,2,4,1,2,2,4,3,4,2,2,3,3,3,0,3,2,2,1,6,1,3,3,2,4,3,1,1,2,2,2,3,4,4,2,2,2,2,2,4,2,2,2,4,1,2,3,3,6,3,2,3,6
"AL355304.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,4,1,1,2,6,3,4,2,1,2,3,3,2,4,4,2,2,6,1,3,3,2,5,2,1,1,2,2,2,3,4,4,2,1,2,2,2,4,2,2,2,4,1,6,2,2,2,4,2,6,6
"PARPBP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,2,2,6,2,3,2,2,4,2,2,3,4,5,4,3,1,1,3,2,2,4,2,2,2,3,2,3,2,4,2,2,2,3,4,4,3,2,3,4,4,2,2,2,0,5,3,2,5,4,2,1,3,2,3,4,4,2,3
"USP53",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,1,0,2,4,3,4,3,4,4,4,3,1,1,2,2,2,4,2,2,2,5,2,3,0,3,2,1,4,2,2,4,3,3,4,2,4,2,2,2,0,4,1,2,3,4,0,5,2,2,2,4,4,2,2
"EGR2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,4,2,2,3,4,2,4,2,2,1,2,0,2,3,2,3,2,5,2,3,3,3,4,2,2,2,2,2,3,6,4,4,4,2,2,1,2,2,2,2,4,4,2,5,4,3,4,2,4,3,4
"DEDD",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,2,6,3,2,2,2,6,6,3,6,3,4,2,5,2,4,3,4,4,3,6,4,3,6,2,5,4,6,6,6,3,2,5,5,4,5,5,2,6,4,2,2,2,5,6,0,6,6,4,6,3,6,6,4,6,6,4
"RNF38",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,1,2,2,4,2,2,3,3,2,2,3,1,4,2,1,2,3,2,1,2,3,2,3,2,3,2,2,2,2,2,2,3,5,4,3,2,2,2,1,2,6,3,2,3,5,2,2,2,4,3,4,4,2,3
"MIOS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,6,2,3,3,4,6,2,1,5,3,4,4,2,2,2,3,3,2,3,2,3,2,5,2,3,1,5,3,2,1,2,1,4,3,4,6,2,5,2,3,2,2,3,4,2,4,6,2,3,4,2,5,4,4,3,1
"RALA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,3,3,3,6,2,3,5,3,4,4,5,2,2,2,4,2,3,2,3,2,5,2,3,4,5,2,2,2,2,3,4,3,4,6,2,5,2,3,2,2,3,4,0,4,6,2,5,4,5,5,4,4,6,3
"INTS5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,2,2,6,2,2,4,4,4,4,2,2,2,3,4,2,3,3,1,1,4,3,3,3,3,3,3,2,2,3,4,5,2,4,2,3,3,1,2,2,5,4,2,3,4,2,4,3,4,3,4,4,4,2
"AC009318.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,2,2,2,2,4,2,2,3,4,3,4,3,2,1,3,2,2,4,0,1,2,6,2,3,6,4,2,2,1,2,2,4,3,5,3,4,4,2,2,2,2,6,3,2,5,4,2,3,4,6,6,4,4,4,5
"HOXD8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,4,2,2,3,3,2,4,6,2,2,2,3,2,3,2,0,2,6,2,3,4,3,3,2,2,4,2,3,6,2,3,4,3,2,2,1,2,5,3,2,4,3,1,4,3,4,3,2,4,5,4
"SCNN1B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,4,2,3,0,1,0,3,6,2,2,6,6,4,4,2,2,2,2,3,2,6,2,3,2,4,3,4,2,3,4,2,2,3,3,4,4,3,6,4,6,3,4,2,3,2,2,2,5,6,3,5,5,6,6,6,4,6,2
"ZNF439",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,6,2,2,3,4,3,4,3,2,1,2,2,2,4,2,3,2,4,1,3,4,4,3,1,1,2,2,6,3,6,2,2,2,2,2,0,2,3,4,2,4,6,2,6,4,4,3,3,3,4,3
"ADGRL4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,2,2,1,4,2,2,3,3,3,4,3,1,2,2,5,2,3,2,1,2,2,2,1,3,5,2,2,2,2,2,2,6,2,3,2,3,2,2,2,2,3,3,2,3,4,2,3,4,2,2,2,4,4,2
"ERICH1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,3,1,2,1,1,3,3,2,1,4,2,3,2,3,1,1,4,1,0,1,1,1,3,6,2,1,2,5,2,1,1,2,2,3,3,1,0,2,2,2,2,1,2,1,3,2,4,4,2,4,1,2,4,2,3,1,2
"CAPS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,3,2,2,2,2,6,2,3,3,4,2,4,4,2,1,2,2,2,4,2,3,2,4,3,4,3,4,3,1,1,2,2,2,3,2,2,2,2,2,2,2,2,3,4,2,4,6,2,6,1,2,3,3,4,4,2
