"","sample102","sample42","sample104","sample27","sample90","sample38","sample50","sample30","sample44","sample66","sample9","sample75","sample25","sample107","sample57","sample37","sample84","sample100","sample36","sample60","sample103","sample24","sample16","sample74","sample97","sample51","sample55","sample86","sample43","sample13","sample101","sample3","sample56","sample6","sample33","sample106","sample62","sample5","sample87","sample105","sample212","sample152","sample214","sample137","sample200","sample148","sample160","sample140","sample154","sample176","sample119","sample185","sample135","sample217","sample167","sample147","sample194","sample210","sample146","sample170","sample213","sample134","sample126","sample184","sample207","sample161","sample165","sample196","sample153","sample123","sample211","sample113","sample166","sample116","sample143","sample216","sample172","sample115","sample197","sample215"
"RIBC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,2,4,3,3,3,4,2,4,5,2,4,2,3,3,6,4,1,3,2,2,3,4,1,2,3,2,2,1,2,4,3,4,4,2
"SF3B5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,0,2,2,5,4,4,1,2,4,2,3,2,2,4,6,6,2,2,0,4,1,4,1,2,2,2,2,2,1,2,6,3,4,1
"TTC31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,2,2,3,3,4,3,3,3,5,6,3,2,2,3,3,4,2,3,2,4,2,4,1,0,1,2,4,2,2,4,3,0,4,2
"RPL13AP3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,4,2,2,2,1,3,3,3,4,1,3,3,2,4,2,2,4,2,6,3,3,2,1,1,4,2,2,3,2,3,2,2,4,3,5,4,2
"SPC25",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,2,2,3,5,4,3,2,2,6,3,4,2,3,2,4,2,4,2,3,2,2,3,2,2,3,3,2,4,2
"CHODL",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,3,4,2,2,2,4,3,2,4,2,3,4,2,3,2,2,4,3,4,2,3,2,2,2,3,4,2,2,2,5,2,2,4,4,4,4,2
"TMEM179B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,3,2,2,1,6,6,3,4,2,4,6,4,3,0,2,3,4,4,4,4,2,2,2,4,2,2,1,3,2,2,2,4,4,2,6,2
"FGF19",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,2,4,6,6,5,6,6,2,4,6,4,3,2,2,5,4,4,6,2,2,4,2,4,2,2,6,6,4,1,2,4,6,5,6,2
"OR7E22P",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,2,3,2,2,4,1,3,6,3,3,2,2,2,2,4,3,3,2,2,2,4,2,2,2,2,4,1,2,4,3,4,4,2
"ZC3H15",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,3,2,2,3,3,3,3,2,3,5,4,3,2,2,5,5,4,2,3,2,4,2,4,2,1,2,2,5,2,2,4,3,2,4,2
"FRG1HP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,4,2,2,2,3,2,3,3,2,3,4,4,3,2,2,4,3,5,0,3,0,2,2,2,2,3,2,2,2,2,2,4,3,4,4,2
"MIF-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,2,3,2,2,2,3,4,3,4,2,3,5,3,4,3,2,3,2,2,2,3,2,2,2,2,1,4,2,2,2,2,2,5,4,2,4,0
"KRTAP5-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,2,2,6,1,4,3,2,3,2,2,4,4,4,1,4,2,4,2,4,2,2,2,2,2,1,2,4,2,3,6,2
"PPP2R5E",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,2,2,2,2,3,3,1,4,1,3,3,1,4,2,2,4,2,6,2,5,2,2,2,4,2,1,3,2,3,2,2,4,3,4,1,2
"ANKLE2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,2,2,2,4,2,2,5,2,2,6,1,4,2,2,2,4,4,3,3,2,4,2,4,2,2,2,2,6,3,2,4,3,4,4,2
"ATP8B3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,4,4,3,4,0,4,4,2,2,2,2,3,4,6,2,3,2,1,2,2,2,1,2,2,2,2,1,4,2,2,6,2
"EMP3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,3,3,4,2,2,2,4,2,3,4,1,4,6,2,2,2,2,6,6,6,2,3,2,4,2,6,2,1,1,1,2,2,2,4,6,2,4,2
"AC107294.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,5,2,2,2,3,6,5,4,3,3,6,6,0,2,2,6,3,6,2,3,1,4,2,4,3,2,1,2,3,3,2,4,4,4,4,2
"EEPD1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,2,4,2,2,2,2,4,2,5,3,3,4,4,4,4,3,3,5,4,6,2,5,2,2,2,4,2,2,2,2,4,2,3,4,4,6,6,2
"SLC44A1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,3,3,3,4,3,2,3,6,4,3,2,2,3,2,5,2,3,2,2,2,4,0,1,4,3,3,0,2,4,2,4,4,2
"MSH3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2,2,2,3,2,5,4,1,6,6,2,4,3,2,4,4,6,2,4,2,4,2,6,5,1,2,2,4,2,2,4,3,3,4,2
"VPS33B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,6,3,1,2,2,3,4,6,3,3,2,4,6,2,3,2,2,3,4,2,2,2,4,2,4,2,2,2,2,2,0,0,4,3,3,4,2
"RFLNB",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,3,2,1,1,2,4,2,4,1,2,3,2,3,1,2,1,3,4,1,4,2,5,2,4,1,1,6,1,4,2,4,2,2,3,4,1
"SUPT5H",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,4,2,2,2,4,2,3,4,2,4,5,4,0,2,2,4,2,6,4,3,2,4,2,6,2,1,2,2,4,2,2,4,4,2,6,2
"AC018645.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,4,2,5,3,3,4,4,5,4,3,3,5,4,6,2,5,2,2,2,4,2,2,2,4,5,2,3,4,4,4,6,2
"MMP17",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,2,2,4,2,2,4,2,2,5,2,4,2,1,2,3,4,2,3,2,4,1,4,2,2,2,2,6,3,2,4,3,4,4,4
"LINC02062",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,3,2,2,2,3,1,3,4,1,5,4,2,4,3,2,4,4,6,2,3,2,4,2,4,3,1,2,2,4,2,1,3,6,3,4,2
"GARS1-DT",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,2,0,2,0,4,2,5,3,3,4,4,4,2,3,3,5,4,6,2,5,2,2,2,2,2,2,4,3,5,2,3,4,4,4,6,2
"INCA1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,5,2,1,1,2,2,2,4,1,2,3,2,3,2,2,2,3,4,1,2,2,4,2,4,1,1,2,1,2,1,2,2,2,3,4,1
"NCOA2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,2,4,0,5,6,6,6,2,6,6,6,3,4,2,3,3,2,2,6,2,4,2,4,2,6,2,2,6,2,3,4,6,6,4,3
"PTPDC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,3,2,2,3,2,3,5,4,3,2,2,3,3,5,0,3,2,0,2,2,3,1,2,2,5,2,2,4,1,4,4,2
"AHCTF1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,6,2,3,3,6,2,6,3,3,5,6,3,6,2,6,6,6,6,3,6,4,4,4,4,2,3,4,6,3,3,6,6,6,4,6,5
"MOCOS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,2,4,4,2,4,2,2,4,2,2,1,2,4,3,4,6,6,2,2,2,4,1,1,2,2,2,2,3,4,2,2,4,2
"GALNT6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,3,3,2,5,2,2,5,2,4,2,2,2,3,4,2,3,2,4,2,4,4,2,4,2,5,2,2,4,5,4,4,2
"AL592295.6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,5,2,2,3,4,6,4,3,1,6,6,4,5,4,5,6,6,6,3,6,5,2,4,4,2,3,1,6,5,3,4,6,5,3,6,4
"PPIAP22",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,3,4,2,2,2,5,3,2,4,0,3,5,2,3,2,2,4,3,4,2,2,2,2,2,4,2,2,2,0,5,2,2,3,4,4,4,2
"SYT17",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,4,3,2,2,3,4,6,6,0,4,6,4,2,2,3,4,3,6,2,6,2,4,3,6,2,2,4,2,3,2,3,5,4,3,6,3
"SCDP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,0,1,1,5,1,2,6,0,2,4,2,3,2,2,4,3,4,1,3,2,0,2,5,0,1,2,2,4,1,2,6,2,3,4,1
"LINC01028",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,3,6,4,4,2,4,4,6,2,4,2,2,6,2,3,3,2,4,3,4,2,3,2,4,2,4,1,2,2,2,4,2,2,6,3,3,4,2
"KCTD5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,2,2,2,3,4,6,6,1,4,5,3,4,2,3,5,3,6,2,6,2,4,3,6,2,1,4,2,4,2,4,4,4,4,6,3
"GSN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,3,2,1,1,4,3,3,4,3,1,1,6,4,3,2,2,2,3,5,2,3,2,2,2,4,0,1,1,2,3,2,2,2,2,4,4,0
"EPHA6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,5,0,2,0,3,2,4,4,2,3,6,3,3,2,2,4,2,6,4,3,2,4,2,5,2,4,2,5,4,2,2,4,2,4,4,4
"SCAMP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,3,2,2,1,1,2,3,4,1,4,6,2,4,3,4,2,4,6,2,4,2,4,2,4,3,1,2,2,4,2,2,4,4,1,4,2
"GTF2B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,2,2,2,2,2,2,3,3,3,3,2,2,3,2,1,3,4,2,3,2,2,1,4,1,4,2,2,3,2,4,4,2,2,4,2
"CD55",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,6,6,5,2,3,3,4,5,6,4,2,6,5,3,6,5,6,6,6,6,3,6,4,4,4,4,2,3,4,6,6,3,4,6,6,4,6,4
"GATAD2B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,5,4,2,3,4,4,3,4,3,3,6,6,6,6,4,5,6,6,6,3,6,4,3,6,4,0,3,3,6,5,3,4,6,5,4,6,3
"RAB25",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,5,6,2,3,4,5,3,4,3,3,6,5,6,6,2,4,6,6,6,3,5,4,4,6,4,4,3,3,6,5,2,4,6,5,4,6,4
"AC069528.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,1,5,1,2,2,3,6,4,4,3,3,6,5,3,3,2,4,3,6,3,3,2,4,2,4,2,2,2,2,4,2,2,4,4,2,4,2
"CDH7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,4,2,2,2,4,1,2,4,2,2,3,2,2,1,2,4,3,4,2,4,2,2,2,4,2,0,2,0,2,0,3,4,4,2,4,2
"PIGG",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,1,1,2,4,1,3,1,0,3,1,4,4,2,2,2,3,2,3,2,4,3,1,4,1,2,2,0,4,3,5,4,2
"KAZALD1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,3,4,4,2,0,5,3,1,2,3,6,2,4,2,3,2,2,2,4,1,2,2,2,3,2,3,4,3,3,4,0
"PECR",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,2,2,2,2,3,2,3,3,1,3,4,4,2,2,2,5,3,4,2,2,2,4,2,4,2,3,2,2,5,0,2,4,3,2,4,2
"RAB13",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,5,5,2,3,3,4,3,4,3,3,6,6,6,6,6,5,6,6,6,3,6,4,5,4,4,2,1,5,4,4,4,4,6,5,4,6,4
"HNRNPA1P7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,5,3,2,4,3,2,2,4,4,2,4,2,2,2,2,2,1,2,4,3,3,2,4,0,2,2,4,1,1,2,2,2,2,3,4,2,2,4,2
"GLMP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,5,6,2,3,3,4,3,4,3,3,6,6,6,6,4,5,4,5,6,3,6,4,4,5,4,2,3,3,6,5,3,4,6,5,5,6,4
"RPL17",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,4,2,2,2,4,4,2,4,2,2,3,3,2,0,0,6,3,4,2,4,2,2,3,4,2,1,2,2,3,2,3,4,2,3,2,2
"PCDH11X",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,4,6,4,3,2,4,3,6,4,2,3,2,2,2,3,1,1,1,2,2,1,2,4,2,4,4,2
"DPF3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,3,2,2,2,3,3,3,4,1,3,4,3,4,1,2,4,2,6,2,3,2,3,2,4,2,4,4,2,3,2,2,4,2,6,4,2
"NACA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,5,3,2,4,1,2,4,2,4,2,2,2,3,5,2,3,2,4,2,4,2,2,6,2,5,2,2,4,3,4,4,2
"SUSD1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,3,2,0,2,2,3,4,4,3,2,3,4,3,3,2,0,3,3,5,2,3,2,2,2,4,2,3,2,2,3,2,2,4,4,4,4,2
"ABHD17C",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,6,3,2,2,2,3,2,3,5,3,2,4,4,2,3,3,2,3,4,2,0,2,4,2,4,2,2,2,2,2,2,2,4,3,4,4,2
"GTF2H5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,2,3,2,3,2,3,2,3,4,1,2,4,2,3,2,2,4,2,4,2,2,1,4,2,4,1,2,2,2,2,2,2,2,4,3,4,1
"SOCS4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,4,2,2,2,2,3,3,3,4,1,3,3,2,5,2,4,3,2,6,2,1,2,2,2,4,2,2,3,2,3,2,2,4,3,5,2,2
"F3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,2,2,2,2,2,2,1,1,1,5,2,2,1,2,3,2,4,2,3,2,0,2,4,1,2,2,2,3,2,2,2,3,2,4,2
"SMS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,2,2,2,2,2,4,5,4,4,6,2,4,2,2,3,4,4,1,3,2,5,2,2,1,1,2,2,2,0,2,4,2,2,4,2
"RHOV",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,1,3,1,2,4,4,2,1,1,1,3,3,2,2,1,4,2,4,2,1,2,2,4,1,2,4,3,3,4,2
"LAMC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,5,2,3,3,4,5,4,3,2,6,6,3,6,4,5,5,6,6,3,6,4,4,4,4,2,3,3,4,5,4,4,6,4,4,6,4
