"","sample32","sample49","sample103","sample84","sample22","sample104","sample77","sample23","sample20","sample44","sample28","sample110","sample46","sample60","sample71","sample24","sample90","sample7","sample70","sample92","sample4","sample62","sample75","sample30","sample40","sample59","sample18","sample93","sample83","sample97","sample94","sample45","sample50","sample26","sample87","sample65","sample79","sample68","sample35","sample3","sample142","sample159","sample213","sample194","sample132","sample214","sample187","sample133","sample130","sample154","sample138","sample220","sample156","sample170","sample181","sample134","sample200","sample117","sample180","sample202","sample114","sample172","sample185","sample140","sample150","sample169","sample128","sample203","sample193","sample207","sample204","sample155","sample160","sample136","sample197","sample175","sample189","sample178","sample145","sample113"
"AC012313.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,6,2,2,2,3,3,4,4,1,3,6,2,6,5,4,4,2,2,2,5,2,2,1,2,5,2,2,4,3,2,2,6,4,4,3,3,1
"AC027279.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,6,1,3,3,2,2,3,2,2,4,4,3,2,3,2,2,2,2,3,1,2,2,1,6,5,1,3,2,1,2,2,2,0
"AC118344.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,3,2,4,4,2,3,4,2,6,4,6,3,2,2,4,4,3,4,2,1,5,3,2,4,3,2,2,6,4,4,3,3,2
"IGHV1-12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,5,2,2,3,4,2,3,4,4,3,4,2,6,2,4,4,2,2,3,4,1,2,2,2,6,2,2,6,3,2,4,4,3,3,2,3,2
"RSPH14",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,3,1,2,0,4,3,1,3,3,1,2,5,2,4,2,2,4,4,2,2,2,1,4,2,3,5,5,2,4,4,3,3,3,3,2
"MINDY2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,1,2,3,4,2,3,2,2,4,2,2,3,2,2,3,3,2,2,2,1,2,2,2,6,4,2,3,4,3,4,3,2,0
"ERMARD",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,3,1,2,2,4,2,3,3,2,3,6,2,4,3,3,5,2,2,4,4,2,3,1,2,4,2,2,4,4,1,2,4,3,3,3,2,3
"LXN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,2,4,2,4,4,1,2,6,1,6,5,4,3,2,4,4,4,2,3,2,2,2,2,2,6,5,2,2,4,2,5,3,3,2
"AC107375.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,5,2,1,4,5,5,2,5,5,3,4,5,6,2,2,2,6,6,3,4,2,2,3,1,2,6,6,2,3,4,3,6,6,6,2
"AC137561.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,2,3,2,3,4,2,3,3,3,4,4,3,3,0,2,2,3,1,4,3,2,3,2,2,5,2,2,2,4,3,4,2,2,2
"AC015813.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,4,4,2,3,2,4,4,1,2,5,2,4,4,5,4,6,2,2,4,4,2,2,2,2,2,2,4,5,3,3,4,4,3,4,6,3
"TNNI2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,2,2,2,3,3,2,2,2,4,2,4,2,2,2,2,2,2,5,2,3,3,2,5,2,2,3,5,2,4,6,3,4,2,5,1
"PXDN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,2,3,2,4,3,3,3,1,3,3,3,4,2,6,5,1,2,2,3,2,6,2,2,3,2,2,6,3,2,3,4,3,2,3,5,2
"PRRG2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,3,2,4,4,2,3,4,3,5,4,3,4,2,2,6,4,2,4,3,2,5,1,2,4,3,2,3,6,4,4,3,3,2
"ARL6IP5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,2,3,2,3,4,2,3,2,2,6,2,4,3,1,2,3,4,2,2,2,1,2,2,2,3,6,2,2,4,3,4,0,4,2
"PPIA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,3,3,4,2,4,4,1,6,5,2,6,2,3,5,2,2,4,3,2,4,2,2,3,2,2,6,3,1,3,6,3,4,3,4,2
"MCFD2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,2,2,2,2,3,4,1,4,3,1,4,2,5,5,0,2,2,3,1,4,2,2,3,2,0,6,5,2,3,4,3,3,4,4,2
"DEAF1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,3,2,2,2,3,4,2,4,2,1,2,2,2,2,4,2,3,3,2,4,0,2,5,5,2,3,6,4,3,3,6,2
"KEL",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,3,3,2,4,4,2,3,3,2,6,1,6,5,2,2,2,3,2,4,1,2,3,2,2,5,5,4,2,6,3,3,5,4,2
"MYO9B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,3,2,3,2,4,4,2,3,4,3,6,4,4,4,2,2,4,4,2,2,0,3,6,2,2,4,3,2,2,6,4,4,5,3,2
"STAG3L5P",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,4,4,2,4,3,6,2,4,4,2,4,3,1,6,1,4,6,2,2,2,3,2,4,1,2,3,2,2,6,5,2,2,5,3,3,4,3,2
"FBXW4P1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,4,2,2,1,2,1,3,3,1,3,3,2,2,4,1,4,2,2,4,4,2,2,2,1,4,2,2,4,6,2,3,4,2,3,2,3,2
"C1QBP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,2,1,2,2,1,1,2,1,3,2,4,3,3,3,2,2,2,1,0,2,1,1,3,1,2,3,3,1,3,4,3,4,2,2,1
"MRI1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,3,2,3,2,4,3,4,2,3,2,6,4,6,3,2,2,6,3,2,2,2,3,4,2,2,4,3,2,2,6,4,4,3,3,2
"ZSCAN2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,2,2,4,2,1,2,2,4,2,3,2,3,4,3,2,3,2,2,3,3,2,2,2,3,2,2,2,6,4,2,2,4,3,5,4,5,2
"AC018647.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,4,2,2,2,4,3,4,4,2,6,5,2,6,2,3,5,2,2,2,3,2,5,2,2,3,4,1,6,3,2,3,5,3,3,4,3,2
"SCAF8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,3,2,2,2,3,2,2,4,5,2,4,3,3,2,2,2,4,4,2,3,3,2,4,3,2,4,4,1,2,4,3,3,3,3,1
"SAMD3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,4,6,2,4,5,3,2,2,2,4,4,2,3,1,1,4,3,2,4,4,1,2,4,3,3,2,0,2
"PP2D1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,3,1,2,3,2,3,4,1,3,2,2,6,3,2,3,2,1,3,4,2,2,2,1,2,3,2,3,5,2,1,4,3,4,3,4,2
"RBM47",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,4,2,4,4,2,4,2,3,3,2,2,5,4,2,1,2,2,1,3,2,6,4,1,1,4,3,4,2,4,1
"SRSF1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,4,1,3,1,5,4,3,2,4,2,4,4,5,4,6,2,2,4,4,2,2,2,2,1,2,4,6,1,2,4,3,4,4,6,2
"GNB1L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,3,1,2,1,3,3,3,3,4,2,2,4,2,4,2,2,4,4,2,2,2,0,4,2,2,3,6,2,3,6,2,3,2,3,2
"CCDC184",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2,4,4,2,3,5,2,4,2,4,3,2,2,5,4,2,2,2,2,2,2,2,4,5,2,4,4,3,4,6,3,2
"BACH1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,1,3,3,4,2,4,4,3,5,4,5,4,2,1,4,6,3,3,2,2,3,4,2,4,5,2,2,4,4,3,4,4,2
"TDP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,2,4,3,2,3,4,2,3,3,2,3,4,1,6,2,3,4,2,2,2,4,2,2,2,2,5,2,2,6,4,2,3,4,3,4,2,3,2
"LMBR1L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2,3,4,2,3,5,2,4,2,4,3,2,2,5,4,2,2,2,2,2,2,2,4,5,1,2,4,3,4,6,3,2
"HSPH1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,4,3,2,2,4,2,6,4,2,4,2,3,3,2,2,2,2,2,2,3,2,4,2,2,4,3,1,2,4,2,4,2,6,2
"GPR37",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,4,2,4,4,2,3,3,1,6,2,4,5,2,2,2,3,1,4,1,2,4,2,3,4,4,2,2,6,3,3,4,3,3
"TSSK4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,4,3,3,2,2,3,1,4,4,2,6,2,2,4,3,2,3,4,2,1,2,2,2,1,2,6,3,2,2,4,2,3,4,5,4
"ANPEP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,1,2,3,4,2,3,2,2,4,3,2,2,2,2,2,3,2,2,2,2,2,2,1,6,4,2,3,5,5,4,4,4,2
"LLGL1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,2,2,1,2,2,1,2,2,2,3,0,4,2,6,3,1,3,2,4,1,2,1,1,2,1,3,3,4,2,3,4,3,4,2,2,1
"NTF4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,3,2,4,3,2,3,4,2,6,4,3,4,2,2,6,4,2,4,2,1,5,2,2,4,3,2,2,6,4,4,3,3,3
"INPPL1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,3,3,3,4,2,5,4,2,3,3,4,2,2,2,2,6,1,3,2,4,6,3,2,5,5,2,3,6,3,3,4,2,1
"PCDHB14",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,2,2,2,2,4,2,4,2,3,4,2,4,3,2,4,0,2,3,4,2,2,2,2,2,3,1,4,4,2,2,4,4,5,3,2,2
"AL031282.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,5,2,1,2,2,4,2,3,4,2,3,2,3,2,6,2,5,3,2,3,2,1,3,3,2,6,3,2,2,4,3,3,3,1,2
"ZFP30",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,2,2,2,2,3,2,4,4,2,3,4,2,6,4,6,4,2,2,5,3,2,4,2,2,5,2,2,4,3,2,2,6,4,6,3,3,2
"CHP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,3,2,2,2,3,4,2,3,3,2,4,2,2,3,2,2,3,3,2,2,2,1,1,2,2,6,4,2,3,4,3,4,0,2,2
"MID1IP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,1,2,4,2,2,3,2,4,3,2,4,3,1,4,1,2,3,4,2,4,2,2,4,2,1,4,5,2,2,4,4,2,2,4,2
"CRIM1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,4,1,2,3,2,4,2,5,5,2,2,2,2,2,4,2,2,3,2,2,6,3,2,3,4,3,3,3,4,1
"TOR1A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,3,2,3,4,2,4,2,2,5,2,6,2,2,2,3,3,2,2,1,2,3,2,1,3,5,2,2,4,3,3,3,5,2
"YPEL2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,6,4,3,4,2,6,4,0,2,4,2,4,4,5,4,6,2,3,4,4,2,2,2,2,2,2,4,6,2,2,4,3,4,4,6,2
"SLC2A14",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,3,4,3,4,2,3,2,3,4,2,4,3,2,4,6,4,3,0,2,2,4,2,4,2,3,3,2,2,6,2,2,2,4,3,4,3,3,2
"SOAT1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,6,3,6,2,5,2,3,4,3,5,6,2,6,5,6,6,4,1,6,3,3,6,2,1,4,4,5,6,6,3,4,6,5,4,5,4,6
"PDP2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,4,2,2,1,2,1,3,2,2,2,2,2,2,4,2,2,2,3,2,2,2,2,1,0,2,2,1,5,5,2,3,2,3,2,2,0,1
"PHGDH",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,1,4,2,3,2,4,4,2,3,4,2,4,2,0,2,1,2,3,3,2,3,2,2,3,3,2,6,2,2,3,4,3,3,5,4,1
"PFKFB4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,2,2,3,2,3,4,2,3,2,2,6,1,4,3,1,2,3,4,2,2,2,1,2,2,4,3,5,2,2,4,3,4,3,3,1
"LINC01586",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,1,2,3,4,2,3,1,1,4,3,2,3,2,2,3,3,4,0,0,2,6,2,3,6,4,2,3,4,3,4,4,4,3
"AZIN1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,3,4,6,2,3,2,5,5,2,6,5,3,3,6,6,4,3,2,6,6,2,4,2,2,3,2,2,6,5,2,5,5,3,6,6,5,2
"PALM3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,3,2,4,4,3,2,3,2,6,4,6,3,2,2,6,4,2,2,2,3,4,2,2,4,4,2,2,6,3,4,3,3,2
"AC020907.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,6,2,2,2,3,2,4,4,2,3,4,2,6,3,6,4,2,2,4,4,2,4,2,2,5,2,1,3,2,2,2,6,4,5,3,2,2
"NCF4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,1,2,0,3,3,2,2,3,1,2,3,2,4,2,2,2,4,2,2,0,1,4,2,2,5,5,2,5,4,2,3,3,3,2
"RAB31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,3,2,3,2,4,4,2,2,4,3,4,3,6,2,2,1,2,5,2,3,2,2,4,5,2,5,0,2,4,4,4,4,4,6,2
"KIDINS220",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,4,2,3,4,1,3,3,2,4,2,5,4,2,1,2,3,2,6,2,2,2,1,3,6,3,2,3,4,3,3,3,4,2
"HECW2-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,3,2,3,4,2,3,6,2,4,2,3,4,2,2,3,3,2,2,2,3,3,3,0,6,5,2,4,4,3,3,4,4,2
"BCAT2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,2,4,4,2,3,4,2,6,4,3,4,3,1,6,4,2,4,4,2,4,2,2,4,2,2,2,6,4,4,3,2,1
"ST8SIA5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,3,2,4,5,2,3,6,2,3,4,3,2,2,2,2,4,2,4,0,2,4,2,2,4,2,2,2,4,4,4,2,2,1
"HNRNPR",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,3,2,2,2,2,4,2,3,4,2,4,3,5,2,1,2,3,3,2,3,3,1,3,3,2,6,3,2,3,5,2,3,4,2,0
"LRMDA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,3,4,2,4,6,2,3,2,1,4,3,2,3,3,2,3,2,2,2,1,1,4,2,2,3,4,3,3,3,2,2
"RGS2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,3,6,1,4,2,4,4,3,5,5,2,6,5,3,5,5,2,6,3,4,6,2,1,3,4,4,6,6,3,4,5,5,3,5,6,6
