"","sample66","sample71","sample12","sample7","sample47","sample86","sample11","sample26","sample20","sample13","sample92","sample100","sample69","sample60","sample2","sample25","sample94","sample109","sample110","sample9","sample19","sample53","sample31","sample22","sample103","sample52","sample27","sample77","sample73","sample101","sample61","sample88","sample50","sample8","sample97","sample78","sample102","sample17","sample74","sample65","sample43","sample82","sample38","sample28","sample107","sample54","sample55","sample79","sample80","sample105","sample85","sample40","sample83","sample18","sample76","sample46","sample29","sample64","sample72","sample23","sample176","sample181","sample122","sample117","sample157","sample196","sample121","sample136","sample130","sample123","sample202","sample210","sample179","sample170","sample112","sample135","sample204","sample219","sample220","sample119","sample129","sample163","sample141","sample132","sample213","sample162","sample137","sample187","sample183","sample211","sample171","sample198","sample160","sample118","sample207","sample188","sample212","sample127","sample184","sample175","sample153","sample192","sample148","sample138","sample217","sample164","sample165","sample189","sample190","sample215","sample195","sample150","sample193","sample128","sample186","sample156","sample139","sample174","sample182","sample133"
"FMO4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,4,6,6,4,5,4,2,5,4,4,2,6,2,3,6,4,2,4,4,2,2,3,6,2,5,2,4,3,4,2,3,6,4,6,2,6,6,5,3,5,2,4,6,2,2,3,2,4,2,6,4,1,4,5,6,6,5,5
"SYAP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,4,2,2,1,6,2,2,3,6,2,4,4,2,3,3,1,4,2,4,2,3,2,2,2,2,2,2,3,3,6,2,2,4,4,1,4,2,3,4,2,2,2,2,1,2,4,2,2,4,4,5,4,4,4
"DEF6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,5,3,4,3,4,2,2,2,2,1,3,0,2,5,4,1,3,2,3,2,2,1,2,4,2,2,2,4,3,2,5,2,4,2,4,2,3,0,6,2,4,4,0,1,3,2,1,2,5,3,2,4,4,1,2,1,4
"SGF29",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,6,6,4,3,3,1,2,2,2,3,3,2,6,5,1,6,4,3,2,2,4,4,2,4,0,5,4,2,2,4,2,4,2,6,6,4,2,6,2,6,4,2,3,6,2,3,2,2,3,1,3,6,3,4,6,2
"TMEM64",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,6,6,4,3,5,2,6,2,2,2,6,2,3,3,6,2,6,4,4,2,4,4,0,4,2,3,2,6,2,2,6,2,2,2,4,4,3,2,5,2,5,6,4,2,6,2,4,4,4,2,2,4,6,6,6,6,3
"WDCP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,6,3,4,4,3,2,2,2,2,2,3,2,3,6,4,2,1,3,4,2,1,3,2,4,2,2,2,3,0,2,4,2,4,2,2,3,4,1,3,2,4,4,1,2,3,1,2,2,5,0,0,4,3,6,4,3,2
"AC131212.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,4,4,1,3,2,2,3,2,2,2,2,3,4,2,2,3,2,2,3,2,3,4,2,0,2,5,2,1,3,3,4,3,4,3,2,2,4,2,4,2,2,2,4,2,2,3,2,2,2,6,4,2,4,4,2
"RGS5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,5,6,6,3,6,4,0,6,4,3,3,6,2,3,6,4,3,4,4,2,2,3,6,1,5,2,4,3,4,2,3,6,4,4,1,6,6,6,2,5,2,4,6,2,4,3,2,4,2,6,4,6,4,5,6,5,6,5
"DICER1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,3,4,5,3,2,2,2,1,1,4,2,2,6,4,2,3,2,2,2,2,2,2,4,3,2,4,6,2,1,4,2,5,2,4,3,3,2,6,1,4,3,1,2,3,3,3,2,2,2,2,4,3,6,2,6,3
"SAMD4A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,1,4,4,3,3,2,2,2,1,4,2,1,5,4,3,3,4,0,2,2,2,2,4,3,1,3,2,2,2,3,2,4,1,2,3,3,2,6,2,4,3,0,0,3,1,1,2,2,3,2,3,3,6,2,5,2
"AC104825.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,1,2,0,3,2,2,2,2,1,6,4,2,2,1,2,2,2,2,2,3,2,3,2,4,1,2,5,2,3,2,2,3,3,1,3,2,4,3,1,2,4,1,2,2,1,2,2,4,4,6,4,2,2
"KLF16",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,1,2,1,3,2,1,3,4,2,3,4,3,2,2,4,1,3,2,2,3,2,2,2,4,2,4,2,4,3,4,2,2,1,4,5,1,2,4,2,4,2,2,2,1,4,3,6,2,4,1
"LINC01006",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,4,4,2,2,2,2,1,1,4,2,3,5,3,2,4,1,4,3,2,0,2,2,3,1,1,4,2,2,2,2,4,2,5,5,3,2,4,2,4,4,1,2,3,2,2,3,4,2,2,2,3,2,4,4,3
"AC064799.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,2,2,2,3,2,2,2,2,6,4,2,5,3,4,3,2,3,2,2,2,1,2,3,1,2,3,3,4,3,2,2,3,2,2,2,4,2,1,1,3,2,2,4,2,2,1,4,3,6,2,4,2
"ZIC2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,2,1,2,3,1,6,2,2,3,4,2,3,3,3,2,2,2,2,5,4,2,2,2,1,3,4,2,2,1,2,2,2,1,4,2,5,3,1,2,4,2,2,2,4,1,2,6,2,6,3,6,4
"ADPGK-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,3,2,2,2,3,2,1,2,1,6,5,2,3,4,3,2,2,3,2,2,3,1,0,3,1,2,3,2,4,4,2,2,3,2,2,2,4,2,1,2,4,2,2,6,2,2,1,4,3,6,4,2,2
"STIM2-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,4,4,1,2,1,3,2,4,4,2,1,6,4,1,2,3,2,0,2,2,2,3,2,2,2,4,1,2,5,2,2,2,2,3,2,1,5,2,2,3,1,2,4,1,2,2,2,2,2,4,4,6,4,2,2
"COL5A1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,6,6,4,4,2,2,1,2,2,2,2,2,2,5,4,2,4,4,3,2,2,3,2,3,2,1,2,1,2,2,3,2,3,2,4,3,3,2,0,2,4,3,2,2,3,2,0,2,2,2,2,4,4,3,2,4,4
"UNC13D",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,6,3,4,5,2,2,1,5,3,3,5,1,2,4,2,3,2,4,2,2,4,3,3,5,3,2,2,5,2,2,4,2,4,1,2,2,2,1,4,2,4,3,1,2,4,2,2,1,2,2,2,3,4,6,4,4,3
"MMP11",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,1,2,3,3,1,2,2,2,2,3,1,2,5,4,2,3,5,3,2,2,2,3,2,1,1,2,2,2,2,3,2,4,2,2,3,2,1,2,2,3,3,1,2,3,2,1,2,2,2,0,4,2,6,6,3,2
"TRIP11",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,5,3,1,2,2,1,1,4,2,2,6,4,2,3,3,2,2,2,2,2,4,5,3,3,2,2,2,4,2,4,1,5,3,3,2,6,2,4,2,0,2,3,2,2,3,2,0,1,5,3,5,2,6,4
"CPT1A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,4,4,3,3,2,3,2,2,4,2,2,6,4,2,6,5,3,2,1,4,2,4,1,0,4,4,3,2,6,2,6,3,2,5,3,2,4,2,4,4,1,2,3,1,2,2,3,1,3,6,4,6,4,4,3
"ACTR6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,4,4,1,3,2,2,2,2,2,2,2,4,3,2,2,3,2,2,4,3,3,4,2,1,2,4,2,2,3,2,4,2,4,3,3,2,4,3,4,2,2,2,4,2,2,2,2,2,3,4,1,5,4,4,5
"LARP6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,4,4,4,3,2,2,2,3,2,2,2,1,6,4,2,3,3,4,4,2,3,2,3,2,1,2,3,1,2,3,2,4,4,2,2,3,2,2,2,4,2,1,3,4,2,2,6,2,2,1,4,3,6,2,4,2
"AP001527.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,4,4,4,3,2,1,1,2,3,2,1,5,3,2,3,5,2,2,3,4,3,3,2,3,1,4,1,2,3,2,1,2,2,4,2,2,4,2,2,5,2,2,3,2,2,2,5,2,1,4,4,6,2,2,3
"RPE65",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,2,1,3,2,2,6,2,2,6,1,2,3,2,2,1,2,3,2,3,2,0,2,3,1,2,6,2,3,2,2,3,3,1,3,2,4,3,2,2,3,2,4,2,5,3,2,4,3,6,2,3,4
"ARL17A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,4,4,1,2,2,1,3,3,4,2,1,3,2,2,1,2,2,3,1,3,4,2,2,2,2,6,2,2,4,2,6,0,2,4,3,3,3,1,5,3,1,2,4,2,2,2,2,1,0,5,2,3,4,3,2
"ZNF557",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,5,3,2,4,2,2,6,1,2,2,3,2,3,4,4,2,3,2,3,2,2,4,2,3,2,2,2,3,2,2,4,2,4,2,4,3,4,2,2,2,4,4,1,2,6,2,2,2,2,1,2,4,1,5,2,4,2
"ATP7A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,4,4,2,2,1,2,2,1,3,1,2,6,4,2,1,3,2,2,2,5,2,4,2,2,1,2,2,2,6,2,2,2,2,2,4,2,4,0,3,4,1,2,3,2,2,2,4,3,2,4,4,6,4,2,4
"GAPLINC",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,6,3,2,5,4,2,2,2,2,2,4,2,1,6,4,2,2,1,4,2,2,3,2,2,2,3,2,3,2,2,4,2,4,2,2,3,4,1,3,2,4,2,2,2,4,1,2,2,4,1,2,4,2,5,3,6,2
"NFIB",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,6,2,4,5,2,2,4,2,1,1,5,2,4,4,4,1,3,3,6,2,1,3,2,2,3,1,3,2,1,2,3,2,3,1,4,4,3,2,4,4,4,2,2,2,3,2,2,1,4,1,2,3,4,2,2,2,3
"NMT2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,6,4,4,4,3,2,2,2,2,4,3,2,1,4,4,2,2,3,6,2,2,3,2,0,2,1,2,2,2,2,4,2,3,2,2,3,3,1,3,2,4,2,2,3,3,2,2,2,5,2,2,4,4,6,2,3,3
"SMAD2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,3,4,4,2,2,0,0,1,1,6,1,2,4,4,4,2,3,2,2,2,3,2,2,2,1,2,2,2,4,2,2,5,2,3,5,4,1,3,2,4,1,2,2,3,0,2,1,4,2,2,4,3,6,3,2,2
"TOPORS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,2,4,4,2,2,1,2,2,1,5,2,3,3,4,2,3,3,6,3,2,2,2,0,2,1,2,2,1,2,3,2,3,1,4,3,4,2,3,2,4,3,2,2,3,2,3,2,3,1,1,2,3,6,2,1,3
"HNRNPA1P10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,6,4,2,4,2,2,6,2,2,1,3,3,2,5,2,2,3,2,3,2,2,4,1,3,2,2,2,3,2,2,6,2,4,2,4,3,4,2,4,2,3,4,1,2,4,2,3,2,2,3,0,4,2,6,6,4,3
"TMED2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,1,2,2,2,2,2,2,2,2,5,4,2,2,3,1,2,3,4,2,4,2,1,1,5,2,2,3,2,2,3,4,3,1,2,4,2,4,0,2,2,4,2,2,2,2,2,3,6,3,2,4,4,3
"TNFRSF8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,4,3,2,1,4,2,2,4,3,1,6,2,2,2,4,3,2,1,3,3,2,2,2,2,2,1,2,6,2,3,2,2,3,4,1,2,2,3,3,1,2,3,2,2,2,3,4,2,2,3,6,3,3,2
"LRP10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,0,4,3,3,2,2,4,2,2,4,2,0,6,4,2,3,3,2,2,2,2,2,3,3,3,3,6,2,2,3,2,4,2,4,3,3,2,6,2,4,3,0,3,3,2,3,2,2,2,2,4,3,6,0,2,3
"ZNF579",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,3,6,4,2,2,1,2,0,3,6,2,2,4,5,2,3,4,3,2,2,4,1,4,2,2,2,5,2,2,6,3,4,2,4,3,6,2,4,2,4,4,1,2,4,2,1,3,4,2,2,4,3,6,4,2,3
"PARD3B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,4,4,4,2,3,2,2,2,5,2,1,6,4,2,3,4,2,2,2,3,2,3,2,2,1,2,2,2,3,2,3,1,2,3,3,2,3,2,4,3,1,2,3,1,2,2,2,3,2,4,3,5,3,4,1
"GCOM1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,1,3,2,2,1,2,2,2,1,5,4,2,6,3,2,2,3,3,2,2,2,1,2,3,1,0,3,2,4,3,2,2,3,2,4,2,4,2,1,2,4,2,2,2,2,2,1,4,1,3,1,4,2
"AP001324.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,3,4,4,3,3,2,6,2,2,3,2,2,5,2,2,3,6,3,3,6,4,2,5,2,2,1,4,2,2,4,1,2,2,2,4,3,2,4,2,2,4,2,2,3,2,2,0,6,2,3,4,4,6,2,4,3
