"","sample2","sample27","sample79","sample76","sample31","sample34","sample39","sample44","sample43","sample69","sample36","sample74","sample1","sample50","sample108","sample58","sample80","sample85","sample3","sample35","sample112","sample137","sample189","sample186","sample141","sample144","sample149","sample154","sample153","sample179","sample146","sample184","sample111","sample160","sample218","sample168","sample190","sample195","sample113","sample145"
"TMEM132B",156,14,15,94,150,33,12,55,36,18,28,32,81,72,63,40,79,20,47,33,83,14,10,141,34,15,55,12,44,2,71,22,77,33,66,18,18,128,14,39
"EMC2",3546,1598,1580,1450,2781,3719,1918,2409,2479,1918,1575,3692,2146,3808,2035,1768,2397,1975,3427,1954,4187,3322,3764,1427,2397,2066,2133,2913,4919,2940,2259,1788,1859,1386,5292,5225,3781,8882,1418,8010
"RFC2",1269,1221,829,652,1281,2088,1044,711,1209,1250,1439,1273,1006,1640,760,1204,1503,1102,1158,947,1983,1934,1157,1808,1901,6132,3807,2596,2110,2078,2597,1716,3122,773,4775,1765,2382,1488,1236,1654
"AL356356.1",23,6,10,1,22,9,8,4,25,0,5,26,13,26,9,2,13,13,13,5,10,46,4,3,9,32,3,15,43,13,34,12,0,4,30,14,5,9,27,19
"MAPK11",230,507,1005,980,635,919,605,1344,631,693,477,1607,1035,796,903,282,684,545,1024,637,719,375,364,461,842,468,347,196,986,1772,229,609,310,459,284,524,512,411,234,254
"SMG1P1",64,28,8,24,26,10,17,8,52,18,5,57,3,85,7,27,40,74,26,29,51,4,50,1,29,11,6,16,61,20,266,29,49,1,74,0,45,21,14,24
"AC008957.3",29,39,5,26,21,14,3,38,24,19,4,30,20,24,51,15,7,39,112,17,10,24,10,4,26,11,8,4,63,12,90,28,68,3,6,12,6,18,6,6
"AMACR",36,62,17,25,74,32,11,21,46,34,54,32,31,35,25,42,19,35,33,16,95,66,110,265,36,60,80,39,88,34,100,47,56,37,55,33,103,47,25,71
"ARHGEF15",1270,910,3426,2150,2173,946,1950,5909,1517,2487,877,6995,3748,1314,1915,642,1434,986,5026,1472,1738,885,1166,581,2849,667,756,303,2350,308,199,761,136,757,411,192,1446,531,1177,859
"RPLP2",37063,54838,24623,26639,49334,67263,33203,34155,45235,42707,65168,36507,31640,39992,28481,65400,59351,29125,34023,18511,25770,28980,18301,20206,42706,36006,23902,25064,33164,9561,6028,46376,9280,37012,23628,37406,40606,17343,41258,20714
"ANKRD36",866,127,137,168,563,193,142,282,387,133,67,1138,338,788,312,149,186,605,290,363,636,376,221,51,213,184,157,534,1625,362,4589,122,212,96,499,261,299,262,341,101
"MFSD5",1422,1872,1371,806,1909,2382,1224,1498,1746,1919,1580,2200,1627,1524,1404,1161,1742,1384,2096,1186,4364,2947,3256,1666,2287,2047,2484,1734,5453,1336,1863,2163,2148,1746,5013,2266,2810,1680,1590,3218
"RND1",112,129,396,179,421,672,493,408,164,874,719,427,689,215,127,46,165,162,163,446,783,825,470,3482,239,394,655,712,1967,58,151,1480,1088,570,2571,72,1405,1568,299,1278
"GPD1",4958,5681,13722,55778,14699,14868,12000,137420,8787,3382,15095,23633,54511,773,50567,131,15465,5985,19006,10190,527,290,46,20,8414,1074,49,7,9879,72,664,1598,72,6191,419,126,194,1457,4551,6292
"TCL1A",15,1,9,13,6,12,13,1,0,0,0,7,7,4,5,2,38,22,67,2,8,34,0,0,54,17,3,20,192,88,0,6,2,24,3,0,69,5,1,2
"USP18",136,184,232,316,261,275,241,624,723,265,248,346,733,351,257,449,208,252,1543,321,446,587,449,506,414,901,366,1691,802,4760,462,328,325,122,257,1267,738,338,341,482
"TMCO1-AS1",50,17,9,17,22,21,8,13,21,37,24,45,26,40,20,27,23,26,40,25,41,22,33,12,26,24,24,51,129,86,155,58,70,9,218,16,17,19,33,19
"ZFP64",1185,925,578,625,1436,1580,597,829,1358,784,932,1497,936,1438,828,878,1272,766,1305,765,1723,1827,1534,943,1496,1453,2470,1665,2252,1431,632,1041,3079,550,2610,2316,1421,5056,828,1781
"PELI2",3195,1464,755,1090,2886,1065,1359,1087,2379,1619,489,3191,1074,4375,971,1336,2046,1098,1762,1127,3148,379,1115,320,1385,466,236,127,1583,168,618,565,1230,494,434,300,951,604,291,982
"CCR4",158,49,95,38,32,55,116,13,51,40,11,64,18,31,28,11,92,58,295,34,267,286,26,38,579,25,48,102,1820,256,58,123,44,27,145,54,281,99,58,75
"ACE",542,575,1031,1404,966,734,1241,1629,883,1419,625,1836,1532,1078,1415,290,708,933,1337,762,2512,1029,1047,331,1567,621,719,324,1684,2270,946,443,363,425,1338,617,1437,2413,622,680
"GLE1",2571,2141,1166,1269,3262,3017,1423,1827,2269,1860,2628,3479,2122,3490,1946,1618,2779,1860,2627,1742,5794,3181,2546,2845,2972,3434,2691,3216,7002,3875,5264,2606,1133,1703,5128,2156,5838,1885,1758,5811
"CARMIL3",74,94,33,27,99,24,52,33,79,41,71,119,63,141,54,53,79,134,77,112,50,126,87,93,48,42,63,315,74,28,60,32,221,49,8,195,73,76,79,54
"FER1L4",163,136,56,63,309,241,43,27,179,33,117,318,78,185,484,76,128,214,124,167,170,371,682,27,166,101,107,603,258,231,97,129,119,29,889,226,42,2540,84,397
"C11orf58",13447,8817,6293,5238,10763,8297,8158,7091,10262,8125,6283,15055,7744,16617,8737,7336,10317,8109,12233,7442,19252,7310,9982,6871,11034,6939,8420,9021,21068,11224,15389,9235,11987,6889,14609,7591,16371,7595,6820,17850
"CCNO",82,201,203,29,183,143,77,12,135,228,214,150,199,208,81,85,166,157,156,110,655,174,7,1768,769,178,6,264,823,5,319,2301,201,253,2704,263,187,317,31,791
"AL356489.2",303,91,149,130,99,40,160,263,108,33,44,141,121,82,102,47,183,63,169,71,36,1,9,5,47,5,4,0,73,2,15,14,2,43,48,2,9,14,4,50
"ZBTB8OS",911,738,565,417,750,846,688,606,694,846,953,1048,703,1052,752,615,894,769,1076,549,1608,1382,840,875,1035,943,917,651,1304,1299,1245,737,672,787,831,1286,1400,990,588,1328
"MYCT1",2436,778,2215,1550,1518,885,1848,2968,1089,1475,692,6045,1967,1881,1261,686,1308,636,3829,1021,1856,544,688,377,2338,354,481,193,2403,188,276,520,126,565,305,166,1309,404,1159,1717
"HERC5",1640,581,594,581,1031,768,659,584,784,647,411,1323,1328,1358,537,637,881,864,3627,852,558,1048,183,129,1364,2334,131,1740,1499,15338,124,252,550,196,156,1905,912,194,644,2819
"AC147067.1",6,54,19,55,32,59,17,69,26,40,23,56,64,50,33,32,49,8,24,38,15,66,17,25,32,39,10,9,29,9,16,79,65,65,21,66,43,33,21,3
"RAI2",1694,2175,1847,2430,2148,2412,2793,3357,2220,4353,1502,4192,2188,2033,2709,1095,2076,1799,3076,2153,3622,510,9405,675,2461,273,1277,1181,11658,149,737,2387,908,1118,1133,243,1589,549,434,840
"ACBD6",1924,1307,1040,868,2168,2312,1280,1147,1719,1678,1928,2369,1400,2456,1309,1793,2019,1445,1826,1373,2713,4420,2145,1330,2270,4482,2499,2514,3424,1586,2640,2709,1419,1241,4766,2775,2288,2285,2665,2005
"PNMA3",14,40,23,23,86,55,19,13,38,10,30,57,26,66,42,19,94,18,48,26,10,37,5,4,27,1005,1,11,65,24,13,16,15,23,3,345,15,16,6,0
"MAPK14",5483,3803,2736,3203,4833,4543,3114,4978,4112,3363,3080,7829,3949,5798,4005,3161,4800,3262,6519,3035,7510,4259,3712,3192,6060,3902,4263,4494,8487,6766,5360,2640,6577,1850,5573,4484,6791,3785,1883,9961
"SULT1C2",211,7,143,20,11,62,192,225,3,70,12,8,12,5,125,1,72,111,268,2,10,254,21,137,36,1,6,1069,83,55,22,9,21,1,760,31,190,12,24,12
"FKBP7",1285,885,685,657,1200,898,906,665,1148,1093,719,1552,804,1062,783,633,922,906,1446,679,1857,874,588,597,2009,443,349,681,2147,674,537,1086,910,589,843,2138,1232,425,584,1747
"GNG12-AS1",219,200,38,57,166,70,75,121,153,92,119,186,87,218,65,103,152,200,116,113,104,36,32,23,92,19,19,31,120,38,103,80,57,18,31,39,119,13,38,32
"AC007731.1",62,15,19,11,69,10,3,23,45,2,5,60,26,85,54,4,27,43,55,24,96,82,101,22,86,24,36,89,166,91,90,26,33,24,110,61,65,52,17,42
"PDS5B",6906,2756,1866,1738,5144,2988,2389,2604,4063,2902,2270,7770,2893,6553,2400,2711,4185,3490,4706,2977,7260,3780,6845,1669,6632,2382,3465,3349,9304,3683,6590,2543,5365,1535,7312,2709,6323,3194,2661,9387
"TBC1D9B",6544,7853,6573,9033,13836,7947,6136,18491,11151,10899,9630,15777,11227,10201,12313,7315,10799,8580,11076,7584,14420,15093,17399,13665,12788,4710,13511,11154,23091,7521,8558,8138,8191,4473,30165,9489,14568,13339,6166,7392
"ENOPH1",2521,2092,1212,857,2755,2606,1403,1206,2051,1780,1863,2528,1358,3368,1547,1975,2717,1478,2638,1335,4671,3575,2534,2145,2718,3697,2245,7328,3318,8768,2202,1943,2432,2239,4001,5200,5608,2830,2075,4833
"GPI",6736,8313,6847,11544,10309,10506,6237,12851,7962,8885,11804,9370,12917,9203,12937,6306,10226,7211,11790,5453,15296,24149,7990,10084,11316,50351,17600,11867,16542,8085,5534,8985,21772,12743,25914,16558,32471,19931,13980,20704
"ZSCAN4",28,4,6,15,8,6,15,1,13,2,2,36,2,9,2,2,8,9,7,11,5,1,0,2,6,0,0,0,1,17,1,3,0,3,0,1,0,2,130,1
"SYNE3",2412,1076,2683,7418,2885,1905,3658,17414,2485,2998,1282,6828,6387,1414,7018,545,1529,1605,10746,1726,671,425,1040,223,4441,621,362,153,5540,648,973,776,1032,744,768,634,1469,836,516,2129
"ARHGAP42",1714,704,635,1132,1459,614,727,1990,1043,850,486,2172,1451,1765,1308,544,892,1399,1904,952,1416,389,468,223,1905,717,302,264,1595,4051,477,908,310,350,691,2816,5090,821,377,1298
"PNRC1",8896,10303,6624,5012,9266,5715,6929,7212,9352,13991,5632,14596,5621,13932,5654,8334,7043,8274,11584,3955,6851,3639,3130,4249,6962,9058,1195,2107,11272,5663,4288,4439,9693,4839,4214,5598,5632,2457,2043,6344
"FXYD3",66,104,36,17,138,94,16,9,83,21,86,163,33,179,54,39,77,113,69,51,191,201,180,38,77,64,146,35,107,144,145,49,22,44,64,219,314,305,222,122
"AC093827.3",23,39,13,14,24,19,13,22,28,19,42,40,20,33,25,13,11,17,31,15,38,22,29,17,19,11,8,18,24,30,15,6,17,20,20,8,20,7,13,10
"CLK3",2934,2626,1576,1771,3907,2529,1671,2311,2990,2345,2470,4905,2676,4735,1787,2144,3267,2284,2723,2535,3810,2405,3056,2245,3224,1584,2086,2041,4957,2657,1916,1458,2099,1730,1373,2490,3207,5611,1717,1814
"AEBP2",5726,2378,1612,1286,3715,1562,2367,1356,2776,2581,1097,4565,1742,4534,1571,1829,2935,2178,2966,2168,5072,1450,2530,927,2291,2229,1498,1825,5363,2788,2496,1657,3204,1281,3789,5097,3588,1463,1542,3817
"NCF1B",8,30,52,72,20,26,117,47,24,76,44,31,52,22,44,18,20,56,75,26,29,127,16,53,135,11,8,21,110,199,5,42,20,16,11,43,78,9,13,17
"ZMYND11",12042,6981,5182,5328,10578,8396,6527,7446,8739,8047,5053,16235,7004,12803,7526,6256,9128,7309,11228,7123,17672,9457,9740,5580,9873,5960,5451,7127,14612,11616,18347,8380,5796,5378,18288,17863,11754,14267,6098,13872
"RPL12",69055,70358,21910,14819,67109,87078,36949,18332,71239,47763,90357,40821,23753,79235,28913,91302,78490,36956,43969,31372,36987,48511,25822,32653,50313,21718,20781,37847,46676,12097,18117,45916,29177,46812,30309,32269,47287,15820,78254,23858
"AC010615.1",110,37,53,15,108,37,32,27,91,18,25,234,50,103,53,39,43,42,133,41,546,91,204,73,146,34,60,261,236,11,313,43,45,25,80,37,173,46,45,330
"PRMT7",1175,1562,921,1025,2063,2420,1141,1330,1709,1542,1910,2180,1617,2657,1175,1557,2746,1368,1721,1625,1689,2045,1919,2335,1455,1999,1930,1842,2628,2123,1362,1285,990,811,3579,1536,2026,1793,889,718
"ASB7",2007,1305,810,732,1804,1245,781,990,1513,959,970,2575,1002,1986,1073,1147,1356,1072,1834,1031,2557,5098,1714,769,1753,2026,1221,1433,3235,1399,2254,816,1204,742,2935,1195,1853,976,689,2100
"GATB",963,875,704,955,1395,1361,816,1283,1172,1112,1332,1372,1306,1433,1045,955,1450,864,1290,777,1878,1008,1717,1118,1670,1061,1247,1126,1053,617,797,920,3503,973,2125,913,2796,1076,1549,1465
"TMED5",7711,3273,2847,2615,5772,2467,3056,5311,4221,3625,2125,8425,4700,5486,4195,2700,4401,2976,6361,3212,13713,3348,4000,3908,5524,3553,5138,4522,9913,7952,6944,3549,9474,2850,3290,6106,7890,2977,3603,12847
"AC021752.1",53,21,19,10,16,26,8,10,28,24,19,31,3,33,11,12,28,24,13,12,28,3,6,5,7,10,4,4,21,17,45,8,2,9,5,13,15,11,5,5
"FBN1",7199,1650,7886,58325,27300,4952,22483,66823,6374,32343,3291,25570,29432,4344,42511,2099,2839,8165,33995,7467,44715,28824,7660,14490,39533,5463,10065,11636,61469,9228,43567,26682,39264,7210,31630,18248,33019,13808,16790,74917
"CUL5",4807,1906,1703,1379,3831,1796,1870,2020,3417,1778,1212,5545,2126,5381,2089,1705,2514,2342,3965,2226,6942,1067,2875,2050,3305,1852,2038,2613,4913,4772,8016,2278,4707,1287,4692,3230,6160,3455,891,4002
"FAAH2",698,640,229,58,635,549,369,18,739,684,822,853,462,1292,402,586,962,719,317,537,6113,1202,1798,1657,911,1875,1578,1229,1803,841,1222,1249,248,649,641,718,1574,1221,925,1162
"PDHX",2660,1424,1192,1582,2636,1942,1220,1862,2035,1294,1482,2640,2009,2822,1932,1541,2177,1610,2598,1243,5670,3676,2415,2287,2174,1889,1683,2496,3469,3523,4352,1765,2117,1236,5266,3080,4083,2184,1387,4185
"AMZ2P1",885,427,455,374,693,682,511,580,699,522,484,1397,540,979,544,682,1164,677,755,535,1981,2674,692,317,661,506,555,1316,1039,710,413,555,909,491,678,813,754,484,300,1262
"CD3G",660,202,193,37,41,144,179,46,323,122,62,267,51,358,86,105,250,116,623,119,316,383,16,40,767,64,28,148,1508,528,30,218,40,25,12,64,421,40,75,70
"LINC00667",4878,1930,1615,1674,2510,1869,2647,2647,2509,2015,1781,4371,2478,3690,4086,1774,2376,3101,3886,2189,2695,921,2251,911,2414,1176,1505,2586,4693,2300,2420,890,1903,1109,424,1353,1827,807,522,3898
"ALDH3B2",1608,4766,10720,346,2390,6512,504,94,3263,6863,9755,4535,1932,4895,3921,516,5596,4056,4966,2223,14182,16329,413,107843,12761,422,353,9235,1327,270,1149,993,25489,3675,1594,732,11376,4390,4089,19222
"RAB7B",1263,932,549,713,1446,881,791,1862,933,817,627,770,1319,891,731,754,738,848,1383,641,434,367,130,149,983,1868,353,150,2054,645,124,339,213,251,606,484,496,158,163,387
"ADAMTS14",21,10,18,49,186,27,27,26,28,17,9,19,27,42,16,12,21,83,49,10,334,617,291,212,178,133,203,543,514,244,266,313,167,91,1738,260,1268,753,46,386
"LINC02511",96,18,68,121,134,47,160,162,57,90,57,230,129,37,94,38,38,52,214,43,50,3,0,2,36,0,0,0,97,6,6,1,0,0,2,0,4,2,13,23
"RABGAP1L-DT",27,40,2,5,16,9,11,6,6,18,1,28,12,25,5,6,23,15,9,8,14,15,3,2,20,15,9,10,22,28,14,10,4,9,3,20,9,6,12,6
"AL161787.1",98,51,26,19,61,47,45,24,49,50,42,48,32,132,25,53,60,50,49,32,42,54,29,18,78,35,18,36,80,21,34,61,29,37,79,71,108,11,32,101
"LGALS3BP",10477,17203,18018,20821,29546,25704,18059,34367,16673,25343,25706,22002,49255,16033,21727,11067,21931,17823,43981,17023,35889,52877,22130,3901,31433,89988,18761,19975,32253,95133,15825,15807,56566,19182,12351,26615,29706,17219,28143,23783
"DYNC2I1",1873,1340,997,940,2068,1347,1261,1671,1505,1804,1048,3215,1649,2276,1437,942,1470,1370,1859,1405,4023,1156,2032,361,1918,2010,1617,1978,3993,669,1059,1702,924,575,3505,737,1990,2234,686,1169
"SERINC1",32113,19063,16430,19353,29131,18001,22211,36834,22528,26079,16245,44506,23836,29060,27284,16560,23399,17947,35666,18371,43549,11587,20739,19098,27865,13557,10263,15387,39208,12377,39435,14841,24655,9770,25329,15508,25758,21516,17016,27786
"KLK6",447,795,157,123,1502,487,664,0,313,2137,497,260,446,892,283,555,572,635,329,551,23,50,3,0,347,2334,8,1,39,66,7,52,7,90,5,5208,24,58,37,0
"AC144530.1",220,268,58,33,277,142,67,30,256,252,121,108,37,259,98,230,159,114,167,39,174,100,60,99,147,104,34,90,313,37,132,306,58,155,152,56,264,35,123,61
"FAM155B",47,50,59,25,68,185,30,126,75,83,175,150,71,163,42,68,140,99,276,45,362,736,148,224,73,214,288,17,403,31,62,126,575,100,312,201,226,806,101,178
"BDNF-AS",337,261,141,107,383,239,237,143,284,230,205,379,176,400,186,196,267,259,254,205,353,125,123,83,203,107,79,138,568,176,218,323,23,119,158,308,329,403,154,100
"BIRC5",161,398,56,88,343,1113,182,94,106,209,318,43,81,262,135,79,186,273,198,378,607,2268,917,1238,1281,5306,4189,3717,645,4627,463,608,9523,115,1739,4064,1598,408,1129,3969
"TUBA3E",5,0,4,3,32,12,0,2,3,12,24,14,1,148,51,121,3,43,6,8,284,16,61,13,81,3,135,247,109,6,16,15,30,2,46,6,333,22,12,3
"SIK3",5006,5061,2763,2079,5725,3115,2953,2897,5068,5683,3402,8804,3831,5879,4295,3125,6152,6968,5131,4291,8803,2538,5342,1231,4529,2528,1586,1475,5097,4264,10195,1392,2577,3390,1839,4879,6244,2539,1943,2063
"DIP2A",3419,1739,1472,1541,3735,1713,1703,2302,2948,1877,1255,5542,2071,4389,1700,1595,2257,2180,3240,2336,4254,2770,1940,2264,3171,2391,2345,2830,5446,1640,2497,1117,2340,1308,4157,7555,3832,2364,1654,2378
"UCKL1",1200,1294,814,880,1537,1638,1067,1042,1447,1343,1249,2494,1348,2191,1090,1084,1482,1165,1224,1136,1571,4012,1692,820,1098,2428,946,1774,1730,2266,501,786,932,464,2047,1448,1960,11370,892,1523
"SPCS1",5288,4541,3578,2018,4866,5552,3628,2534,4997,5085,5528,5350,3372,5581,4197,4476,5187,4274,5637,3065,14461,6737,7119,5034,8529,5458,11022,5045,9953,2899,2671,5723,9428,5455,12256,5627,8807,6007,3911,12994
"NOC3L",3043,1245,1003,633,1893,1161,850,848,1623,1041,794,2452,1090,3108,911,1234,1797,1684,2464,1190,2495,969,1443,1001,1892,2025,998,1994,2741,1142,2211,956,1777,747,1487,1771,3305,1674,984,1778
"BTD",3070,2129,2564,3430,3933,2314,1884,9165,3325,2702,2242,5556,4419,3638,4919,1850,3002,2770,4650,2612,5843,3745,6557,3638,5114,1155,3571,2552,6244,1159,8810,3480,2436,1891,4318,1808,5661,1234,2011,3560
"LXN",1291,1346,666,453,1394,1143,1418,622,953,1532,1308,1475,1185,2134,988,746,1074,1159,1957,1590,594,967,1008,315,1250,1322,755,618,2255,1082,781,785,428,920,360,253,3881,494,611,871
"SFMBT2",2870,1073,941,817,1688,929,828,461,2092,1261,1555,3450,972,3699,1494,1270,1606,2344,3026,1260,2079,720,419,999,2495,3100,441,284,3095,2769,2414,766,1127,961,489,562,3317,493,305,1011
"AL139289.1",45,104,57,21,64,60,45,65,75,65,74,87,60,106,56,74,95,47,70,52,43,37,41,13,44,141,23,44,49,16,23,53,35,48,54,137,72,58,45,23
