"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g73",185986,110148,52938,191077,46324,169742,76578,135723,102539,125002,148784,223598,56356,138922,64518,166372,89661,135702,117108,182750,314623,243652,164440,96217,270347,205854,250480,564200,184340,322860,218838,96666,93795,127353,307072,142738,222023,131384,269730,119531
"g74",131515,162588,122875,201522,140040,184649,151945,256309,133362,226714,173447,109173,133362,99042,156906,114020,86300,279138,168277,147812,412271,173687,237194,216141,279698,389370,721167,520880,217029,773868,331992,140665,110978,513746,311276,119455,419462,232991,364984,337694
"g75",34223,20996,30511,37602,20883,36792,18096,50808,30436,45789,34099,36517,19028,27927,17588,24978,23908,30523,19425,29431,45873,61065,32394,30431,48882,31188,93652,96358,92486,18737,62374,34306,27647,33828,43134,33335,83876,42999,36107,21700
"g76",78693,73090,75810,52267,91872,132269,52521,49016,104575,266876,84694,97521,82968,106071,61602,105355,56051,140559,96517,56283,244692,234409,146075,130668,208736,262577,234270,195256,297430,219071,176586,49986,75175,684330,201254,115605,150974,200968,807331,178319
"g77",146054,39274,70826,68997,57809,34975,51254,76618,48570,60066,41518,60327,49515,46597,73379,68167,45602,49385,28297,58030,191166,92783,91663,117273,141834,86093,157003,104436,146009,92865,184046,55887,35253,218902,48879,26151,66756,89015,45036,62727
"g78",31034,24903,2124,20492,21664,20074,3503,38974,9730,17844,3132,9128,8567,1048,16416,17650,44401,22463,3129,6331,29204,25383,16754,27984,17232,58749,14384,25800,8390,56368,658,20762,5235,4535,27682,17368,42659,13384,8680,33733
"g79",188,369,328,757,249,181,471,630,479,353,310,197,262,521,546,338,256,550,145,230,452,477,76,98,581,240,475,312,645,322,172,96,354,1263,386,101,212,106,323,116
"g80",45,81,1286,633,568,116,718,898,757,29,105,41,27,64,338,2043,652,0,619,182,2199,371,481,97,24,1514,2080,28,53,22,400,29,321,5630,1062,74,998,454,4073,67
"g81",2582,2718,1060,3292,1036,1549,339,2185,3142,1507,2671,2938,1618,1969,967,3813,568,5680,1082,1833,3810,4112,2725,4426,7082,2395,6493,5330,2254,2026,8018,7276,9117,9802,5420,941,542,6141,13908,895
"g82",71515,61094,68442,51565,25527,55205,47304,59286,40529,95891,55625,52850,39451,34898,30268,107009,58455,26627,43386,34631,123249,60118,33349,38843,58746,36796,128472,71708,92072,60077,91554,43285,33107,175359,48090,24439,80409,64366,77654,46403
"g83",23680,115587,22673,62734,73434,23670,81349,116344,89405,51961,38715,104070,19094,40928,83455,62758,33046,150224,145304,36435,72596,168308,46556,93937,73946,132685,86912,127568,123668,199781,88208,29007,61339,29273,94979,22693,115584,33994,123358,53564
"g84",359,3128,3729,975,1609,2159,3753,167,2406,723,18,1026,1292,450,517,2216,155,1031,23844,1307,4059,202,1192,918,2202,697,3600,1600,2826,1110,1442,1349,262,3029,669,553,1898,265,936,389
"g85",121714,97266,107705,185028,44234,206255,79044,38708,178496,105018,238122,115471,105934,132576,103841,178612,104265,114190,97362,99715,105396,275033,91453,110441,242610,158253,291450,291345,120308,122426,111920,151296,69256,165406,83936,58967,138728,244605,337844,193781
"g86",9988,1544,1514,5528,1630,10674,196,633,5374,4573,72,6416,10079,7089,2209,7414,2856,537,183,3161,426,588,396,2193,7550,1331,21231,305,4121,9064,1280,1079,756,12038,1523,262,2538,115,497,1351
"g87",30247,35532,33809,55116,30456,80900,45714,49566,36466,67799,48239,50624,12804,58375,30945,72256,30010,72340,43038,51575,92634,73461,97713,114498,238078,41961,114413,74145,142667,175446,155880,45237,48123,119559,92567,16181,98922,70112,246528,106587
"g88",11178,8810,4193,7687,884,6472,10000,8839,5373,14979,5724,5189,6839,5438,2176,4234,6773,3385,8470,9384,2877,3862,3550,3948,5238,5998,11268,7055,4125,8069,9518,6149,9341,11688,2671,921,5756,3680,11448,10428
"g89",91451,113306,52145,142162,123873,250735,165207,174031,135990,162870,133689,124330,125769,117531,73949,286775,222402,159489,199041,132346,93647,186577,116589,91932,223256,51349,210836,77750,92042,96815,156836,100146,61141,240782,197121,17469,176693,60494,208036,132954
"g90",46361,17325,26141,62179,50696,31872,9836,28206,54614,59839,39858,35625,51548,32837,25302,58065,42318,85092,65983,20135,65848,173815,89074,66647,235778,26881,69760,305116,22530,208929,81702,55662,48871,440552,132791,10955,42243,48571,544983,179189
"g91",1221,1345,1406,1761,953,1780,1153,459,1286,5258,1346,3772,1541,1598,682,767,923,851,1502,945,1929,1398,239,852,2324,1181,4383,2173,810,1779,958,959,868,3322,1364,1326,1834,1441,1938,1850
"g92",27414,21777,55062,42611,16492,48152,53875,60573,58022,31529,32897,46152,25170,35708,37837,17816,27917,41490,28792,58621,57079,69126,55810,72104,36166,75074,99109,148722,63704,133410,76200,56253,47999,155273,101473,26542,179772,24934,110064,49984
"g93",13470,32156,28111,59097,18842,53321,20030,29793,26758,28642,28827,24323,21931,40700,20863,19616,32316,29298,21652,27153,25350,23971,17531,30452,50908,18666,67767,27022,44262,29170,21100,20994,4275,34224,41793,18642,24786,13673,19345,33347
"g94",43759,23891,34508,50134,29875,63922,18696,27862,41194,17703,8255,26193,20239,25979,26853,29198,64119,89002,39734,43589,21524,32781,29735,25263,20180,41077,29812,32586,58917,14009,39966,16161,11493,35933,53347,15485,28830,44350,8807,10009
"g95",33424,18722,9207,31754,21144,28321,32333,10933,18466,34058,18827,18763,9789,22204,13444,15319,22905,31044,17743,18911,43315,23825,16016,15557,31455,23762,65838,36022,21276,30146,37660,17562,20147,30385,22983,8693,25793,7488,13141,22337
"g96",179514,132680,204252,258839,205747,408693,120081,236149,606248,347729,402993,550930,49876,577940,146065,367963,220180,95421,549487,333339,66335,184591,389161,247454,314666,547819,739784,131318,578589,191051,687024,144838,347803,554583,308877,30450,207206,62350,360464,433359
"g97",10695,71204,25200,25009,19935,71103,37787,35090,23772,51795,61546,55583,18634,41732,74621,86976,27482,10822,12478,51533,28703,51954,16220,25343,26693,16324,106290,62394,63376,61925,13178,34797,7714,64803,17217,34119,34644,25621,70623,22522
"g98",101867,48006,20458,94511,111833,174356,31887,94231,87879,54276,134525,148067,64255,102776,50590,80463,114237,129412,161308,58741,69836,163504,38622,58409,142220,110622,89100,23120,90327,98810,100672,38125,33782,294138,63683,40511,178506,90595,58719,63741
"g99",46117,124698,110904,93735,89758,132333,66800,194012,160444,143044,73429,176779,78424,70591,50931,71124,95177,129206,188496,116868,49186,104810,41674,62496,84246,43422,164298,231406,53362,70820,175578,50187,29730,134939,51961,35734,41319,25534,118000,87691
"g100",6579,4309,8115,13740,9390,11117,6076,17481,12896,30236,29929,13169,8980,34642,17869,42121,7575,22488,17957,39358,17072,62117,22390,23542,29992,6716,51366,15657,20091,17339,50076,12776,29002,54816,34390,12374,73692,31349,45204,12406
"g101",14112,13639,10855,28939,8477,20080,18289,11379,20804,26286,11210,17396,4789,16965,7228,13744,6710,15586,16460,14631,30506,18636,11006,14629,23520,8685,12016,33261,20457,6706,18778,8255,18630,9336,15635,4059,29338,44261,15486,12047
"g102",130132,117432,124357,175100,91438,140989,119754,164741,113691,144817,180757,200017,82018,134952,110570,149721,105585,228996,135129,168377,284642,137261,186310,222378,140123,207516,564597,301055,147307,151910,305192,117294,129441,440022,253915,171960,142773,194215,135690,296466
"g103",115916,80765,63387,126453,56506,128414,91154,58244,255795,145256,151028,167832,66541,125271,59782,140180,79305,160798,94392,146977,231404,218558,66848,98726,138127,204235,304160,214589,311841,154508,256976,106058,107555,226352,133192,76855,125247,143331,239650,112866
"g104",32735,13621,9743,30537,5996,13225,11303,9436,28460,16336,17093,21527,19967,22161,14839,6441,13577,14837,12817,15320,29758,20546,8290,29437,24395,24734,60445,46098,12361,67485,10074,15612,9959,31186,17546,3516,27523,11244,15052,29074
"g105",58728,208348,15338,81950,82392,70990,382831,288657,145363,64270,188412,352403,11720,28321,168619,273791,22944,271304,179709,85156,66255,106648,33975,49718,89672,35930,379930,71018,56246,1163,97934,23047,143049,64641,45310,143483,47600,118830,119822,26306
"g106",26681,35994,47274,38820,24100,48085,38831,47069,58998,47801,47673,60451,21933,35671,13423,28460,23341,61893,25471,38807,31916,20053,30722,26875,35370,29447,101529,40976,83126,51048,56004,18180,12563,67584,38153,12483,68162,31924,70968,37613
"g107",283326,113188,181992,332833,142635,425412,160031,97541,257319,297646,194761,189337,167562,143029,139393,142288,214730,339157,286256,182107,223706,265269,129375,185241,428144,229437,1117225,231270,199274,285866,313744,153658,52069,689020,276578,142448,293542,230261,346296,331560
"g108",107399,84849,73971,52325,55563,166593,130630,42314,171077,144652,104524,39349,105737,54057,94954,98534,70834,76086,89755,69937,148971,125219,355587,129869,230308,157193,497487,156516,134518,201674,148075,187790,121997,495370,137499,111876,364131,103888,360648,192646
"g109",823447,186137,250292,588789,524612,136206,222930,402829,647715,135165,398540,362089,300294,391306,289567,120097,255225,1160932,356446,209366,246016,706649,210495,412622,761721,74082,478284,1297248,647400,180404,891988,262789,222858,501150,620127,421004,218305,680909,474159,1491277
"g110",33474,1417,10223,24374,1433,6047,14166,1782,3099,39773,4090,2103,12240,14966,5478,819,2968,12446,8145,15653,19326,30790,1807,12351,2736,24578,88298,53768,9069,4464,44126,6132,2066,18492,4327,3389,29682,2541,1452,31170
"g111",168723,230516,95016,121194,21765,195220,50608,295304,210623,209250,154712,158775,103312,95146,82900,3000,123202,175657,51570,147798,234837,273581,4798,8761,209256,84218,22585,122300,127082,288630,127846,11750,68719,147488,220924,96354,247174,36871,115634,163773
"g112",2118,4672,5388,2536,24565,66660,12268,8923,21338,2426,33017,2734,13693,11177,4122,56526,20622,46978,22276,7040,1560,2197,7873,15589,37386,12751,153440,12793,53260,11788,14276,6438,118,6886,12827,8793,608,4075,1496,11051
"g113",196797,88321,80518,199203,98043,182450,117705,146662,148717,306617,181376,217478,65481,166523,95041,190403,113229,261345,173195,138462,107735,124448,51596,92186,99812,51267,205611,122016,130220,115156,221352,42890,40267,191468,199742,28866,142935,55924,113411,138915
"g114",213,1,4366,221649,1310,45,20,4647,50830,31539,42,534,230,17436,502,28,0,489,2834,0,0,53192,20371,757,121797,441,35672,77651,2674,7,518,7394,7254,645,418,0,0,0,18274,1569
"g115",51040,33403,61646,12570,32755,51883,44758,52617,58651,90663,44602,17354,42762,36981,30461,91762,25180,33373,31990,49224,133886,133130,91337,84718,104315,89283,107700,143379,116493,69010,165094,17161,31052,228509,94624,57377,63527,126588,87444,30087
