"","sample38","sample108","sample50","sample92","sample83","sample29","sample73","sample89","sample106","sample110","sample66","sample36","sample3","sample23","sample102","sample80","sample91","sample87","sample97","sample71","sample21","sample53","sample2","sample99","sample81","sample60","sample11","sample15","sample43","sample40","sample17","sample64","sample54","sample6","sample58","sample84","sample12","sample82","sample42","sample93","sample148","sample218","sample160","sample202","sample193","sample139","sample183","sample199","sample216","sample220","sample176","sample146","sample113","sample133","sample212","sample190","sample201","sample197","sample207","sample181","sample131","sample163","sample112","sample209","sample191","sample170","sample121","sample125","sample153","sample150","sample127","sample174","sample164","sample116","sample168","sample194","sample122","sample192","sample152","sample203"
"SCRN2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,6,2,3,6,2,6,2,2,3,1,2,3,4,2,2,2,2,2,4,2,4,4,2,1,2,2,4,1,2,3,3,2,4,3,2
"MSX1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,4,2,1,2,2,2,2,1,1,4,2,2,2,2,2,4,2,2,4,2,1,2,2,4,1,2,2,3,2,3,2,1
"HLF",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,6,2,6,2,3,6,2,6,2,2,3,2,2,3,4,2,2,2,2,2,4,2,4,4,2,1,2,2,4,1,5,3,3,2,4,3,2
"DIRAS3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,6,1,2,4,2,2,2,2,4,2,2,1,4,2,2,2,3,2,2,2,6,4,2,1,3,2,2,2,2,3,2,2,3,3,3
"GNB2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,3,1,2,6,2,2,2,6,2,2,2,5,2,4,2,3,4,2,2,4,4,4,1,2,2,4,2,4,3,3
"ANXA3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,2,2,4,2,4,2,2,2,2,2,2,4,2,2,2,2,2,4,2,4,4,2,1,2,2,4,1,2,3,3,2,3,2,1
"ZCCHC14",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,3,1,4,2,2,1,1,5,2,1,1,2,1,2,2,3,1,2,2,3,2,2,1,2,2,1,2,1,4,2,1,2,2,2
"TLE3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,6,1,2,4,2,2,2,2,2,3,2,2,4,2,2,2,4,2,4,2,2,4,2,2,2,2,2,1,2,3,2,2,2,2,2
"ATP5F1D",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,4,2,4,2,2,1,2,2,2,6,2,2,2,3,2,3,2,3,4,2,2,2,4,2,1,2,3,2,2,2,2,2
"ZNF256",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,6,2,2,4,2,4,2,2,3,2,2,1,6,2,2,2,4,2,3,2,6,4,2,2,2,4,4,1,2,2,6,2,4,4,5
"MFAP3L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,2,2,4,2,2,2,2,3,2,2,2,4,2,2,2,2,2,4,2,4,4,2,1,2,2,4,1,2,2,3,2,3,2,2
"VAMP2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,3,2,1,2,2,2,2,1,2,1,2,1,4,2,2,2,2,2,4,2,3,4,2,1,2,2,2,1,1,2,3,1,4,2,2
"RSL24D1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,1,2,4,2,2,2,2,2,1,2,2,4,2,2,2,2,2,4,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2
"CCL21",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,6,1,2,4,2,2,2,2,3,1,2,1,4,2,2,2,6,2,4,1,4,4,2,2,3,4,2,2,2,2,3,2,4,2,2
"DENR",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,4,2,2,2,2,3,2,2,2,4,2,2,2,2,2,4,3,2,4,2,2,2,4,4,2,3,2,4,2,4,3,2
"CREB3L2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,1,2,3,2,2,2,6,2,2,2,5,2,6,2,3,4,2,1,4,4,4,1,2,4,4,2,4,2,3
"AC012181.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,3,1,4,2,1,1,1,2,2,1,1,2,1,2,2,3,5,2,2,3,2,2,1,2,2,4,2,1,4,2,1,2,2,4
"SAMD1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,4,2,3,2,2,3,2,2,2,6,2,2,2,3,2,3,2,3,4,2,2,2,4,4,1,2,4,2,2,4,2,4
