"","sample77","sample51","sample86","sample57","sample25","sample43","sample75","sample82","sample107","sample54","sample50","sample73","sample96","sample90","sample66","sample37","sample56","sample70","sample42","sample78","sample18","sample40","sample9","sample47","sample71","sample97","sample76","sample68","sample22","sample45","sample10","sample95","sample7","sample60","sample83","sample101","sample110","sample106","sample29","sample89","sample23","sample92","sample31","sample1","sample65","sample24","sample13","sample30","sample79","sample69","sample63","sample58","sample27","sample11","sample88","sample35","sample100","sample102","sample3","sample105","sample187","sample161","sample196","sample167","sample135","sample153","sample185","sample192","sample217","sample164","sample160","sample183","sample206","sample200","sample176","sample147","sample166","sample180","sample152","sample188","sample128","sample150","sample119","sample157","sample181","sample207","sample186","sample178","sample132","sample155","sample120","sample205","sample117","sample170","sample193","sample211","sample220","sample216","sample139","sample199","sample133","sample202","sample141","sample111","sample175","sample134","sample123","sample140","sample189","sample179","sample173","sample168","sample137","sample121","sample198","sample145","sample210","sample212","sample113","sample215"
"AC009242.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,3,1,3,3,3,1,2,2,6,2,4,4,4,5,5,2,2,4,2,3,2,2,4,3,2,3,4,2,5,3,2,2,2,4,6,2,3,2,2,6,3,4,2,2,3,3,2,3,4,4,2,4,2,2,2,2
"MYO16",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,2,1,2,4,3,1,2,2,3,4,1,6,3,2,2,2,2,4,3,2,2,2,4,2,2,4,3,2,2,6,2,2,2,2,6,2,4,2,2,3,2,4,1,2,4,1,1,4,5,4,1,3,2,1,2,2
"RELL2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,1,3,4,2,4,2,2,2,2,3,2,2,4,4,2,4,2,2,3,2,2,2,4,3,2,4,6,2,2,4,3,2,2,4,5,2,2,2,2,2,4,6,1,2,5,1,2,2,3,4,2,2,3,1,2,2
"GLYATL1P1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,2,2,4,4,2,2,2,2,2,3,4,4,2,3,2,2,3,5,4,2,2,4,4,2,5,3,1,4,4,2,1,2,4,6,2,2,2,2,3,3,4,2,1,3,2,2,5,3,4,2,5,2,2,3,2
"STARD7-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,2,1,3,3,3,2,2,2,2,3,3,4,4,4,3,3,2,2,3,3,2,2,4,4,2,5,3,2,3,3,2,2,2,4,6,2,3,2,2,5,3,4,3,2,3,2,2,2,4,4,1,4,2,2,2,2
"SPINT1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,2,3,2,2,1,2,1,2,2,2,4,2,3,2,4,1,2,3,3,2,2,4,2,2,4,3,2,2,2,2,2,2,4,3,2,2,2,2,2,3,4,2,2,4,1,2,1,2,4,1,2,2,1,2,2
"SLC25A48",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,1,3,4,2,4,2,2,2,2,3,2,2,4,4,1,4,2,2,4,2,2,2,4,3,2,4,6,2,2,4,3,2,2,4,5,2,2,2,2,2,4,6,2,2,5,1,2,2,3,4,2,2,3,1,2,2
"MEI1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,6,1,1,4,2,3,1,2,1,2,4,3,4,2,4,2,2,1,2,2,2,2,2,4,2,2,6,2,1,2,3,2,2,2,4,5,2,2,1,2,3,2,2,1,2,3,2,1,4,4,4,2,3,2,2,2,1
"AC124045.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,2,4,4,3,1,2,2,3,2,2,3,2,3,2,4,1,2,2,4,2,2,4,3,2,5,3,2,4,1,2,2,2,4,6,2,3,1,2,2,3,6,2,2,4,1,1,2,3,4,1,4,2,1,2,2
"NDUFAF5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,6,2,2,6,4,4,2,2,3,4,4,2,2,6,4,3,4,4,4,3,4,2,1,4,4,1,6,4,2,2,4,2,2,2,4,6,2,6,2,2,2,3,6,2,2,4,2,1,3,6,4,2,5,2,6,2,3
"AFDN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,1,4,2,2,1,1,2,3,3,2,2,2,3,2,4,2,3,3,2,2,2,2,3,0,4,2,1,3,6,3,2,2,2,6,2,3,2,2,2,3,4,2,2,3,1,1,3,2,4,1,2,2,2,2,1
"SEPTIN7P9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,2,1,4,3,2,2,2,1,6,3,4,4,3,4,2,3,2,3,2,4,2,2,4,6,2,3,4,2,4,4,2,2,2,4,6,2,2,2,2,4,3,4,2,2,3,2,2,6,3,4,2,3,2,1,2,2
"FMN2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,3,2,3,5,6,4,3,4,6,6,4,3,6,5,5,6,2,3,6,6,2,4,4,5,4,6,6,3,6,6,4,4,3,6,6,2,3,4,2,3,5,6,3,3,3,4,2,5,6,6,2,6,3,2,6,4
"AC004687.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,1,1,4,4,3,1,2,2,3,4,6,2,4,4,3,4,2,2,2,3,2,2,4,4,6,6,6,4,5,4,2,2,2,6,6,3,3,6,2,4,3,4,2,4,4,3,2,3,6,4,2,6,4,6,2,2
"MYH3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,1,1,4,4,2,1,1,2,3,2,2,2,2,3,2,4,1,2,2,2,2,2,4,2,2,4,2,1,4,3,2,2,2,2,3,1,2,2,2,2,3,4,1,1,4,1,2,2,2,4,2,3,1,1,1,1
"PROSER2-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,3,1,4,3,2,2,2,1,6,4,3,6,4,4,6,3,2,3,2,4,2,2,4,4,2,3,4,2,6,4,2,2,2,4,6,2,2,2,2,4,3,4,2,2,3,3,2,6,3,4,2,5,2,2,2,2
"ATF2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,2,2,3,3,3,1,2,2,2,2,3,4,3,4,3,3,2,2,3,2,2,2,4,4,2,5,3,2,3,5,3,2,2,4,6,2,6,2,2,3,3,4,3,2,3,2,2,4,3,4,2,4,2,1,2,2
"NXPE3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,2,2,4,4,3,2,2,2,3,5,2,3,5,3,2,4,2,3,4,4,2,2,4,6,3,5,3,2,4,4,2,2,2,4,5,2,6,2,2,6,3,6,2,2,4,2,2,2,6,4,1,4,2,2,2,2
"CDK6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,5,2,2,3,4,4,1,2,2,4,2,3,4,3,5,3,4,2,4,4,4,2,2,2,5,2,5,3,2,4,3,2,2,2,4,2,2,6,2,2,3,3,6,2,2,3,2,2,2,2,4,1,3,1,2,2,2
"KLRF1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,4,4,4,1,2,2,5,6,2,6,3,3,2,4,2,4,3,4,2,2,4,3,3,2,4,2,4,3,2,2,2,4,5,2,3,1,2,2,3,4,2,2,4,1,1,6,3,4,2,3,1,2,2,2
"IGLV2-11",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,6,2,1,4,2,3,1,2,1,2,4,4,2,4,4,2,2,1,2,3,2,2,2,4,2,2,6,2,1,2,3,2,2,2,4,6,2,2,2,2,3,2,2,3,2,3,2,1,4,2,4,2,3,2,2,2,1
"QRSL1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,2,1,4,2,4,1,1,1,3,5,5,3,2,2,3,4,2,3,3,2,2,2,4,1,1,4,2,1,3,6,3,2,2,2,6,2,2,2,2,2,3,4,2,2,3,1,1,4,6,4,1,2,2,2,2,1
"IGHV5-51",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,4,2,2,4,6,3,1,2,2,2,2,3,4,3,4,2,4,2,2,3,2,2,2,4,6,2,3,4,2,4,4,2,3,2,4,6,2,4,2,2,3,3,6,2,1,3,1,2,2,4,4,2,3,2,0,2,2
"FNBP1L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,1,3,3,3,1,2,1,2,3,2,2,3,2,3,3,1,3,2,3,2,2,4,4,2,3,3,2,6,3,1,2,2,4,6,2,3,2,2,5,3,4,2,2,3,2,2,3,3,4,1,6,1,2,2,2
"ZNF148",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,2,2,4,4,3,2,2,2,3,5,2,5,4,3,2,4,2,3,4,4,2,2,4,3,3,5,3,2,4,5,2,2,2,4,5,2,2,2,2,6,3,6,2,2,4,2,2,2,6,4,2,4,2,2,2,2
"UBE2Q1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,3,2,3,6,6,3,3,4,5,5,3,6,5,5,6,6,3,6,4,6,2,4,4,6,3,5,6,4,6,6,4,3,3,6,6,2,5,4,2,3,5,6,3,3,3,3,2,4,4,6,2,4,4,2,6,4
"AC106786.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,1,3,4,2,4,2,2,2,2,3,2,2,4,4,1,4,2,2,3,2,2,2,4,3,2,4,6,2,2,4,2,2,2,4,6,2,2,2,2,2,4,6,1,2,5,1,2,2,3,4,2,2,3,1,2,2
"SLIT2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,1,4,3,3,1,2,2,2,2,1,2,2,4,2,3,2,2,2,2,2,2,4,4,2,4,4,2,3,2,2,2,2,4,6,2,2,2,2,3,3,4,1,2,4,2,2,2,3,4,1,4,2,2,2,2
"MUC12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,5,2,2,3,4,4,1,2,2,4,2,3,4,3,5,3,4,2,4,4,4,2,2,2,4,2,5,3,2,4,3,2,2,2,4,2,2,6,2,2,3,3,6,2,2,3,2,2,2,2,4,1,3,1,2,2,2
"HTRA3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,1,4,3,3,1,2,2,2,2,1,2,3,4,2,3,2,2,2,2,2,2,4,4,2,4,4,2,3,2,2,2,2,4,6,2,2,2,2,3,3,4,1,2,4,2,2,2,3,4,1,3,2,2,2,2
"GPR55",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,1,1,3,3,3,1,2,2,2,1,2,4,2,4,2,3,2,2,3,2,2,2,4,4,2,5,3,2,3,5,4,2,2,4,5,2,2,2,2,3,3,4,3,2,3,2,1,2,3,4,2,4,2,1,2,2
"HMGXB4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,6,2,1,4,2,3,1,2,1,2,4,4,2,2,4,2,2,1,2,2,2,2,2,4,2,2,6,2,1,2,3,2,2,2,4,6,2,2,2,2,3,2,2,1,2,3,1,1,4,4,4,2,3,2,2,2,1
"SLC2A13",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,2,2,4,4,4,2,2,2,2,2,2,4,3,3,2,4,2,4,2,4,2,2,4,3,3,3,4,2,4,3,2,2,2,4,5,2,2,2,2,3,3,4,2,2,4,1,2,3,3,4,2,3,2,2,2,2
"FZD10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,2,2,4,4,2,2,2,1,2,3,2,1,6,3,3,4,2,2,2,4,2,2,6,3,3,5,4,2,4,2,2,2,2,4,2,2,3,2,2,3,3,4,2,2,4,2,2,2,4,4,2,3,2,2,2,2
"GPBAR1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,1,2,3,3,3,1,2,2,2,2,2,4,5,4,2,3,2,2,3,2,2,2,4,4,2,4,3,2,3,5,4,2,2,4,6,2,1,2,2,3,3,4,3,2,3,2,2,2,3,4,2,4,2,2,2,2
"ZNF558",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,4,1,2,2,6,4,3,4,3,3,2,4,2,2,3,3,2,2,4,3,2,3,2,2,6,3,2,2,2,4,6,2,3,2,2,2,4,6,5,2,4,1,2,3,3,4,2,3,2,2,2,2
"PRORP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,4,1,2,4,6,3,3,2,2,2,2,3,2,3,4,2,4,2,2,3,2,2,2,4,4,2,3,4,2,3,4,2,2,2,4,6,2,3,3,2,5,3,6,2,2,3,1,2,2,4,4,2,5,2,2,2,2
"TSC22D2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,6,3,2,4,4,3,2,2,2,3,5,6,6,4,3,5,4,2,3,4,4,2,2,4,3,3,5,3,2,4,6,2,2,2,4,6,2,4,2,2,6,3,6,2,2,4,2,2,6,3,4,2,4,2,2,2,2
