"","sample103","sample110","sample25","sample30","sample86","sample57","sample12","sample60","sample73","sample85","sample9","sample27","sample4","sample18","sample65","sample20","sample59","sample40","sample34","sample26","sample55","sample2","sample24","sample71","sample41","sample43","sample35","sample49","sample19","sample69","sample62","sample28","sample50","sample6","sample108","sample78","sample83","sample22","sample82","sample37","sample213","sample220","sample135","sample140","sample196","sample167","sample122","sample170","sample183","sample195","sample119","sample137","sample114","sample128","sample175","sample130","sample169","sample150","sample144","sample136","sample165","sample112","sample134","sample181","sample151","sample153","sample145","sample159","sample129","sample179","sample172","sample138","sample160","sample116","sample218","sample188","sample193","sample132","sample192","sample147"
"PDE10A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,1,6,2,2,3,2,2,2,3,2,1,3,3,2,2,2,4,2,2,1,2,1,3,1,4,2,1,2,3,4,3,1,2,2
"SLC44A2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,6,2,3,2,2,3,3,2,2,4,2,2,2,5,2,2,2,6,2,1,2,3,2,2,1,6,4,2,2,2,4,2,2,4,4
"NAP1L1P1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,2,6,2,1,2,2,3,1,2,1,3,1,2,2,2,3,2,2,4,2,2,1,2,1,5,2,2,2,2,1,3,2,3,1,4,2
"PDCL3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,6,2,3,2,2,3,4,2,2,3,2,2,2,2,3,2,2,4,2,2,1,4,2,4,2,2,4,2,2,3,3,2,2,3,4
"FANCI",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,4,4,2,2,1,3,6,6,2,2,3,2,2,2,3,3,2,2,4,2,1,2,4,2,3,2,3,4,2,2,1,4,2,2,2,5
"AL109615.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,6,2,3,2,2,3,4,2,2,3,2,2,3,3,4,2,2,4,2,2,1,5,2,2,2,4,4,2,2,3,4,3,2,6,5
"CAP1P2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,5,1,2,2,3,2,2,3,2,2,4,3,3,2,2,4,2,1,1,3,2,3,1,3,4,2,2,3,3,2,2,3,4
"TRIL",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,4,4,2,5,2,3,5,2,2,2,3,2,2,4,3,3,2,2,6,2,2,2,3,3,3,2,4,4,2,2,4,4,4,2,4,4
"MGRN1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,6,5,3,5,6,2,6,3,2,2,4,3,3,2,2,3,3,4,6,2,2,2,5,2,2,2,4,6,2,2,6,4,3,2,6,3
"RTL5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,6,2,3,2,2,1,3,2,2,4,2,2,4,2,2,2,1,4,2,2,1,3,1,4,2,3,3,2,1,3,3,3,2,6,2
"DDX42",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,4,4,6,2,4,2,2,6,6,2,2,3,2,2,2,3,2,2,2,4,2,1,1,6,2,4,3,3,4,2,5,3,4,2,2,4,2
"UTP23",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,4,6,2,6,2,6,3,6,2,2,3,4,2,4,3,6,2,2,4,3,2,2,6,6,6,4,6,5,2,2,6,4,3,4,5,6
"VAMP4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,3,3,4,6,4,6,4,2,4,6,2,1,5,2,2,6,6,4,4,2,6,2,4,2,4,2,4,2,6,4,3,3,6,6,4,3,5,6
"SOX10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,1,2,2,4,2,1,2,1,2,2,2,3,2,1,2,2,2,1,3,1,5,2,2,3,2,2,2,2,2,2,2,2
"AC092135.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,1,3,3,2,2,3,2,1,2,1,1,2,3,3,1,1,2,2,1,1,2,1,3,4,2,2,1,1,3,4,2,2,2,5
"KIF2A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,4,6,2,4,2,2,3,3,2,2,4,3,2,2,3,1,2,2,6,2,1,2,2,2,2,1,4,4,2,2,5,4,2,2,2,2
"PRR12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,6,6,2,4,2,2,3,6,2,2,4,2,2,4,3,2,2,2,6,2,2,2,3,2,4,2,6,4,2,2,3,4,2,2,4,2
"CYLD",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,1,3,3,2,5,3,2,1,2,3,1,2,2,3,1,3,2,2,1,1,2,1,3,2,4,2,1,1,3,4,2,2,2,4
"AL049775.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,4,2,2,3,4,2,1,3,2,2,2,4,3,2,2,6,2,1,2,3,1,3,1,2,4,2,2,4,4,2,2,6,3
"FBRS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,6,6,3,4,3,2,6,3,2,2,4,3,3,2,4,3,3,4,6,2,2,2,5,2,5,2,4,6,2,2,6,4,3,3,6,4
"LRCOL1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,5,2,2,1,2,2,4,2,2,3,2,2,2,2,1,2,2,4,2,1,2,3,3,3,2,3,4,2,3,4,4,2,3,4,1
"NUTM2B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,6,1,2,2,2,2,2,3,2,2,3,3,3,2,2,4,2,1,1,5,2,3,1,3,4,2,2,3,3,2,3,3,3
"LILRB5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,6,6,2,6,2,2,3,4,2,2,4,2,2,4,3,2,2,2,6,2,2,2,3,2,4,2,6,4,2,2,3,4,2,2,4,2
"AC104472.4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,4,6,2,6,2,2,4,3,2,2,3,2,2,3,3,2,2,2,6,2,2,2,4,2,3,2,4,4,2,2,4,4,2,3,4,6
"TRAM2-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,6,2,3,2,2,3,4,2,2,3,2,2,3,3,4,2,2,4,2,1,2,5,2,2,2,4,4,2,2,3,4,3,2,6,4
"HIF1A-AS3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,2,4,2,2,3,4,2,2,3,2,2,2,2,3,2,2,6,2,1,2,5,1,3,1,3,4,2,2,4,4,2,2,6,2
"KIAA1143",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,6,2,1,2,2,2,3,2,1,3,2,2,2,2,2,2,2,6,2,1,2,4,2,4,1,3,4,2,1,4,4,2,2,4,3
"ADGRG7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,2,4,2,2,4,6,2,2,3,2,2,3,2,2,2,2,6,2,2,2,4,2,4,2,3,4,2,2,4,4,2,3,4,3
"SCAMP1-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,4,6,2,2,2,2,3,3,2,2,4,3,2,2,3,1,2,2,6,2,1,3,2,1,3,1,4,4,2,2,5,4,2,2,2,2
"MIR570",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,4,6,2,6,2,2,4,3,2,2,3,2,2,3,3,2,2,2,6,2,2,2,4,2,6,2,4,4,2,2,4,4,2,2,4,6
"PTN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,4,5,2,3,2,3,4,6,2,2,3,2,1,4,4,2,2,2,6,2,2,2,3,2,3,1,2,4,2,2,2,4,2,2,4,5
"PSAT1P3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,3,2,4,1,2,2,3,2,2,3,2,2,3,3,3,2,2,4,2,2,1,6,2,2,2,3,4,2,2,2,3,3,2,3,2
"AL359532.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,5,2,3,1,2,2,3,2,2,3,2,2,3,3,3,2,2,4,2,2,1,5,2,2,2,3,4,2,2,3,3,2,2,3,4
"DONSON",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,4,2,4,2,2,3,3,2,2,4,2,2,3,3,4,3,2,4,2,1,2,4,2,4,1,4,4,2,2,3,4,4,2,4,2
"RAB1B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,6,2,4,2,2,3,3,2,3,3,3,1,3,2,3,2,2,4,2,2,2,5,2,5,2,6,6,2,3,3,3,2,3,4,4
"GUCD1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,1,2,3,2,2,1,2,1,2,2,2,3,2,1,2,2,2,1,3,1,5,2,6,3,2,2,2,2,2,2,2,2
"PCDHA7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,4,6,2,4,2,2,3,3,2,2,4,3,2,2,3,2,2,2,6,2,1,3,2,2,3,1,3,4,2,2,6,4,3,2,2,2
"ELL2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,4,6,2,4,2,2,3,3,2,2,4,3,2,2,3,2,2,2,6,2,1,3,2,2,4,1,6,4,2,2,6,4,2,2,2,2
"TMEM202-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,4,2,2,1,6,3,2,2,1,3,2,2,2,3,3,2,2,4,2,1,2,4,2,3,2,3,4,2,2,4,4,2,2,2,4
"PFDN2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,3,3,4,6,4,6,4,2,4,6,2,6,5,2,2,6,6,4,4,2,6,2,4,2,4,2,4,3,5,4,3,3,6,6,4,3,5,6
"SLC12A1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,4,4,2,2,1,1,3,2,2,1,3,2,2,2,3,3,2,2,4,2,1,2,2,2,2,1,3,4,2,2,4,4,2,2,2,4
"RASGEF1C",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,4,6,2,4,2,2,4,5,2,2,4,3,2,2,1,6,2,2,6,2,2,2,5,2,3,1,6,4,2,2,6,4,4,2,2,6
"AC091544.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,4,4,2,2,1,2,6,6,2,2,3,2,2,2,6,3,2,2,4,2,1,2,4,2,3,2,3,4,2,2,4,4,2,2,2,6
"ITPK1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,2,2,3,4,2,1,3,2,2,2,4,3,2,2,6,2,1,2,3,1,3,1,2,4,2,2,4,4,2,2,6,4
"ZNF674",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,6,2,3,2,2,2,2,2,2,4,2,2,4,2,2,2,6,4,2,3,1,4,2,5,2,3,3,2,1,3,6,2,2,4,2
"SRP14P4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,3,3,4,6,4,6,4,2,4,6,2,1,5,2,2,6,6,4,4,2,6,2,4,2,4,2,4,2,5,4,3,3,6,6,4,3,5,6
"HYMAI",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,1,4,2,2,3,2,2,2,3,2,1,3,3,2,2,2,4,2,4,1,2,2,4,1,4,2,1,2,3,4,3,3,2,2
"AC084880.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,5,2,2,1,2,2,4,2,2,3,2,2,2,2,1,2,2,4,2,1,2,3,3,3,2,3,4,2,3,4,4,2,3,4,2
"DNAJC8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,4,4,2,4,1,2,2,3,2,2,3,2,2,3,3,3,2,2,4,2,1,1,3,2,3,2,3,4,2,1,2,3,3,1,2,3
"NFU1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,4,5,2,3,2,2,2,4,2,2,3,2,2,4,3,3,2,2,4,2,3,1,3,2,6,3,3,4,2,2,3,2,2,2,3,5
"IGLV3-19",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,1,2,3,2,2,1,2,1,2,2,2,3,2,1,2,2,2,1,3,1,5,2,4,3,2,2,2,2,2,2,2,2
"P2RX4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,5,2,2,1,2,2,4,2,2,3,2,2,2,2,1,2,2,4,2,1,2,3,3,3,2,3,4,2,3,4,4,2,3,4,2
"LINC00265",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,4,4,2,5,2,3,4,2,2,2,3,2,2,4,3,3,2,2,6,2,2,2,3,3,3,2,4,4,2,2,4,4,4,2,4,4
"SMURF2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,4,4,6,2,4,2,2,2,6,2,2,3,2,2,2,3,2,2,2,4,2,1,1,6,2,4,3,3,4,2,5,3,4,2,2,4,2
"ENOX1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,3,2,2,2,2,3,4,2,2,2,2,2,2,4,2,2,2,4,2,2,1,3,1,4,1,2,4,2,1,1,2,2,2,4,4
"MAGOH2P",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,4,3,1,3,2,1,2,2,2,1,3,2,2,2,3,2,2,2,4,2,2,1,3,1,2,1,2,2,1,1,3,4,2,2,4,2
"AC011912.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,4,4,2,2,1,1,6,2,2,1,3,2,2,2,3,3,2,2,4,2,1,2,2,2,2,2,3,4,2,2,4,4,2,2,2,2
"SYPL2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,3,1,2,3,3,2,2,3,2,2,3,3,3,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,3,3,2,5,2
"MORF4L2-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,6,2,3,2,2,2,2,2,2,4,2,2,4,2,2,2,1,4,2,1,1,3,1,4,2,2,3,2,1,3,3,3,2,4,2
"CDC25A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,6,2,2,2,2,2,3,2,1,3,2,2,2,2,2,2,2,6,2,1,2,4,2,4,1,3,4,2,1,4,4,2,3,4,3
"GAL3ST4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,5,2,3,2,3,4,2,2,2,3,2,1,4,4,2,2,2,6,2,2,2,3,2,3,2,2,4,2,2,4,4,2,2,4,4
"BLVRB",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,6,6,2,4,2,2,3,5,2,2,4,2,2,4,3,2,2,2,6,2,2,2,3,2,4,2,4,4,2,2,3,4,2,2,4,4
"CTDP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,4,1,2,2,2,2,2,4,2,2,4,3,2,2,2,4,2,1,2,2,1,1,1,4,4,2,2,3,4,2,2,3,2
"SLC16A7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,4,5,2,2,4,2,6,3,2,2,3,2,2,2,3,2,2,2,4,2,1,2,3,2,3,1,3,4,2,2,4,4,2,3,4,2
"AP000866.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,2,6,2,1,2,2,3,2,2,1,3,1,2,2,2,3,2,2,4,2,2,1,2,1,5,2,2,2,2,1,3,2,3,1,4,2
"PCSK1N",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,5,2,3,2,2,2,2,2,2,4,2,2,4,2,2,2,6,4,2,2,1,4,2,5,2,3,3,2,1,3,6,2,2,4,2
"TEAD4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,4,2,4,2,2,3,3,2,2,3,2,2,4,5,2,2,2,4,2,1,2,3,2,5,1,2,4,2,1,4,4,2,3,4,4
"PRPS1P2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,6,2,2,1,1,4,3,2,2,3,2,2,2,2,2,2,2,5,2,1,2,5,1,4,2,3,4,2,2,3,3,2,2,2,4
"AL592295.5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,3,3,4,6,4,6,4,2,4,6,2,6,5,2,2,6,6,4,4,2,6,2,4,2,4,2,4,3,5,4,3,3,6,6,4,3,5,6
