"","sample61","sample14","sample79","sample108","sample98","sample80","sample60","sample16","sample28","sample12","sample93","sample75","sample96","sample41","sample104","sample63","sample71","sample52","sample84","sample2","sample92","sample90","sample70","sample29","sample83","sample82","sample23","sample86","sample18","sample62","sample43","sample19","sample44","sample103","sample25","sample6","sample102","sample106","sample65","sample22","sample171","sample124","sample189","sample218","sample208","sample190","sample170","sample126","sample138","sample122","sample203","sample185","sample206","sample151","sample214","sample173","sample181","sample162","sample194","sample112","sample202","sample200","sample180","sample139","sample193","sample192","sample133","sample196","sample128","sample172","sample153","sample129","sample154","sample213","sample135","sample116","sample212","sample216","sample175","sample132"
"SHOC2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,2,2,2,4,2,2,4,2,1,1,2,2,2,3,2,2,2,4,3,2,3,2,4,2,3,1,3,3,2,2,2,1,4,3,3
"C4orf46",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,3,2,4,2,4,2,2,4,3,1,1,2,2,2,3,2,2,2,3,2,3,3,3,4,1,2,1,3,3,2,1,2,2,4,3,1
"PHGR1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,4,2,3,2,2,2,4,2,1,3,2,1,2,2,2,2,2,2,2,2,3,3,2,2,2,4,1,3,2,2,3,3,1,2,1,4,3,2
"FAM24B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,2,2,2,4,2,2,4,2,1,2,2,2,2,3,2,2,2,4,3,2,3,2,4,2,3,1,6,3,2,1,2,1,4,3,2
"AC105001.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,6,4,2,2,2,5,2,1,2,1,2,2,2,2,2,1,2,1,3,2,3,1,1,2,4,1,3,2,2,3,3,1,2,1,3,3,2
"AC091563.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,6,4,2,6,2,5,2,3,6,5,2,6,3,3,2,3,2,2,6,6,6,3,5,2,4,2,6,2,6,6,3,3,2,2,3,3,4
"AC132872.5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,3,2,4,1,4,2,2,2,3,3,3,2,2,4,3,2,3,5,2,6,2,4,3,4,2,3,1,6,3,3,2,2,1,6,3,1
"SOCS2-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,5,2,2,2,4,2,2,4,2,1,2,2,2,2,4,2,2,3,3,5,2,4,2,4,2,3,2,3,4,3,2,2,2,4,3,3
"CTTNBP2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,2,3,2,4,2,3,3,4,2,3,2,2,2,4,2,2,2,5,2,2,5,4,4,2,2,2,3,4,4,2,2,2,4,3,2
"CCNT2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,1,5,2,4,2,3,3,2,2,2,2,2,2,3,2,2,1,4,6,2,3,3,4,2,2,2,4,3,3,2,2,1,4,3,2
"BIN1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,1,3,2,4,2,3,3,2,2,2,2,2,2,3,2,2,2,4,6,2,3,3,4,2,2,1,4,3,3,2,2,1,4,3,2
"AC134682.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,6,4,2,5,2,5,2,3,6,5,2,5,3,3,2,3,2,2,5,2,6,2,5,3,4,2,6,2,1,6,3,3,2,1,3,3,4
"PDK2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,4,4,6,2,2,4,3,1,2,2,2,4,3,2,6,4,2,6,1,4,3,4,1,2,1,2,6,3,1,2,5,6,3,6
"NMRK1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,2,4,2,3,3,3,1,3,2,2,2,3,2,2,2,3,6,2,2,3,4,2,2,2,3,3,3,2,2,2,4,3,2
"SETD3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,3,4,3,2,4,2,4,2,3,4,2,1,2,2,2,2,4,2,2,2,4,6,2,6,4,4,1,2,2,3,3,2,3,2,2,4,3,2
"KCNE1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,4,2,4,2,4,2,3,4,4,1,6,2,2,2,3,2,2,4,4,6,4,4,2,4,2,4,2,4,3,3,2,2,2,4,4,2
"TRIP10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,4,2,3,2,4,2,2,4,2,1,3,2,2,2,2,2,2,3,3,6,2,2,3,2,2,6,2,2,4,4,3,2,2,4,4,2
"DDX1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,4,1,3,2,4,2,3,3,6,2,3,2,2,2,2,2,2,2,5,6,2,3,3,4,2,2,1,3,3,3,3,2,2,4,3,2
"RELN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,2,3,2,4,2,3,3,4,2,3,2,2,2,4,2,2,2,5,2,2,4,6,4,2,2,2,3,4,4,2,2,2,4,3,2
"GYG1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,4,4,2,6,3,4,2,2,4,3,2,3,2,2,2,3,2,2,5,3,6,2,4,3,4,2,4,2,2,3,3,3,2,2,4,3,3
"KDM1B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,2,5,2,4,2,6,4,3,2,2,3,2,2,4,2,2,3,4,2,3,6,4,4,2,3,1,4,3,3,2,2,2,4,3,2
"RAB36",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,3,2,3,2,4,4,2,2,3,1,2,3,4,1,2,4,4,6,2,2,2,2,1,4,1,5,3,2,2,2,2,4,2,2
"AC092368.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,6,3,2,1,3,3,2,1,4,6,3,1,4,1,3,1,3,1,2,4,2,2,2,2,2,2,1,4,1,4,3,3,3,1,2,4,2,2
"TTC27",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,4,1,3,2,4,2,3,3,6,2,2,2,2,2,3,2,2,2,5,6,2,3,3,4,2,2,1,3,3,3,3,2,2,4,3,2
"PLEKHD1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,1,4,2,4,2,3,4,2,1,2,2,2,2,4,2,2,2,3,2,2,6,3,4,2,2,2,3,3,2,1,2,1,4,3,2
"IL15",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,3,2,4,2,4,2,2,4,3,2,3,2,2,2,3,2,2,2,3,2,3,3,2,4,1,2,1,3,3,2,3,2,2,4,3,4
"FOXL1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,1,3,1,2,1,2,2,3,1,2,1,2,1,2,1,2,4,2,2,2,2,5,2,1,2,1,2,3,3,2,1,2,4,2,2
"AL450998.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,2,3,2,4,2,4,2,3,3,3,1,3,1,2,2,2,2,1,2,2,5,3,2,2,4,1,3,1,3,2,3,1,1,2,4,3,1
"RABL6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,3,3,3,2,2,2,4,2,3,3,6,1,2,2,2,2,3,2,2,2,2,3,2,2,4,4,2,3,2,2,3,3,2,2,2,4,3,4
"L3MBTL4-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,1,4,2,4,2,4,4,5,2,3,1,2,2,2,2,2,3,2,6,1,3,2,2,2,4,1,2,4,3,1,2,2,4,4,2
"LINC00865",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,2,1,2,4,2,2,4,2,1,2,2,2,2,3,2,2,3,4,3,2,3,2,4,2,3,1,3,3,2,2,2,1,4,3,3
"ARIH1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,3,2,2,2,4,2,2,3,2,1,4,2,2,2,2,2,2,3,3,6,2,2,2,4,1,3,2,3,3,3,2,2,3,4,3,2
"RPS10P7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,3,6,6,2,6,3,4,4,3,3,5,2,6,2,2,2,6,2,4,4,5,6,4,5,2,4,2,6,2,4,6,6,2,3,2,6,5,3
"SFRP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,1,6,4,2,4,2,5,2,2,6,5,2,2,2,3,2,1,2,2,3,2,2,2,5,2,4,1,4,2,3,3,3,2,2,2,6,3,2
"UBE2Z",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,3,3,2,4,1,6,2,2,4,3,1,2,2,2,4,3,2,1,4,2,6,1,4,3,4,1,2,1,2,5,3,1,2,1,6,3,4
"EXOC2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,2,2,2,4,2,2,4,3,2,4,3,2,2,4,2,2,2,4,6,3,6,2,4,2,3,1,4,3,3,2,2,2,4,3,2
"EXOC3L2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,4,2,4,2,4,2,5,4,2,2,2,2,2,3,2,2,2,4,4,5,2,4,3,6,2,6,2,4,4,4,2,2,2,4,4,2
"ADCY6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,5,2,3,2,4,2,2,4,2,1,2,2,2,2,4,2,2,2,3,5,2,4,2,4,2,5,2,4,3,3,2,2,2,4,3,3
"TMEM37",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,1,3,2,4,2,3,3,2,2,2,2,2,2,3,2,2,2,4,6,2,3,3,4,2,2,1,4,3,3,2,2,1,4,3,2
"SLC39A14",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,6,4,2,2,2,5,2,1,2,1,1,1,2,2,2,1,2,1,2,4,2,1,1,2,4,1,3,2,2,3,3,1,2,1,3,3,2
"CD40",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,4,2,4,2,5,2,4,6,4,2,4,2,2,2,4,2,2,4,4,6,2,4,3,4,2,5,2,3,4,3,2,2,2,4,3,2
"PCTP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,4,4,4,2,2,4,3,1,4,2,2,4,3,2,6,4,4,6,2,4,3,4,2,2,1,4,3,3,1,5,2,6,3,5
"AL359183.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,2,6,2,4,2,2,4,2,1,2,2,2,2,3,2,2,3,4,6,2,3,2,4,2,3,1,4,3,2,2,2,1,4,3,1
"TYK2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,4,2,3,2,4,2,2,4,6,1,3,2,2,1,2,2,2,4,3,6,2,4,3,2,2,6,2,2,4,4,2,2,2,4,4,2
"SNX4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,4,4,2,5,2,4,2,2,4,3,2,3,2,2,2,3,2,2,5,3,5,2,4,2,4,2,2,2,2,3,3,2,2,2,4,3,3
"C17orf97",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,2,2,1,1,2,1,2,4,3,1,1,2,2,1,3,2,2,3,3,3,2,4,2,4,1,2,1,2,2,3,1,2,1,2,3,2
"LINC00165",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,4,2,5,2,4,2,3,4,4,1,3,2,2,2,3,2,2,4,4,6,4,4,2,4,2,4,2,4,3,3,2,2,2,4,4,2
"ANKRD30B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,1,4,2,4,2,4,4,5,2,3,1,1,2,2,2,2,4,2,6,2,3,2,2,2,2,1,2,4,3,1,2,2,4,4,2
"MLX",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,4,1,2,2,2,4,3,5,3,2,2,4,3,2,1,2,2,3,2,4,2,4,1,2,1,2,3,3,1,1,1,6,3,1
"RAP2A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,4,2,6,1,4,2,4,2,3,1,2,1,2,2,2,2,2,4,2,6,2,4,4,4,2,2,1,3,1,2,3,1,1,2,2,2
"GOLGA8B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,4,2,3,2,2,2,4,2,1,3,2,1,2,2,2,2,2,2,2,1,3,3,2,2,2,4,1,3,2,2,3,3,2,2,1,4,3,2
"GPT2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,6,3,2,1,3,3,2,1,4,6,3,1,4,1,3,1,3,1,2,4,2,2,2,2,2,2,1,4,1,4,3,3,3,1,2,4,2,2
"CARD19",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,2,4,2,3,3,3,1,2,1,2,2,3,2,2,2,4,6,2,2,3,2,2,2,2,5,3,3,2,2,2,4,3,2
"GCK",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,3,4,4,2,5,2,4,2,3,3,4,2,2,2,2,2,4,2,2,2,5,6,2,4,4,4,2,4,2,3,4,4,3,2,2,4,3,2
"USP21",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,3,6,6,2,6,3,4,4,3,3,5,4,6,2,2,2,6,2,4,5,5,6,4,5,5,4,6,5,2,4,4,6,3,3,2,6,5,3
"AP000851.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,2,3,1,2,2,6,2,2,2,3,2,2,2,3,2,1,3,2,3,2,4,3,4,1,2,1,5,2,4,1,1,2,4,3,3
"AL031985.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,3,2,3,2,6,2,4,2,3,3,3,2,2,2,2,2,5,2,2,3,2,6,3,3,5,4,3,3,1,2,4,3,3,2,2,4,3,2
"SLC10A6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,6,3,2,4,2,4,2,1,4,3,3,2,2,2,2,3,2,2,2,3,2,3,3,2,4,1,2,1,4,4,2,2,2,2,4,3,2
