"","sample8","sample73","sample72","sample23","sample102","sample25","sample2","sample69","sample46","sample31","sample106","sample43","sample105","sample97","sample32","sample86","sample95","sample99","sample83","sample108","sample6","sample49","sample9","sample54","sample21","sample41","sample20","sample51","sample40","sample98","sample27","sample92","sample7","sample24","sample67","sample47","sample55","sample74","sample28","sample22","sample36","sample48","sample5","sample109","sample13","sample77","sample35","sample15","sample29","sample88","sample3","sample44","sample100","sample62","sample110","sample19","sample94","sample76","sample85","sample50","sample118","sample183","sample182","sample133","sample212","sample135","sample112","sample179","sample156","sample141","sample216","sample153","sample215","sample207","sample142","sample196","sample205","sample209","sample193","sample218","sample116","sample159","sample119","sample164","sample131","sample151","sample130","sample161","sample150","sample208","sample137","sample202","sample117","sample134","sample177","sample157","sample165","sample184","sample138","sample132","sample146","sample158","sample115","sample219","sample123","sample187","sample145","sample125","sample139","sample198","sample113","sample154","sample210","sample172","sample220","sample129","sample204","sample186","sample195","sample160"
"SDHC",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,6,5,2,3,2,3,5,2,6,2,4,4,2,4,4,2,4,6,3,2,4,6,6,4,2,2,6,6,6,4,6,6,2,6,2,6,4,3,5,6,4,4,3,2,4,2,6,2,6,4,5,5,3,4,6,4,2,2
"AC104534.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,2,2,2,3,2,4,2,2,2,1,6,2,1,2,3,2,2,3,1,2,2,2,4,4,4,6,2,6,6,2,3,2,4,4,2,2,3,2,4,1,2,3,2,5,0,2,4,2,5,2,4,4,4,2,2
"OBI1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,4,1,2,2,1,2,2,2,1,2,2,2,4,2,4,2,3,1,1,3,0,1,1,2,5,2,4,5,2,2,4,2,2,2,3,4,2,2,4,5,4,1,4,3,2,6,1,2,1,1,2,2,4,3,4,2,2
"RYR3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,0,2,2,1,3,2,4,2,2,2,2,4,2,4,2,2,2,2,3,1,2,1,2,4,2,3,2,2,2,4,2,3,2,2,4,2,2,2,3,4,0,2,2,2,3,1,2,3,2,3,2,3,6,6,1,2
"TIGAR",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,4,3,2,2,2,1,3,2,4,2,1,2,2,4,2,6,4,4,1,0,3,2,2,1,4,4,4,6,2,1,4,4,2,4,2,3,4,5,2,6,0,4,2,2,3,2,5,2,2,3,1,2,2,5,6,4,2,2
"IBTK",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,3,2,2,2,1,4,2,2,1,1,2,1,4,1,4,3,3,2,1,3,1,1,2,2,4,3,2,3,2,3,4,2,4,2,2,4,2,4,2,3,4,2,2,2,2,6,1,2,3,2,4,2,2,4,3,2,2
"TM4SF18",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,6,4,2,1,1,0,3,2,4,2,2,2,2,4,2,4,2,4,2,2,6,2,2,2,2,4,3,4,3,2,4,6,2,4,2,3,4,3,2,4,3,4,2,2,3,2,6,2,2,3,2,4,2,2,6,4,2,2
"LINC02569",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,4,2,2,4,2,4,2,4,1,1,2,2,4,2,4,3,3,4,2,2,1,2,2,2,4,3,3,4,2,6,4,3,2,2,2,4,3,2,2,3,4,1,2,5,2,5,2,0,3,2,4,2,4,4,4,2,2
"KIF2C",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,3,5,4,2,2,2,2,2,5,1,2,3,2,4,3,1,3,2,2,2,3,1,2,2,1,2,3,3,3,2,3,4,2,4,2,3,4,2,2,5,2,2,2,2,3,2,6,1,2,4,2,3,2,2,6,4,4,2
"ACOX2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,1,1,2,1,3,3,4,2,2,2,1,6,2,4,2,4,1,2,2,1,2,1,2,1,2,4,3,1,4,6,0,4,2,3,4,1,3,2,4,3,2,2,4,2,3,1,2,3,1,3,2,4,3,4,2,2
"DPY19L2P3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,6,2,2,3,2,2,6,2,4,2,2,2,2,4,2,4,5,4,2,3,5,2,2,2,2,1,4,3,2,2,3,6,2,3,2,5,4,2,3,5,4,4,2,3,4,2,6,2,2,4,3,4,2,3,6,4,3,2
"AL358976.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,1,4,2,3,4,2,2,2,2,2,2,4,1,4,1,3,1,2,4,2,2,6,2,2,4,3,2,2,6,6,2,2,2,3,4,2,2,2,4,4,1,2,2,2,6,1,2,3,1,3,2,3,3,2,1,2
"AKR1C3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,3,2,2,3,2,3,4,2,4,1,2,2,2,4,2,4,3,3,0,2,3,2,2,6,2,4,3,4,3,2,6,4,2,4,2,3,4,2,2,4,3,4,2,2,5,2,6,2,2,3,2,4,2,4,4,2,2,2
"IER5L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,4,2,4,2,2,2,2,4,1,4,2,3,2,1,4,2,2,1,2,2,2,3,3,2,6,5,2,6,2,3,4,2,2,2,4,4,1,2,5,2,6,1,4,3,2,3,2,4,4,4,1,2
"RASSF5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,5,2,2,2,2,2,5,2,6,2,4,4,2,4,4,4,4,6,3,2,6,2,6,4,4,4,3,6,6,5,3,6,3,6,4,6,4,4,5,6,4,6,3,2,6,2,6,2,6,6,5,6,3,6,6,4,2,3
"AC091429.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,1,3,2,1,3,2,4,3,2,2,1,4,2,4,2,5,2,1,3,2,2,1,3,6,2,5,3,2,2,6,4,2,2,4,4,2,2,2,3,4,3,2,2,2,5,2,2,3,3,6,4,3,4,4,2,4
"JCAD",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,3,2,2,2,2,2,4,2,4,1,2,2,2,4,2,3,2,3,2,2,2,2,2,2,2,4,3,5,1,2,6,4,3,5,2,3,4,2,2,3,3,4,2,2,5,2,6,3,2,3,2,3,2,2,4,4,2,2
"C11orf21",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,3,2,2,2,4,1,4,2,3,1,2,2,1,2,1,3,6,3,3,2,2,2,4,2,4,2,4,2,2,2,2,4,2,2,2,5,2,2,1,2,3,2,4,2,2,3,4,2,2
"LDHAL6A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,2,2,5,2,4,2,2,2,2,4,1,4,2,3,1,2,2,3,2,1,3,5,3,3,4,2,2,4,2,4,2,4,2,2,2,2,6,2,2,2,5,2,6,2,2,3,3,4,2,2,3,4,4,2
"FLOT1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,4,2,2,2,0,4,2,4,1,1,2,4,4,2,4,3,3,2,2,2,1,2,2,2,4,3,3,4,2,6,6,2,2,2,2,4,3,2,2,3,4,1,2,5,2,3,2,2,3,2,4,2,4,4,4,2,2
"TMEM80",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,2,2,2,2,4,1,4,2,3,0,2,2,1,2,1,3,4,3,3,2,2,2,4,2,4,2,4,2,2,2,2,4,2,2,2,5,2,2,1,2,3,2,2,2,2,3,4,2,2
"AC012158.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,4,2,1,2,2,1,3,2,4,2,2,2,2,4,2,4,2,4,2,2,2,2,2,1,2,3,2,5,3,2,2,4,2,4,2,3,4,3,4,6,4,4,2,2,3,2,5,2,2,3,3,3,2,3,4,4,2,2
"PCSK5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,3,2,2,2,2,4,2,4,2,2,2,1,4,1,4,2,3,2,0,4,2,2,1,2,2,3,3,4,2,6,5,2,2,2,3,4,2,2,5,4,4,1,2,5,2,6,1,2,3,2,2,2,6,6,2,1,2
"CUX1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,6,2,4,2,2,4,2,4,2,2,2,2,4,2,4,2,4,2,2,4,1,2,2,2,4,4,5,2,2,4,4,2,4,2,5,4,4,1,4,4,3,2,3,3,2,4,1,2,4,1,2,2,3,5,3,3,2
"MEPCE",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,6,2,2,2,2,4,2,4,2,2,2,2,5,2,4,2,4,2,2,5,1,0,2,2,4,4,4,3,2,4,6,2,4,2,5,6,2,1,4,4,3,2,3,3,2,2,1,2,4,1,2,4,3,6,2,3,2
"ITGA5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,1,2,1,3,2,4,4,2,2,2,4,2,4,2,4,2,2,2,2,2,1,2,4,2,5,3,2,4,4,2,4,2,3,4,3,2,4,4,4,2,2,3,2,4,2,2,3,3,3,2,3,4,4,2,1
"ELP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,3,2,2,2,4,4,2,4,2,2,3,1,4,1,4,1,3,2,1,4,2,2,1,2,2,2,2,3,0,6,5,2,3,2,3,4,2,2,5,4,4,1,2,5,2,5,2,2,3,2,3,2,4,4,4,1,2
"UBE2O",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,1,1,2,3,4,3,6,1,2,2,2,4,3,5,2,3,2,2,4,1,2,3,2,4,2,3,5,5,6,2,2,3,2,2,4,4,2,6,5,2,2,2,6,2,6,2,2,0,3,3,1,4,3,4,1,2
"PPIAP29",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,4,2,1,2,2,4,2,4,1,2,2,4,4,2,4,3,3,2,2,2,1,4,1,2,4,2,3,4,2,6,4,2,2,2,2,4,3,2,4,3,4,2,2,5,2,5,2,2,3,2,3,2,4,4,4,2,0
"CHGA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,6,4,0,2,3,1,3,2,4,2,2,2,1,4,2,2,2,4,2,1,3,1,2,1,2,2,4,3,3,2,3,6,2,2,2,3,4,2,2,4,5,3,2,3,3,2,6,2,2,3,1,2,2,3,6,4,2,2
"GPC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,1,2,2,3,3,2,4,1,2,2,2,4,2,3,4,3,2,2,3,1,2,1,2,4,1,4,3,2,3,4,2,2,2,1,3,2,2,2,2,4,3,2,4,2,5,2,2,3,2,3,2,4,6,4,2,2
"RAB7A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,6,2,2,2,1,2,3,2,4,2,2,2,2,4,2,2,2,4,2,2,4,1,2,1,2,4,3,4,6,2,4,6,2,4,2,3,4,3,2,4,4,3,2,3,4,2,5,2,2,3,2,2,2,2,6,4,3,2
"SUB1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,3,3,2,2,3,2,5,2,2,2,2,4,2,4,4,4,2,2,3,2,2,2,3,4,2,5,3,2,2,6,2,6,0,4,4,2,2,5,3,6,2,2,5,2,6,2,2,1,2,6,2,6,4,4,2,2
"PCYT2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,1,1,2,2,3,4,2,6,1,2,2,2,4,3,5,2,3,2,2,2,1,2,3,2,4,2,3,1,3,6,4,3,3,2,2,4,1,2,5,5,2,2,2,6,2,6,2,2,3,3,3,2,4,4,6,1,2
"RBP5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,2,2,2,1,3,2,4,2,2,2,2,4,2,4,2,4,1,2,3,2,2,1,3,4,6,5,3,3,4,4,2,4,2,3,4,3,2,4,6,4,3,2,3,2,6,2,2,3,1,2,2,5,6,4,2,2
"HERC5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,4,4,2,4,1,2,2,2,4,2,4,3,4,3,1,2,1,2,3,2,2,2,3,3,1,4,4,2,2,2,3,4,2,2,4,3,4,2,2,5,2,2,1,1,1,2,2,2,2,4,4,2,2
"AL355032.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,6,4,2,2,2,1,3,2,4,2,2,4,1,4,2,2,2,4,2,1,3,1,2,1,2,2,2,3,4,2,3,6,2,2,2,3,4,2,2,4,5,4,2,3,3,2,6,2,2,3,4,2,2,3,6,4,4,2
"AC068790.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,3,2,2,2,2,3,2,4,2,2,2,2,4,2,4,2,4,3,3,2,2,2,1,2,5,4,5,4,2,4,4,2,4,2,3,4,3,2,6,4,4,2,2,3,2,2,2,2,4,2,3,2,3,4,6,2,2
"ATP6V1B1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,3,2,3,2,2,3,2,4,1,2,2,2,4,2,4,2,4,2,2,2,1,2,3,2,4,4,4,4,2,5,6,2,3,2,3,5,2,2,4,2,4,2,1,3,2,6,2,2,3,2,3,2,4,6,4,2,2
"MNX1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,1,3,2,4,2,2,1,2,4,2,6,2,4,2,2,2,1,2,2,2,4,4,4,2,2,4,6,2,4,0,5,4,2,1,3,3,4,2,3,3,2,2,1,2,4,1,2,2,3,5,2,3,2
"AC016739.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,6,6,1,2,2,2,3,2,4,2,2,2,2,4,2,2,3,3,2,1,3,1,2,2,1,4,2,4,4,2,3,4,2,2,2,3,4,2,2,4,2,4,3,2,4,2,6,2,2,3,2,3,2,4,6,4,2,2
"SLC25A26",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,0,1,2,1,3,2,4,2,2,2,1,4,2,2,3,4,1,2,2,1,2,1,2,2,2,6,4,1,4,6,1,4,1,3,6,1,2,2,4,2,2,2,4,2,1,3,2,3,2,1,2,4,2,4,2,2
