"","sample105","sample21","sample68","sample83","sample75","sample33","sample58","sample102","sample86","sample73","sample26","sample91","sample47","sample97","sample14","sample42","sample84","sample103","sample66","sample5","sample29","sample23","sample59","sample79","sample67","sample61","sample106","sample9","sample60","sample41","sample6","sample28","sample10","sample50","sample45","sample71","sample65","sample93","sample53","sample38","sample57","sample82","sample104","sample96","sample90","sample4","sample76","sample89","sample11","sample63","sample27","sample52","sample44","sample77","sample35","sample40","sample110","sample7","sample87","sample43","sample215","sample131","sample178","sample193","sample185","sample143","sample168","sample212","sample196","sample183","sample136","sample201","sample157","sample207","sample124","sample152","sample194","sample213","sample176","sample115","sample139","sample133","sample169","sample189","sample177","sample171","sample216","sample119","sample170","sample151","sample116","sample138","sample120","sample160","sample155","sample181","sample175","sample203","sample163","sample148","sample167","sample192","sample214","sample206","sample200","sample114","sample186","sample199","sample121","sample173","sample137","sample162","sample154","sample187","sample145","sample150","sample220","sample117","sample197","sample153"
"EGFL8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,4,2,3,2,4,2,4,2,2,0,4,4,4,3,2,3,3,4,2,3,2,3,4,2,5,2,2,4,6,2,4,2,3,6,3,2,6,5,5,3,4,0,4,2,4,3,4,2,3,2,5,3,2,6,4,1
"AC005077.4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,3,3,2,2,4,2,2,2,4,1,2,3,3,4,3,4,6,6,2,3,2,4,4,4,3,2,2,2,3,2,5,2,3,3,4,2,4,4,3,4,2,2,4,2,4,2,3,2,4,3,3,4,2,4,6,2
"KLHL33",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,4,2,3,2,4,5,4,2,4,2,3,5,6,3,2,3,2,2,4,3,4,0,2,4,4,2,3,2,3,2,2,2,4,6,5,2,2,2,4,2,4,2,4,2,1,3,5,2,2,3,4,2
"LINC01960",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,4,1,4,2,5,2,2,2,3,3,3,3,5,2,6,6,2,3,0,2,4,3,5,2,2,4,3,2,5,2,3,3,2,2,5,3,3,2,2,2,4,2,4,2,3,2,3,2,4,2,2,3,4,2
"ARHGAP36",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,1,2,4,2,1,1,2,2,3,2,4,4,0,4,6,4,2,2,2,3,3,2,3,1,1,3,3,2,2,2,4,4,2,2,6,4,2,1,2,2,2,2,4,2,2,2,2,2,3,4,2,3,4,1
"C2CD4A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,6,1,3,2,3,2,3,2,2,3,2,3,3,2,2,4,2,3,4,3,2,1,2,4,3,2,4,2,1,2,4,0,4,2,2,2,2,2,4,2,4,2,2,2,3,2,2,2,4,2,4,4
"EIF4H",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,0,2,6,2,3,2,4,2,2,3,4,4,3,4,6,6,2,3,2,4,4,4,6,2,2,4,3,2,6,2,3,3,4,2,4,4,3,4,2,2,4,2,4,2,2,2,4,3,3,4,2,4,6,2
"MPZ",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,6,4,3,4,4,2,4,4,4,4,6,4,5,6,6,6,6,4,6,5,2,3,2,4,6,4,6,4,3,4,6,3,5,2,5,3,4,2,6,5,6,5,5,2,4,2,6,2,6,2,4,4,4,6,3,6,6,2
"MAFF",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,2,5,2,2,1,1,2,2,2,4,2,0,2,3,2,5,2,2,3,1,2,4,2,3,2,2,3,2,4,6,4,2,4,3,2,6,2,5,2,4,2,4,2,5,1,4,1,3,1,3,2,2,4,4,1
"ASPSCR1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,4,1,4,2,2,3,3,2,2,4,3,3,6,5,6,3,2,4,2,5,6,2,2,4,2,4,6,2,2,2,3,2,2,2,2,4,3,3,6,2,4,3,4,4,1,4,3,2,6,2,2,4,4,1
"PIF1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,2,3,2,4,3,4,1,3,3,5,2,4,2,2,3,2,3,3,2,2,4,2,3,5,3,2,2,2,4,3,2,4,2,3,3,4,2,4,2,2,2,2,2,3,2,4,2,2,2,3,2,2,0,2,2,4,2
"SIRT7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,3,1,4,2,2,3,3,2,2,4,3,3,6,5,6,3,2,4,2,5,6,2,4,3,2,4,6,2,2,3,3,2,3,2,4,4,3,3,5,2,4,3,4,3,1,4,3,2,6,2,2,5,4,1
"DIRC3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,2,4,3,3,2,2,2,3,2,2,3,2,2,6,1,2,3,4,2,4,3,5,2,2,4,3,2,4,2,3,3,2,2,5,3,6,2,2,2,4,2,4,2,3,3,3,2,4,2,2,3,4,2
"CEP95",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,3,4,2,2,3,3,2,5,3,3,3,6,5,6,3,0,4,2,6,6,2,4,0,5,4,6,2,6,2,3,2,2,3,6,4,3,3,4,2,4,3,4,0,6,4,5,2,6,2,2,5,4,1
"CRYZP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,2,4,2,2,2,4,2,2,3,4,4,3,4,2,6,1,3,2,2,4,4,3,2,2,4,3,2,5,2,3,3,5,2,5,4,3,4,2,2,2,2,4,2,2,2,4,3,3,4,2,4,6,2
"LINC02449",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,6,2,4,2,2,2,4,2,3,2,4,3,2,5,5,3,2,4,2,3,4,3,5,1,1,4,4,0,2,2,2,3,3,2,4,4,4,5,6,2,4,2,4,1,5,2,3,2,3,4,2,3,4,2
"AC011979.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,1,4,2,3,2,4,2,3,2,3,4,2,4,3,2,3,3,2,4,4,2,3,1,1,2,3,2,5,2,3,4,4,2,3,4,2,2,2,2,4,3,4,2,4,1,3,2,5,3,2,1,6,2
"GADD45GIP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,4,2,2,2,2,2,3,2,1,2,1,4,3,2,6,3,2,4,2,3,4,3,3,1,2,4,2,3,3,2,4,6,3,2,4,6,3,6,4,2,4,2,4,2,3,1,4,2,3,2,2,6,6,2
"FBXO30",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,4,2,3,2,3,2,2,3,2,2,2,2,3,2,5,3,6,2,1,3,1,3,2,3,4,4,2,2,2,0,4,2,3,4,3,2,4,2,2,3,4,2,4,2,4,1,2,1,5,2,2,3,4,3,4,1
"STRIT1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,4,2,4,2,2,2,4,2,5,5,3,3,6,4,6,4,2,4,2,4,4,4,6,2,2,4,3,2,6,2,3,2,3,2,6,4,4,3,5,2,4,2,4,2,3,2,4,2,4,3,2,4,4,2
"RBM24",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,3,4,2,1,0,4,2,2,3,2,2,4,4,4,3,2,3,2,4,2,3,2,3,4,2,5,2,2,2,6,2,4,2,3,6,3,2,6,4,2,3,3,2,4,2,4,3,4,2,3,2,6,3,2,6,4,1
"OLFM1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,2,2,0,4,1,2,2,5,2,4,2,3,3,5,6,3,3,2,3,2,5,4,4,2,2,1,4,4,2,5,2,3,3,3,2,6,2,2,6,2,2,4,2,2,2,3,2,3,2,5,2,2,6,4,2
"COMTD1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,1,4,3,3,2,5,2,4,4,3,0,4,3,6,2,2,3,2,2,4,2,6,1,2,4,4,2,2,2,3,2,3,2,5,3,2,2,3,2,4,2,4,2,2,2,3,2,3,3,2,3,4,1
"AL451064.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,4,2,2,2,4,2,2,2,2,2,3,3,2,2,6,3,6,3,1,3,2,3,2,3,6,2,2,5,2,1,4,2,3,4,4,2,3,2,4,4,4,2,4,2,4,1,3,4,3,2,2,3,2,3,4,1
"PLCG1-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,6,2,6,2,3,2,4,6,3,2,4,2,4,2,4,3,4,4,6,2,2,4,2,6,4,4,4,2,2,5,6,2,6,2,3,4,4,2,6,4,4,4,4,2,4,2,4,2,6,2,4,2,6,3,2,3,4,2
"LINC01694",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,6,2,4,2,3,3,4,2,4,2,3,3,3,4,6,2,2,3,2,3,4,3,5,1,2,4,4,2,3,2,4,4,3,2,5,4,3,4,4,2,4,2,4,2,3,2,3,2,4,3,2,5,4,2
"RAB11FIP5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,4,2,3,2,3,2,4,3,3,3,3,2,6,3,2,3,2,4,4,2,3,3,2,4,4,2,5,2,3,3,5,2,5,3,3,5,3,2,4,2,4,2,4,2,3,2,3,4,1,5,4,1
"ADGRA3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,3,4,2,1,1,2,2,6,3,3,2,1,4,6,2,2,4,2,4,4,2,4,1,2,4,4,2,4,2,3,1,2,2,3,3,2,2,2,2,4,2,4,2,3,2,3,2,4,2,2,3,4,1
"AP000873.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,4,2,3,3,4,2,3,3,3,4,3,2,6,3,2,3,2,4,4,3,4,3,1,2,2,2,3,2,3,6,1,2,6,4,2,6,3,2,4,2,4,2,2,2,2,3,2,6,2,4,6,2
"AC026368.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,4,4,1,1,2,6,2,3,3,4,3,2,5,3,3,1,4,2,5,4,2,2,1,4,4,4,2,5,2,3,2,2,2,5,4,2,2,3,2,4,2,4,2,4,3,4,2,3,2,2,2,4,2
"FFAR4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,2,4,3,2,1,4,1,3,1,3,2,4,2,4,2,3,3,3,2,1,3,2,2,4,3,2,1,2,3,4,0,2,2,3,2,2,2,4,3,2,2,3,2,4,2,4,2,4,2,3,2,2,1,2,3,4,1
