"","sample58","sample104","sample27","sample71","sample34","sample60","sample81","sample88","sample13","sample56","sample168","sample214","sample137","sample181","sample144","sample170","sample191","sample198","sample123","sample166"
"SOS2",3379,2276,3802,2561,2951,4947,4973,6763,4196,5751,4504,1406,2973,5488,3085,2520,2189,3411,3028,2664
"ZNF583",148,237,294,148,194,243,467,427,304,293,134,43,258,323,129,202,326,505,168,217
"ZNF492",12,10,29,14,47,68,61,20,41,16,67,25,41,54,98,124,51,3,63,39
"ARF3",7888,9508,10783,6134,14077,8832,16876,8091,11559,8340,7956,5403,18936,17049,12479,10216,19845,13622,13997,31222
"KIAA0040",3445,4829,4867,2309,4389,4645,5295,11375,6162,6698,3118,2825,9877,9629,9153,13088,5561,4816,8980,5722
"ABHD5",3589,1727,2045,2620,2027,2542,3474,10643,2315,7386,1796,1053,2385,3566,2490,585,2583,1452,3291,1386
"AC005911.1",11,8,11,6,16,21,12,2,23,10,14,19,5,17,15,5,11,28,14,8
"FTH1P7",125,152,106,178,149,81,157,241,101,201,122,58,252,160,103,204,55,100,91,162
"TENM1",78,32,89,507,59,217,380,493,116,582,278,22,14,189,9,12,43,11,152,22
"AC022364.1",202,187,191,141,221,330,263,267,164,327,296,51,83,199,127,59,85,133,120,88
"AC107871.1",34,30,34,24,25,87,68,21,25,37,54,15,44,68,111,34,38,32,87,28
"ASPDH",19,10,2,0,6,48,22,1,13,13,18,4,1,9,4,1,4,10,3,3
"FLRT1",8,20,27,7,19,30,29,9,27,23,169,16,44,22,6,17,7,17,42,7
"NTF3",227,100,112,11,116,68,415,27,95,59,262,63,19,27,95,42,16,10,15,47
"CCDC82",810,855,1101,1768,891,1838,2161,2862,1310,2855,2507,1103,678,1684,1331,762,620,217,987,404
"CBFB",1920,1220,2303,1697,1765,2425,3663,1956,2458,1519,5453,1977,3094,3948,6649,3322,2902,1165,4179,2943
"ABCG4",3,16,0,5,4,8,25,12,14,25,53,5,10,13,24,27,12,7,14,3
"PHYHD1",1751,1999,1987,552,1496,2025,2012,1345,2187,1029,54,93,118,1756,93,53,1282,253,559,199
"C18orf21",656,866,713,315,802,598,787,532,567,558,866,725,669,645,713,673,400,664,798,494
"LINC00471",27,20,20,14,13,46,26,19,15,40,29,26,24,26,35,37,10,28,144,21
"AC068700.1",3,11,20,12,58,21,27,20,24,18,5,1,4,36,13,2,28,2,12,69
"CCRL2",52,222,89,244,110,59,410,600,115,436,122,152,289,229,93,106,205,105,786,122
"SNX5",3781,4938,4196,6084,6063,4221,7808,12080,4324,10169,5279,2963,7287,6948,4130,7732,2560,3437,11726,7738
"ZNF790-AS1",283,242,351,58,286,415,336,177,306,130,412,71,376,257,55,141,237,149,192,148
"LRRC41",4855,4686,5280,3570,5088,4778,8850,4702,5928,5254,8157,1262,7465,6593,5648,7056,5194,3333,6073,7221
"CC2D2A",1149,1236,896,1050,1179,1700,1775,1717,1107,1930,1196,232,343,1410,1079,253,615,489,709,488
"ZNF628",445,266,412,144,374,406,273,42,211,141,358,176,313,248,373,290,368,296,140,432
"ASS1P1",3,7,10,21,8,3,14,9,2,12,7,19,12,19,7,11,5,4,27,17
"CHMP4C",1733,727,1563,48,2361,1705,1389,146,1521,63,3431,1876,942,1778,1698,516,725,668,3406,3191
"SDHDP6",11,1,32,12,18,47,15,19,21,11,0,8,6,0,11,6,5,1,9,7
"BLVRA",1516,3598,2516,3074,3419,2240,4014,3314,3031,3927,2333,1103,4040,2403,1223,2842,4755,6266,6237,8337
"SERGEF",692,1411,1239,540,948,587,989,699,867,624,612,353,1132,766,489,630,882,1254,807,886
"EEF1A1P16",24,47,34,34,27,13,42,29,39,17,23,4,14,24,5,60,9,10,24,19
"COL7A1",1425,2175,2573,91,1189,6474,3221,40,1798,66,524,324,1797,1810,292,691,969,258,689,8303
"TPT1P4",22,36,21,32,17,14,31,52,26,45,27,11,8,38,10,8,17,7,16,27
"AC008897.1",1,15,11,13,9,15,12,26,13,16,8,5,11,13,10,6,9,7,5,3
"SPATC1L",288,384,130,242,348,207,669,45,238,174,1481,420,464,483,36,531,345,820,184,155
"GSE1",3327,5599,3636,4650,8889,7812,8858,15548,6951,14647,6063,1502,11077,7556,7625,5799,7498,6016,9776,15919
"SKA2",736,1121,1185,1036,1186,908,1990,2499,1082,2166,2200,1699,2718,2012,2564,1855,1587,1528,6937,1996
"AL049839.2",48,29,22,11,38,32,75,8,58,7,59,16,19,52,49,25,55,103,47,51
"AADACP1",6,11,29,104,12,28,19,14,12,39,8,0,1,7,8,1,4,8,5,1
"PARP14",1609,3125,2585,5051,2727,3890,8197,6665,3783,6346,6634,5156,14003,14527,9768,11792,5855,5492,34341,5843
"AC243772.2",22,0,9,2,31,11,17,1,19,1,50,45,23,30,21,4,51,9,6,38
"UBE2N",3514,3808,3486,2884,5251,3172,6246,4795,4872,4375,3172,2803,7726,6511,5346,3432,6616,5006,12808,10377
"TIAM2",418,360,534,183,255,624,531,300,471,285,916,143,244,696,319,357,231,93,410,268
"LZIC",2352,2392,2512,2027,2389,2980,4934,3639,3482,3436,4099,1257,3038,5250,3519,3926,2938,1734,4332,2525
"XIAP",3023,2635,3141,2763,3663,4948,6573,4957,4208,4437,4356,1054,4450,9749,4272,4845,8070,4742,3820,4917
"HOXB-AS3",4,19,0,45,72,8,20,52,8,56,25,2,18,15,1,1,3,99,24,35
"ART1",0,0,0,1,46,0,1,2,0,0,0,0,2,1,0,0,7,8,2,39
"TVP23C",142,222,169,63,130,309,178,132,177,99,186,108,143,255,120,51,81,104,133,145
"SRD5A2",4,6,0,2,10,4,16,5,4,3,20,1,77,39,2,16,2,6,4,4
"DUXAP9",37,25,11,25,45,27,30,25,27,11,14,55,141,35,17,38,15,10,37,88
"NOTCH2",12227,7977,12309,21548,12459,19915,29253,34811,16382,33699,25427,4261,12747,32425,22898,13764,12972,25060,19307,18638
"HSD3BP2",0,0,0,0,0,21,943,0,20,1,19,0,0,12,0,0,1,2,0,0
"PAK6",292,714,957,26,919,745,581,39,1009,35,284,565,109,554,525,255,888,1166,1674,619
"MIR17HG",20,67,115,37,5,92,151,38,158,19,37,27,93,96,101,73,12,14,206,7
"LUARIS",23,160,196,2,74,45,18,9,80,1,7,0,13,26,2,1,5,3,14,4
"CHD6",4427,3123,5346,2508,5550,8618,7693,3736,6084,4675,3505,1723,11012,8570,3575,4407,5603,7982,4410,5858
"CENPS",34,27,38,31,36,44,79,32,45,29,57,52,40,57,123,77,61,18,87,47
"ARNILA",66,81,67,11,76,62,69,17,82,11,23,16,22,67,195,12,11,14,67,14
"GLI3",2516,4384,6837,2221,2802,7295,5147,1786,5289,1554,1400,215,5281,8828,2375,8376,2535,6624,3439,2438
"SOWAHA",25,108,122,42,216,205,71,130,294,141,92,5,15,988,17,87,44,70,6,331
"CPNE7",242,15,76,0,342,172,169,4,66,3,719,283,203,158,294,358,193,545,1011,400
"CDC20P1",46,129,123,51,111,80,101,15,192,46,9,7,20,50,29,13,5,2,13,5
"RPS3AP25",12,13,8,12,14,5,12,2,8,3,6,2,6,9,1,9,4,12,10,4
"NUAK2",54,134,120,58,448,65,329,92,102,176,227,426,779,519,458,166,932,392,873,1072
"AC139795.2",165,195,283,139,246,248,308,115,235,169,302,99,236,267,102,226,162,230,266,129
"PCDHGC5",11,8,15,13,12,4,51,4,49,14,41,5,18,46,19,7,17,6,35,29
"NKAPL",43,141,103,136,70,120,92,213,85,303,19,10,26,55,15,8,52,16,23,21
"COPS3",2866,3093,2633,2056,3293,2257,4230,3147,2825,2908,3320,1067,2554,3515,4787,2574,2769,4213,4703,4758
"PLEKHB1",2009,1870,1760,59,1881,1506,4218,96,1596,123,3315,1840,1052,1238,1683,1150,742,110,726,224
"CRTAM",37,15,25,33,87,69,148,17,23,23,42,91,115,233,17,12,41,23,501,59
"GALNT10",3010,5783,4714,4105,3848,4766,8606,3978,5760,4187,3666,746,9858,16749,2080,7405,5405,11084,5256,7641
"FAM229A",56,96,95,39,93,175,118,63,81,97,68,62,75,86,91,166,83,23,59,20
"ATP2A1",22,25,41,12,31,64,91,18,42,28,60,44,69,68,156,39,49,44,80,42
"ZDHHC24",807,1076,944,834,1610,1148,1743,930,1047,1272,1525,1018,2020,1480,813,369,1895,1987,1073,2300
"RPS13",34858,38225,31457,16706,42277,19951,35851,24860,33696,20733,19675,8669,17643,30499,14965,26054,12703,29037,57661,21338
"NAT1",104,808,367,213,3889,1200,2125,518,1880,277,124,74,4944,5473,291,1487,9382,4849,1313,7293
"MCCD1",5,28,24,1,61,19,9,6,20,0,2,1,8,113,7,13,813,2,2,74
"ZNF25",820,1101,1107,1203,1219,1551,1448,2762,1131,2598,1813,342,819,1609,655,862,660,942,1132,764
"FAM107A",1931,2933,1830,2514,1684,1623,1900,6338,1293,6411,4879,1967,225,1099,263,12,479,80,239,97
"IGHV1-58",229,79,23,0,56,26,252,3,9,5,5,17,11,237,10,0,36,5,137,4
"AC087762.2",13,1,43,5,2,18,8,1,18,0,0,2,2,3,5,2,0,0,2,0
"RBM20",118,136,127,142,277,571,310,92,108,708,20,23,40,327,34,12,118,3922,209,95
"PRPF18",329,268,301,188,359,415,392,378,334,346,630,133,266,476,371,218,220,219,362,330
"LCMT1-AS2",3,3,0,6,13,35,20,24,16,13,7,1,13,65,14,16,9,8,0,12
"TSIX",7,9,7,7,7,18,19,23,22,3,75,6,14,34,2,30,16,23,21,4
"HNRNPH3",6088,7043,8551,4798,5587,5614,9928,5061,6399,6704,6640,2670,5602,6399,8497,4584,4933,4402,10035,5075
"ARNTL2",198,239,262,732,209,254,863,443,247,798,3856,477,733,1202,2279,952,378,330,871,230
"LY9",99,76,112,34,92,104,448,43,67,45,27,279,175,688,47,22,46,24,706,73
"TSPAN17",927,1798,1544,1287,2413,1165,3393,1025,1846,1724,3117,1626,4717,3141,1489,1803,2704,2361,5880,4692
"AC009309.1",29,40,39,17,24,51,47,27,48,59,17,20,58,54,56,14,28,15,33,10
"CLPX",2682,1640,2968,1950,2866,4151,4308,2965,2881,3302,3248,953,2455,4874,4900,1505,2526,1583,4975,2021
"TMEM150C",1664,2403,1866,793,12885,2687,2605,992,4091,1244,1292,350,13363,1669,1469,337,4115,1323,1173,22231
"UPK3A",14,21,8,3,4,28,29,13,32,4,63,25,3,20,28,60,8,87,24,2
"LINC01857",4,1,0,3,4,4,129,3,5,1,16,53,48,63,6,10,11,6,140,15
"EI24",8101,9893,7951,4938,8402,5852,12934,8863,8487,9100,15213,5549,3654,11405,7756,2987,5521,5154,20215,9005
"PRSS51",178,18,51,7,45,32,106,17,59,30,23,12,7,70,9,7,21,0,63,0
"AC027288.3",8,78,11,14,29,25,25,24,12,35,65,15,191,140,31,35,73,25,22,147
"IRX4",145,574,1019,4,431,680,568,14,567,0,557,13,25,168,40,10,17,24,166,463
"AL662907.1",13,62,77,17,31,41,71,28,61,19,30,9,40,89,51,75,43,17,18,65
"SCP2",6338,7869,5599,8915,8659,7458,17640,15295,8887,14106,11263,3321,8502,13678,7882,7792,6777,5128,7284,10037
"AC027329.1",4,2,11,9,9,13,9,16,8,21,0,0,0,3,2,0,1,0,0,0
"VAMP7",1959,1762,2129,2925,1959,2669,4058,5975,2823,4610,9226,807,4337,4762,4012,2806,4499,2088,3107,3422
"PTGFRN",4899,6812,8998,6169,5966,6544,13975,1699,7588,3514,6756,2319,8951,13402,11376,6076,11469,11381,7012,13636
"ZNF264",2010,1816,2458,1572,1743,3482,3722,2929,2816,2022,1645,1014,2870,4744,2190,5203,3212,2155,2564,2467
"MSH2-OT1",3,10,20,4,5,10,16,4,14,4,5,2,4,13,8,2,9,0,6,1
"GID4",1031,1145,1347,1408,1061,1291,1573,3379,1027,2835,1059,414,802,1544,1309,854,979,1324,1197,1007
"SMPD3",263,447,299,92,438,506,348,47,370,60,106,113,171,602,89,200,332,2722,397,783
"ERO1A",1345,1724,1809,2353,1822,1895,3786,3361,2170,2697,5473,4407,4639,4128,4182,11999,2986,2446,4438,3139
"MAPK1",7023,7157,9901,7167,8044,8593,13788,11665,10391,10571,15231,4579,7404,15629,6648,7518,5564,10812,18788,9314
"LINC01659",68,27,45,0,46,70,23,0,17,1,9,5,0,9,9,0,5,0,34,0
"AC098935.1",30,16,36,36,37,6,30,12,20,10,7,4,96,51,11,364,42,16,145,179
"COX6A1",1079,1921,1271,1093,2435,785,1354,1171,780,1454,935,1224,3538,1269,2715,676,1799,1399,2741,3953
"MOB3B",2296,1421,2394,1116,1560,2513,2403,2222,1773,2110,1525,445,388,2188,1839,254,506,219,298,755
"FABP3",2524,238,258,2382,276,410,965,185,195,432,599,156,1452,266,477,1325,521,214,1154,366
"TTC13",506,590,644,664,854,708,1090,1080,596,1066,1927,1024,1081,1182,4656,889,769,1099,3178,1583
"LINC00954",15,11,7,22,19,37,99,20,51,14,17,39,35,83,50,16,42,66,106,5
"ANPEP",14207,4032,16158,4567,14488,10372,20796,2015,14762,2412,1984,1764,2155,8065,1552,2979,1140,3070,27417,1894
"IGHV3-63",8,5,2,0,8,15,41,2,5,3,2,5,5,23,13,0,3,0,18,1
"CCR2",203,253,201,203,181,237,1043,108,206,146,111,334,471,1293,58,100,140,90,2035,93
"TRERF1",403,519,413,1343,797,1123,1914,685,773,846,974,346,4609,2889,368,1516,2094,2690,1987,1262
"PNMA8A",2267,1317,2334,145,1888,1193,2162,406,2718,450,3727,313,3531,2147,3551,1175,1003,113,174,1185
"CDC34",1586,2293,1816,1422,1827,1459,1939,944,1208,1830,3179,1875,2272,1484,1276,795,1935,1267,1534,1689
"E2F8",15,10,19,44,189,22,155,2,15,13,581,138,298,162,435,402,334,194,1037,534
"LRAT",333,244,404,15,331,472,312,70,462,21,579,16,153,148,194,712,7,1,37,20
"AC027763.2",11,45,24,0,16,47,35,4,19,0,14,2,14,17,43,10,22,1,7,0
"IGHV3-15",1936,823,161,10,1064,657,3344,100,200,103,14,16253,387,1952,296,47,826,115,51122,193
"AC092428.1",4,24,12,7,19,4,21,6,12,3,14,11,10,21,34,5,9,2,20,18
"ORC6",47,96,110,74,232,64,260,21,60,33,837,634,328,212,679,435,227,300,1251,427
"LINC00630",67,123,98,54,111,149,157,133,132,145,125,22,84,200,163,59,86,101,140,110
"AC124852.1",271,411,504,159,309,621,624,153,633,168,177,19,20,307,17,14,46,211,47,49
"RAVER1",848,535,894,392,822,775,1355,249,772,482,1614,297,896,1233,2184,597,1012,1038,1285,942
"SLC6A12",141,113,38,95,54,56,80,26,50,23,123,66,120,99,70,110,76,104,382,63
"HASPIN",27,40,29,18,68,45,128,10,27,40,158,67,87,89,446,159,147,153,476,98
"FUT3",93,97,153,21,251,91,181,2,56,3,414,231,64,57,1480,513,22,82,2,24
"TAF2",1540,1106,1350,1180,2505,2183,3007,2399,1895,2243,5221,1016,2528,4937,3344,4603,1228,2172,6807,6179
"PM20D1",7,35,12,30,40,30,65,142,13,56,5,13,8,48,8,5,17,3,29,5
"TENM4",58,647,139,696,241,206,1765,1938,93,3321,1048,222,1230,1981,253,1066,1812,659,748,1592
"FAM184B",54,114,217,22,101,238,124,21,76,18,34,9,85,581,258,87,20,12,53,383
"TMX1",1960,1540,2604,2155,2178,2802,4489,4286,3121,2516,4574,1101,3385,4928,3283,4737,3214,3519,4634,3656
"LINC02384",16,56,2,106,16,31,100,51,14,97,34,105,20,39,8,1,14,3,302,6
"SUGT1P3",25,10,27,5,23,47,51,36,24,20,71,8,32,38,7,9,12,22,24,39
"CHEK2",353,449,417,299,487,414,867,101,447,191,1150,514,418,617,1421,668,513,873,911,482
"AC018755.4",7,20,0,25,4,12,46,8,4,10,13,35,13,50,6,10,6,4,67,15
"AJ003147.3",2,21,35,14,12,42,42,38,28,29,0,7,20,27,17,6,9,13,18,7
"AC027271.1",7,14,4,4,14,8,14,10,14,10,9,24,19,8,11,14,2,2,8,6
"LRRC77P",3,15,11,5,5,6,14,49,8,121,1,0,6,4,1,2,8,1,2,1
"CDKL2",100,185,245,8,82,331,82,21,225,1,50,1,11,116,45,18,31,119,412,4
"LRATD2",3637,3773,5104,894,9096,4954,7407,2731,7403,2091,6200,883,5089,10553,6209,5787,5081,6128,8839,11740
"ZNF224",387,616,675,398,422,843,817,559,725,611,374,217,817,806,420,216,462,322,496,239
"THOC2",2781,2144,3010,2241,3614,4500,6238,3609,3495,3992,5205,1095,4810,6503,5981,4313,3971,4215,5595,3975
"SLC25A26",1511,1484,1397,660,1518,1272,1616,1597,1395,1869,1261,356,1690,1180,1028,419,881,611,1810,1697
"MMP23A",19,1,0,2,48,41,29,1,1,54,26,21,42,32,1,0,40,9,49,12
"PPFIA2",20,61,17,84,51,110,84,35,30,94,111,6,29,120,9,8,59,17,50,46
"ANKRD20A7P",28,0,0,9,3,4,1,111,0,25,6,3,2,1,1,0,15,1,3,0
"DRAM1",1296,1708,1392,2654,3718,1198,3081,1430,1886,1777,3444,856,3047,2822,3482,1337,2119,783,3101,5622
"NLGN3",104,225,117,42,159,168,384,77,146,110,91,31,70,164,145,71,108,49,71,49
"AC079140.6",61,77,118,47,119,88,62,39,83,28,29,0,119,70,59,102,48,6,23,34
"HDHD5",2245,2041,1716,1274,2231,1526,2937,631,1459,1262,4243,1256,1548,1740,2613,1744,959,2763,1382,1543
"FSTL1",11785,29579,12241,191136,14039,20565,50784,99585,14173,101535,13541,5520,26699,36793,9493,23710,39543,9937,15564,40348
"AC004947.1",18,145,16,75,81,85,148,60,51,94,0,4,11,43,2,0,16,13,2,11
"OPN4",1,6,5,9,0,2,6,12,0,8,0,4,9,6,4,0,2,3,0,2
"AL137779.2",13,40,31,16,24,27,29,11,11,54,7,7,11,14,9,2,8,8,16,5
"SPATA2",988,1047,1124,506,1345,1169,1646,794,1583,733,1155,525,1939,1548,1115,812,1622,1258,1002,2182
"GPR108",4060,5253,4003,2660,4001,3282,5370,3119,5115,3692,6742,2125,3368,3615,6656,2119,2716,2522,2814,2737
"MACROD1",1213,1230,1227,406,1303,906,849,325,687,677,1853,1112,895,611,1370,674,791,1121,686,1510
"ACY1",18,18,14,5,12,16,30,5,9,7,6,1,12,13,13,6,9,9,23,13
"TECPR2",2605,2212,2861,1440,2671,3008,4415,1904,2900,2507,1679,542,1773,3134,3230,1198,2151,1588,1363,1565
"OGDHL",18,56,68,6,142,28,32,2,50,2,112,10,3,12,3432,67,9,153,32,178
"FSCN1",6506,3727,3558,3479,5172,2680,6567,2017,1822,3577,15059,10327,3064,3592,8409,4714,6175,2043,2107,6490
"AL022069.3",275,129,162,128,167,191,162,375,90,276,80,101,51,185,533,34,35,52,225,71
"ZNF295-AS1",14,26,15,9,18,34,18,3,26,12,35,45,30,29,22,29,35,10,15,58
"IGF2BP2",978,263,969,324,507,597,411,439,492,1095,3019,948,135,557,273,324,117,93,154,370
"BLVRB",2210,5399,3040,6480,4251,1913,3340,3215,2791,6530,3305,1423,11046,2893,1728,1795,4531,5357,1196,10589
"COL8A2",2708,4620,5843,2277,2910,2831,4012,436,3574,1203,11183,805,6260,7545,709,3699,8108,1961,1417,9604
"ABHD14B",6430,5579,5343,5591,6558,4794,6353,9798,4766,9300,3189,2254,3576,5274,1660,897,3681,2746,4426,3593
"AL133467.1",11,54,23,145,36,18,18,265,3,323,15,34,10,23,9,5,14,24,57,5
"AC079822.1",2,3,5,4,14,10,15,10,8,13,5,0,3,9,7,3,5,10,1,6
