"","sample104","sample42","sample78","sample14","sample54","sample79","sample110","sample48","sample28","sample1","sample21","sample6","sample34","sample68","sample15","sample103","sample96","sample47","sample52","sample25","sample214","sample152","sample188","sample124","sample164","sample189","sample220","sample158","sample138","sample111","sample131","sample116","sample144","sample178","sample125","sample213","sample206","sample157","sample162","sample135"
"JHY",868,673,841,1369,1024,549,932,1278,707,933,1577,821,506,743,829,427,1426,1167,1084,1069,239,790,664,451,439,1458,1058,271,545,142,502,530,415,230,1470,972,151,532,1182,377
"AP3D1",7214,3621,10016,6152,7388,4057,7776,8249,7731,7158,5917,8859,7578,6732,7812,10217,8438,9933,2875,9742,3321,10059,10359,8482,10742,14071,10297,13803,8678,10183,10012,8025,8543,13117,7971,11681,1175,10233,5415,6335
"NPTN-IT1",26,205,200,107,45,35,226,153,114,93,114,25,19,55,64,11,280,99,23,63,8,25,57,65,33,77,24,31,91,26,8,28,46,18,63,28,358,57,129,43
"RBBP8NL",157,87,268,2,74,75,298,241,265,202,18,213,327,122,353,628,218,88,40,195,516,273,354,511,453,422,329,603,275,235,543,345,259,1211,330,373,16,154,240,1267
"EYS",33,30,264,107,41,20,25,35,34,50,160,92,24,18,16,17,49,133,28,47,5,6,24,36,12,34,32,11,4,11,42,14,35,13,15,15,58,32,15,50
"GGA1",2900,1339,2878,1550,2275,1600,3091,3209,3038,2585,1581,3251,3009,2057,2636,3772,3716,2946,855,2736,4169,2325,1944,4766,3112,4211,3239,2531,2983,1990,4187,2587,2615,3515,3478,2316,432,3502,1839,4971
"GPR155",600,660,824,989,1231,596,860,619,946,843,1114,778,753,598,594,258,1030,1133,886,1038,381,468,636,402,332,245,498,28752,531,441,817,502,729,592,1104,620,1181,270,651,100
"AC129510.1",9,14,19,12,19,16,33,26,23,18,11,19,14,10,11,14,42,13,2,10,8,10,11,12,7,28,4,6,19,7,10,4,10,19,18,3,0,4,41,22
"C15orf61",146,140,163,129,312,148,272,228,138,137,178,180,244,212,154,183,282,189,401,156,75,124,107,112,83,423,156,269,103,97,308,152,198,125,196,130,87,207,270,463
"KANK2",8496,4595,8764,18890,9951,5280,2944,5734,4031,8325,15633,12201,5921,6488,6510,3820,9058,19222,3337,13175,1323,2914,4604,5498,4778,3870,13734,7323,4390,3041,4787,5269,3815,6151,2713,6876,647,7460,7425,2125
"ARL8A",3628,1387,2352,2801,3197,1803,2597,3407,2319,2699,2235,3482,3675,2801,3117,2499,3024,3634,2165,2757,3351,3055,5196,2683,3492,3109,4351,9238,2161,1713,7524,5297,6339,4503,2758,4190,468,5100,2896,4510
"KLC1",1078,966,1538,1049,1111,753,1362,1181,1254,969,921,1320,814,882,868,882,2142,1463,430,1069,694,946,572,671,911,828,530,1028,852,405,827,604,1134,627,781,523,2005,909,1091,1270
"LANCL1",3281,4666,5352,5672,7106,3432,7887,5894,4977,4853,6824,4421,5719,4369,5507,3429,8931,7376,10963,5173,1030,2003,3953,4203,3031,6038,6248,5188,4126,5258,10402,2561,2054,4523,4902,8119,3601,4770,6971,4274
"CD300A",716,251,284,257,1164,322,259,297,801,396,216,849,254,649,322,353,314,744,160,1307,422,984,646,437,376,392,539,1045,342,932,238,647,423,934,508,565,128,966,558,126
"EXOC1",1474,1616,2197,1931,3496,1434,2136,2264,1896,1890,2166,1951,1892,1726,2186,1332,2800,2938,3436,1971,501,1267,1374,1964,1359,2659,1957,2194,1418,3795,2619,1225,2036,1633,1299,1526,1416,4429,3443,1740
"HSD11B2",534,200,325,47,595,235,338,453,182,206,301,473,1017,370,624,359,440,275,453,145,190,397,706,203,1839,1968,509,2469,523,700,2394,623,1802,597,181,1328,69,1749,514,1278
"FANCB",9,44,66,24,93,26,100,70,116,35,32,38,32,39,70,37,89,29,61,39,44,215,107,127,104,49,61,127,91,184,283,60,110,51,43,99,185,400,102,264
"FNBP1L",3546,5021,8348,2668,8938,3112,8708,9874,6400,5060,4806,3681,5201,5187,8191,4784,8496,6542,7877,5123,1781,6113,7663,7404,7735,4837,8259,8191,6004,17815,12289,5560,10709,7239,7004,6315,3885,9995,16024,13218
"PCSK1",26,11,24,2,29,14,13,32,64,126,52,20,21,45,16,13,31,18,34,75,39,26,27,9,43,9,65,74,23,16,14,38,285,71,4225,63,128,18,19,27
"MS4A2",147,209,146,112,951,135,27,227,250,227,324,220,101,267,100,25,139,194,178,255,9,13,104,4,119,108,845,99,757,118,97,164,39,89,26,183,43,58,606,2
"STARD4",53,180,707,198,591,257,167,124,573,250,208,215,100,115,82,144,580,358,246,209,236,332,161,196,309,352,574,322,323,329,597,258,1176,315,274,135,666,265,442,53
"PINK1-AS",202,246,285,138,438,233,373,307,295,242,132,216,214,237,312,214,430,257,379,320,93,144,153,144,205,322,141,446,205,222,330,91,320,241,216,165,154,653,303,749
"ELOA",2462,2080,3598,3393,4483,1930,3093,3516,3123,2979,4031,2916,3171,2671,3453,2448,3607,4821,2742,3676,1474,3976,4085,1806,1919,3030,3542,3801,2562,2689,4864,2167,5177,4216,2899,2807,1129,7564,3764,5987
"GPC4",1762,1020,1239,1446,1180,1060,997,2067,953,1823,1988,3340,1545,660,1139,1760,2332,2418,1484,1316,201,4650,4987,29479,1076,1414,6510,2312,2177,817,12282,1223,2218,2335,770,5650,2746,8597,3007,589
"TMEM9B",3320,2586,3230,2059,6838,3134,2301,4161,2767,2755,2527,4097,4125,3134,3148,3173,3752,4410,8584,2953,1497,2845,4678,4380,3057,6131,6163,2562,1630,2702,5150,1950,2752,3635,4071,7433,1734,10139,4671,1947
"CHERP",1441,885,1869,891,1346,939,2167,2123,1426,1290,923,1443,1828,1353,1659,1961,2104,1547,382,1787,593,1515,1929,1414,1371,2165,1906,5335,1492,3395,2161,1830,3164,2099,1643,2225,460,2325,1348,3073
"RPL24P2",37,19,34,36,64,23,49,26,21,16,39,57,14,43,36,90,43,24,70,19,32,7,4,25,19,29,27,51,24,45,48,8,24,34,15,31,6,79,30,39
"AFF2",35,101,176,93,348,123,241,199,646,268,273,177,63,113,107,58,266,251,25,715,84,35,40,42,38,67,344,28,83,70,27,94,88,54,25,96,58,21,98,3
"SLC35E1",3877,2533,4727,3442,5672,3248,4293,5759,3033,3493,3923,4165,3746,3494,4018,4260,5416,4963,3252,3834,2031,3334,4299,4455,3014,8539,5769,12483,4226,14224,5686,3597,6855,5449,4361,5835,5659,6917,5192,6499
"SNIP1",1238,1074,1387,1019,2636,1047,1404,2223,1363,1399,1110,1299,1456,1404,1599,1028,1886,1694,2329,1283,305,988,1039,1489,915,1513,1380,1424,1082,1321,1975,1282,1590,1573,1179,1607,698,2010,2100,2676
"IRAK2",396,190,478,776,777,357,317,213,520,468,406,579,238,353,490,258,483,910,314,434,90,290,187,109,199,214,498,175,359,92,321,375,82,557,128,270,100,1024,153,839
"SMOX",540,177,1195,165,622,175,580,485,506,320,183,500,654,362,527,729,448,475,134,416,687,774,379,308,1006,1597,647,448,496,1188,297,464,755,307,141,424,117,409,279,2628
"COQ2",396,228,673,409,793,263,402,387,552,393,377,515,590,361,439,444,382,565,538,410,478,1005,483,289,534,558,499,1452,400,1870,1628,824,1224,723,525,668,448,1118,688,736
"GPR107",6332,5740,12106,6139,9522,4730,7154,11547,7023,6803,7475,8299,9322,7012,8528,6582,10824,9595,5186,8132,1939,7631,5852,11539,7052,7615,11524,8833,6372,11971,8013,5295,8752,12063,7380,10957,2599,27957,10540,12907
"CD248",6039,3042,6718,10623,4811,7667,761,1883,4803,18312,10883,20812,2878,12765,6161,5387,3489,13063,1874,19077,1671,2403,2439,1220,3704,1893,12970,2097,2676,1998,1104,3930,2014,4122,1356,3720,94,1496,2476,467
"LINC01311",38,17,21,9,28,19,37,44,39,19,8,28,25,27,32,36,22,22,16,17,30,22,5,22,15,41,3,18,23,38,15,10,31,8,14,12,18,57,57,70
"AC069360.1",6,6,5,1,11,3,0,1,45,5,6,14,5,8,6,4,9,7,14,1,3,5,8,9,16,1,29,16,17,84,7,6,2,11,3,7,23,16,16,0
"AC007240.3",12,9,14,4,28,13,27,35,11,16,11,12,38,6,25,19,24,14,19,10,39,53,17,87,6,30,52,75,45,131,158,51,105,27,24,25,14,48,30,193
"FANCF",673,767,572,340,1519,731,1065,1107,1143,558,568,863,1129,750,865,1037,1103,1044,1399,840,521,985,1444,1269,1072,1419,1219,1478,640,1257,2814,805,915,1860,1339,2452,593,2278,2483,1694
"PNOC",11,4,8,1,102,20,7,5,155,5,6,52,10,23,10,8,19,18,3,10,95,102,4,28,8,0,17,10,10,9,7,49,6,116,3,17,45,3,19,6
"AC117509.1",7,3,9,49,2,8,0,12,1,10,49,18,3,6,2,1,7,32,11,23,2,1,0,1,1,0,5,0,3,0,5,2,1,2,0,0,0,1,0,0
"VSIG10L2",104,29,48,8,1,73,43,197,27,83,26,78,64,34,16,46,67,49,31,32,1,1,71,17,111,5,36,4232,6,3,51,79,267,305,168,271,0,25,131,0
"AC090044.1",1,28,11,12,15,22,23,7,15,8,3,7,19,13,16,1,72,13,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,2,5,0
"CRHR2",84,25,79,61,20,61,14,22,15,86,101,48,3,31,17,18,91,170,26,14,3,10,17,9,3,22,39,4,8,3,1,17,2,17,2,12,25,6,15,14
"MCTS1",2331,1641,2272,1833,3552,1485,2530,1965,2315,1778,2116,2463,1974,1902,1981,2104,2837,2548,4098,1941,1000,2187,2845,2582,1841,3115,2487,2573,1427,3376,3628,1879,4069,3077,1728,2894,1810,4812,3305,1984
"AL359762.3",2,6,22,12,17,10,3,10,9,8,11,13,2,9,3,2,14,9,0,14,7,10,10,4,16,10,3,22,9,8,16,9,10,19,13,10,173,13,28,27
"AC188617.2",4,3,1,1,13,1,22,14,6,4,1,8,21,5,38,14,45,6,7,2,0,0,1,0,2,0,3,0,0,1,2,0,0,0,0,1,2,0,0,1
"AC000078.1",7,21,45,5,2,13,16,18,60,22,5,9,12,6,14,8,39,13,6,10,3,8,4,20,2,21,5,2,11,5,20,4,8,10,9,0,17,5,23,8
"NADK",3558,1351,3647,5143,3221,2457,2417,3140,3717,3915,4713,5429,2889,2823,2680,2988,3014,6321,1387,5465,2058,3034,4260,8602,2550,3305,3557,4822,2967,3423,3938,2020,4594,4435,2986,3003,679,5520,2960,1364
"CHAC2",58,51,62,91,176,55,47,42,112,74,144,134,71,65,42,71,98,137,156,129,54,156,68,199,58,76,128,155,84,589,216,85,186,117,53,79,348,517,116,445
"SGIP1",322,154,208,162,571,158,673,310,234,225,184,188,167,241,221,100,491,302,303,125,218,1034,393,713,1076,245,812,824,487,489,422,303,275,998,80,236,1032,733,1504,82
"CASP8",1030,888,1369,1240,2191,1142,1721,1634,2683,1299,1430,1391,1523,1245,1485,1199,1826,2005,1679,1372,980,1506,1076,1244,1511,1270,1607,2586,1447,3587,2263,1298,1077,1988,838,1425,943,1976,1439,2376
"SLC30A2",57,184,99,4,85,5,52,122,31,10,8,151,169,29,166,40,180,11,14,12,56,171,7,6,11,22,45,4,11,112,65,5,9,3,8,44,0,8,13,27
"ZNF470",519,732,657,513,1305,505,685,732,677,500,734,530,509,713,806,366,957,1007,750,838,153,790,564,644,411,802,397,276,464,1055,599,151,597,424,580,306,470,796,1034,1132
"ACTC1",16,2,0,101,2,19,3,3,9,13,10,2,5,9,3,4,7,92,31,26,59,13,2,7,4,47,82,8,6,1,115,33,43,7,51,6,0,5,2,3
"ADAMTS19",5,9,15,4,7,20,9,18,47,13,3,32,5,10,64,16,28,3,0,15,0,23,36,84,25,2180,20,13,17,0,12,11,9,10,62,305,97,102,17,6
"PCDH18",1627,4249,3136,10331,5870,1962,1290,2087,2234,3892,15839,2921,2427,1524,4796,1845,5467,11835,3586,5203,407,3066,1174,888,1660,767,4667,606,1183,837,384,2095,1514,1335,632,2893,1033,1090,3023,144
"ZNF222",200,152,133,109,391,131,179,192,196,124,126,142,137,213,232,140,200,217,233,166,51,173,203,170,122,127,100,128,120,122,665,179,135,187,112,161,64,168,351,253
"GOLGA7",596,466,744,947,724,319,664,810,507,594,896,658,849,606,718,546,738,990,304,809,198,724,455,729,549,268,909,959,750,1119,812,647,767,845,405,807,128,1845,756,831
"AC064836.3",14,20,29,5,32,13,45,16,51,26,13,11,14,15,17,8,39,16,5,4,21,14,13,16,12,36,10,13,24,12,29,12,27,28,17,17,66,47,34,46
"PSORS1C3",35,9,22,6,6,2,12,2,61,8,5,1,10,34,9,2,75,37,11,2,4,20,0,0,0,0,2,0,2,15,1,2,33,0,7,2,19,1,2,8
"ZNF746",1060,611,1186,808,1445,756,1185,1272,1218,1110,868,1324,1123,990,1313,1029,1461,1349,747,1343,587,1275,1482,739,1394,1457,1209,1617,993,761,1172,1246,1882,2766,1353,1069,1053,1999,1355,2835
"CCDC151",62,14,17,13,21,10,57,64,20,18,13,24,24,23,32,34,50,22,6,26,14,13,115,269,19,46,42,2579,204,73,440,37,484,26,44,40,7,291,32,238
"EPSTI1",401,284,383,356,1643,1033,261,259,1913,1615,582,682,410,380,342,173,577,1160,527,442,815,1895,1267,367,1473,514,603,2657,1238,1100,734,2574,699,3267,507,608,954,1302,1624,344
"HSPB1P2",49,2,25,12,14,7,3,14,6,15,18,21,51,19,7,5,7,26,13,9,18,8,41,10,41,49,10,113,16,52,32,43,11,71,6,49,0,38,32,2
"PRCC",3707,1572,2595,1793,4337,2062,3193,3524,2917,2490,2079,3852,3912,2517,2857,3696,3397,3367,2268,2581,3144,9531,4518,3911,4513,3220,5760,7537,2983,3866,12710,5433,8708,8317,2827,4979,587,10850,4095,6748
"MNAT1",807,441,684,647,947,539,819,818,458,680,773,642,943,694,729,521,895,821,979,583,230,685,970,1085,341,795,710,1053,601,801,1039,508,643,669,794,435,403,961,1120,592
"FAM111B",75,57,2013,12,419,79,362,37,902,141,92,186,606,184,369,516,286,84,105,122,610,3033,506,1980,1366,487,313,1648,1045,3184,3449,796,2600,1965,1106,1063,316,6732,707,650
"MACO1",2043,1517,2236,1644,3706,1506,2377,3147,2144,2076,2236,2579,3144,2221,2492,2425,2883,3165,2871,1924,1589,2137,5738,3807,3321,3023,3952,2418,3179,4189,4007,2358,3508,5286,2048,3619,1153,5140,6637,3261
"AP002381.2",93,33,61,15,36,40,44,68,25,48,43,64,69,50,51,52,99,58,24,43,26,33,47,72,26,139,39,140,27,43,187,53,27,38,91,80,16,94,63,76
"MSANTD1",11,9,14,1,2,7,15,12,18,10,3,18,5,17,9,11,19,11,3,17,10,8,20,5,14,20,1,35,88,4,17,14,11,19,12,8,11,29,23,13
"NLRX1",1626,725,1858,1797,1449,916,1665,1524,1118,1887,2137,2062,1338,1197,1436,1951,1895,2464,784,2079,454,1488,841,902,718,1599,2084,1284,729,1648,1563,616,1327,713,1085,2156,38,2097,1168,516
"DZIP1",941,702,802,545,1910,567,1081,1017,1014,784,1028,741,807,712,1201,741,1845,1638,654,854,155,715,431,534,621,225,1127,603,437,1290,222,522,1422,672,171,450,879,477,1390,5765
"AC084809.1",45,34,21,0,61,23,61,52,26,20,4,17,36,41,54,24,62,20,36,22,7,3,16,5,5,31,11,6,7,35,54,10,17,0,19,36,3,12,50,6
"FBLN5",9969,7273,9931,14444,17526,6700,2309,7934,5345,9536,20494,10949,7870,7722,8921,4473,9356,22452,10151,11811,1777,2921,1474,1563,1675,462,13117,2436,2145,1529,1149,3913,47741,4454,956,3503,523,1129,4225,4424
"ACTA2",80080,16465,18962,16350,20458,16093,50584,49897,10531,15660,10871,17751,31274,34942,33862,25632,42699,37303,18794,16955,3765,16804,6706,9842,9230,6198,22285,8820,5348,3789,4769,10026,5205,16684,4126,8433,414,9985,20582,1412
"UCK2",1965,1175,1656,662,4488,1148,2810,2683,2808,1154,899,1732,2948,2488,3859,3245,2546,2399,1356,2052,2049,2980,709,2809,783,875,1320,4215,745,1664,1742,1060,4898,1644,1135,1652,1158,7869,1938,6221
"MGAM",25,185,108,14,41,56,32,117,660,20,29,190,44,26,214,246,40,35,89,619,72,79,1172,19,1,158,694,5,65,14,267,124,17,11,163,71,50,919,93,43
"TLR2",607,1287,805,488,5754,887,1446,1333,2296,840,665,1157,807,1607,1748,1445,1236,1239,1355,1524,620,2397,1010,587,1169,2634,980,1463,741,2777,422,913,645,1378,694,828,1819,1406,2056,315
"CREB3L2",6595,8467,12522,7210,11899,5559,11961,11402,11440,8445,7480,9608,6721,7693,9515,5790,12717,11067,10299,12217,7055,10286,3617,5657,5145,4733,12086,9682,5448,20812,8258,5271,26303,6843,4117,10471,8997,9679,9743,37260
"AC103719.1",30,20,11,2,27,5,25,17,7,9,9,10,12,21,23,6,24,19,31,21,0,0,5,7,1,21,7,2,5,0,3,7,0,0,22,20,3,0,15,0
"UBE2E4P",8,3,10,5,32,10,11,9,22,15,9,10,11,11,36,14,13,16,24,18,7,16,9,4,11,4,14,6,3,12,4,18,15,6,2,10,0,22,10,17
"KIF18BP1",0,1,484,0,0,5,0,1,4,0,0,22,1,0,0,32,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LEPROT",7796,8479,8814,10625,18447,8578,9270,11885,7401,9455,11844,9362,8836,8585,9101,5408,13918,15385,16526,9735,4194,6875,6300,6135,4469,5198,10968,7552,5780,6367,9811,5841,4603,7001,4854,7049,3524,8408,11935,6844
"RAMP1",383,22,30,115,148,68,40,282,114,153,25,256,2303,51,77,184,37,100,20,96,408,254,323,317,169,5066,296,859,133,67,49,689,13445,2175,114,375,2,767,137,2355
"XPA",1333,630,780,884,1567,662,1019,1136,759,965,1159,1058,1074,970,908,733,1324,1369,993,860,296,516,764,584,572,955,746,529,592,621,1171,767,390,524,652,1014,418,561,1123,743
"TFPI2",1215,247,315,1332,365,487,291,1968,306,3092,223,1453,27609,377,322,744,441,954,1154,595,33,190,899,9,1365,10,183,179,61,9,9,147,1010,95,37,587,88,3598,43,4
"ZSCAN25",1151,859,1447,735,1901,740,2076,1984,1303,1144,825,989,1331,1252,1555,1056,2184,1552,1056,1253,384,917,1095,610,652,1104,1070,1256,978,1107,1252,754,1690,1502,700,1326,525,1326,1228,1613
"ZNF653",324,88,270,98,167,125,249,281,167,223,74,247,172,188,216,368,245,219,62,171,181,244,304,238,191,340,297,510,221,162,289,279,344,384,212,259,38,328,142,218
"TCEAL9",3787,1629,1756,1480,4825,1990,2295,3360,1905,2172,2456,2548,1880,2625,2446,1779,2888,3968,4585,2192,781,2155,1265,3797,1291,2575,3767,1593,1245,1171,1814,3260,4895,1610,839,2413,438,3943,3410,2448
"TAS2R31",13,17,15,2,17,2,29,27,11,11,4,6,8,6,6,5,27,12,3,10,1,8,4,7,0,9,4,1,6,29,4,3,7,1,15,8,156,6,11,7
"PLCD4",62,70,63,100,28,48,137,205,81,79,85,113,179,45,180,62,242,86,19,51,16,21,25,263,29,632,103,8,264,20,31,17,15,51,693,18,17,170,142,2
"LINC01273",95,11,18,17,35,11,20,9,14,12,28,34,9,26,9,14,27,16,23,13,7,33,14,8,0,4,4,0,2,3,38,1,17,4,17,8,0,6,3,31
"FAM98B",1963,1661,1770,2163,4480,1739,2580,2198,2534,2128,2300,2290,2394,1995,2335,2025,3314,3159,4028,1936,966,1784,1852,3555,1896,3972,2856,2008,1590,1709,4389,2063,1762,2168,2156,3641,2267,4095,2826,2273
"SMKR1",43,39,32,2,101,22,135,84,47,23,16,45,134,61,91,120,50,33,56,32,32,95,129,29,100,304,96,891,140,125,311,57,239,290,138,350,38,600,190,1648
"KLF5",1412,1665,2654,454,7212,1249,7613,4005,5807,2075,707,1360,5263,4679,6311,2055,4199,1740,6522,1503,2729,1819,203,966,300,71,1614,654,733,1645,54,1280,12601,845,77,664,16595,823,1221,6764
"ZNF138",381,519,1184,319,946,461,1042,992,684,589,515,513,1350,590,760,567,925,647,1339,469,484,342,982,588,489,507,754,601,437,1116,3020,722,955,663,699,1477,1153,1156,1206,1245
"RPS15AP12",68,13,53,74,95,18,32,49,152,26,44,23,56,118,131,18,26,37,105,30,8,19,4,24,22,55,21,33,20,57,52,21,35,43,7,14,26,90,66,82
"DECR2",957,294,664,658,415,483,553,484,404,666,706,1371,555,523,388,813,554,404,325,758,753,802,472,1122,891,1899,854,1073,1101,1038,543,475,616,692,401,760,104,2779,591,335
"METTL4",438,546,656,457,1263,437,740,670,777,719,625,652,512,425,601,333,1008,801,1141,597,610,813,401,419,554,826,719,1039,562,1331,1565,369,1085,1169,607,623,1392,1299,909,505
"SLC7A5",1419,491,4533,258,1029,800,1444,936,3194,1156,282,1802,3336,1654,1206,1496,1050,1727,772,1413,4708,33050,9073,1223,17970,3422,1227,12338,1117,9529,3216,5440,146444,10532,2724,4262,762,18306,819,12142
"ELL",982,593,1291,785,1186,768,1137,1145,1274,977,707,1369,1046,1063,1100,1159,1315,1591,668,1424,461,1088,1160,757,886,1321,1277,3124,930,1675,932,1207,1203,1970,998,1617,209,1007,1177,1640
"AC018413.1",41,13,24,12,19,15,25,45,28,33,18,30,23,27,24,36,34,18,41,24,0,2,47,20,13,45,13,217,63,2,9,24,29,33,59,48,54,35,66,103
"CTSA",4543,1782,3223,4430,5383,2640,1743,2980,3629,4226,5322,6347,9209,3171,2474,3474,2907,5400,1723,5706,5141,5429,5456,3457,3189,2800,6761,6664,4151,7465,6091,5002,7332,15752,1640,3543,954,7669,4745,4470
"MLLT3",1048,924,1502,667,1935,955,1433,1913,1363,1362,1014,1033,1200,760,1415,970,2178,1467,2204,882,364,676,1181,802,564,2216,1703,309,635,1605,7468,758,394,891,2560,1416,2086,1112,2181,4339
"SCOC-AS1",55,48,85,49,77,41,48,78,51,39,61,57,48,43,43,36,92,75,51,53,24,14,21,40,19,39,44,26,45,47,24,33,38,33,14,25,18,6,47,26
"RNF167",7658,2757,4815,4264,6968,3436,4340,7257,3998,4730,4960,6816,6268,4457,4650,5196,5134,6577,5020,4843,4181,6652,8603,4443,3003,11943,8142,4392,2958,5249,8357,4876,9782,8355,6005,6846,591,9820,4905,5645
"METTL2A",1036,809,1016,739,1693,959,1140,1319,1040,1034,974,994,1024,836,1086,1269,1456,1451,941,1046,690,993,1333,1713,893,1375,999,4770,1024,1425,1678,2006,1462,1914,1360,1059,392,2153,2649,1054
"SERHL",0,3,169,3,2,8,28,12,3,13,8,61,7,3,8,12,57,11,4,4,3,2,0,5,2,1,3,1,4,2,4,0,0,9,7,3,0,4,4,1
"PCNX3",2824,2083,4223,2262,3610,2534,3108,4312,4008,3103,2099,3709,3018,2819,3219,4686,4403,4045,1705,4382,2441,4441,5236,5591,4472,4386,4525,8356,7213,4161,4960,5397,4760,6806,3381,5623,272,12014,3824,7665
"AP002807.1",29,8,23,21,8,5,24,17,83,26,15,13,11,22,15,19,44,46,2,34,78,31,118,9,25,46,16,16,232,7,25,10,34,50,8,16,8,67,14,7
"GPX7",681,251,298,480,1336,391,756,467,681,661,386,413,851,498,920,615,573,583,927,549,260,1600,695,537,1067,458,1848,1610,376,270,323,748,1170,629,175,1011,177,1354,1223,3479
"AZGP1P1",219,25,185,13,14,153,277,1309,76,157,28,192,265,42,65,93,142,102,52,86,8,3,639,328,194,623,287,10,256,229,470,366,59,524,919,267,1,522,489,126
"C1QTNF3",209,310,250,235,409,159,239,296,271,279,388,262,147,539,216,150,389,826,583,257,58,84,412,1856,1220,818,3371,1511,1531,1723,765,399,196,1009,204,261,286,1194,9702,236
"PSMG2",2380,1709,2245,2779,6041,2108,2556,2659,2286,2450,3541,3032,2974,2513,2509,2400,3068,4164,7610,2655,2763,2483,2567,2241,2457,2873,3637,3219,1899,3730,4536,2803,4113,4322,2275,3040,1547,5558,4155,2069
"NCOA5",3561,2103,3280,1769,5553,2077,4290,3474,2989,2664,1902,2895,3683,2647,3980,3167,4211,3674,3054,2863,1730,3934,4276,4010,3452,4962,3604,4589,2684,4343,5158,3370,3038,5750,2058,3795,345,7062,4181,5003
"B3GNT10",55,115,195,96,192,177,222,257,201,131,153,83,161,103,154,90,265,172,225,133,86,69,234,481,89,198,139,110,178,688,797,65,205,161,200,152,224,424,352,288
"MAPK12",498,108,293,427,451,334,280,175,255,423,392,531,548,251,223,293,297,793,108,528,599,772,83,134,482,426,636,389,288,220,124,203,227,292,915,225,18,472,201,253
"RAB6C",64,102,51,8,32,78,78,312,25,53,35,68,105,65,93,43,205,43,359,30,0,3,12,2,75,381,81,4,209,37,410,99,6,21,447,133,3,70,467,2
"LINC00511",148,33,62,15,56,38,58,78,346,49,10,63,147,117,61,89,100,25,70,19,894,1465,273,324,135,25,168,225,61,934,794,208,784,77,16,97,1538,373,179,8
"DLSTP1",16,33,67,31,36,23,48,27,32,19,40,25,13,20,38,15,70,59,22,16,7,10,22,10,21,28,8,12,34,44,5,19,22,12,9,16,36,24,32,15
