"","sample17","sample63","sample21","sample52","sample51","sample30","sample13","sample82","sample105","sample19","sample83","sample90","sample1","sample24","sample54","sample26","sample29","sample4","sample8","sample12","sample100","sample58","sample91","sample36","sample92","sample6","sample44","sample94","sample93","sample64","sample89","sample18","sample74","sample61","sample98","sample110","sample104","sample85","sample84","sample7","sample127","sample173","sample131","sample162","sample161","sample140","sample123","sample192","sample215","sample129","sample193","sample200","sample111","sample134","sample164","sample136","sample139","sample114","sample118","sample122","sample210","sample168","sample201","sample146","sample202","sample116","sample154","sample204","sample203","sample174","sample199","sample128","sample184","sample171","sample208","sample220","sample214","sample195","sample194","sample117"
"GSC",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,2,2,0,2,2,6,2,2,2,2,4,4,1,5,6,2,4,2,1,2,1,2,2,2,3,6,1,0,2,1,3,2,3,2,2,2,4,3
"TNNC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,4,2,4,2,2,3,6,1,2,3,2,3,2,1,2,1,1,1,1,3,3,2,2,2,1,3,2,4,2,2,2,3,4
"SYCP2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,6,2,2,4,3,3,2,4,6,6,2,3,6,2,5,2,1,3,6,2,3,2,4,6,6,1,2,1,3,5,4,2,6,6,4,3
"SLC52A3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,6,2,2,4,5,3,1,4,2,6,2,3,3,2,3,2,2,1,3,2,3,1,6,6,3,4,2,3,3,2,4,2,4,2,4,2
"UNKL",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,2,3,4,2,1,6,2,2,3,4,5,6,2,3,3,2,4,3,2,3,3,3,2,2,3,6,4,3,5,2,6,4,5,2,5,2,4,3
"AURKAIP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2,2,4,1,3,5,2,4,2,2,3,3,2,6,1,2,6,3,3,2,1,3,3,2,2,5,2,2,3
"SYPL2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,3,3,2,5,4,1,3,6,2,3,2,1,3,1,3,1,2,2,6,3,3,2,2,3,3,3,2,2,2,0,3
"FHOD3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,1,3,2,3,2,6,3,4,2,2,6,2,4,1,1,2,2,2,2,2,4,4,4,3,2,2,4,2,4,2,3,2,1,3
"ARL8A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,6,2,4,3,4,5,4,4,4,4,3,6,2,4,6,2,6,4,5,3,6,5,4,3,6,6,3,5,2,2,6,6,6,3,6,2,6,3
"ITCH",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,6,2,2,4,3,4,2,4,6,6,2,3,6,2,5,2,2,3,1,2,3,2,4,6,4,2,2,2,3,5,4,2,2,2,4,3
"GNA12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,4,3,6,3,4,6,3,2,2,2,5,2,5,3,3,1,2,2,4,6,2,4,2,2,5,4,4,2,2,3,3,3
"ARFGAP3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,5,1,4,6,2,1,3,5,2,3,2,2,4,2,2,2,2,3,6,2,4,2,1,3,2,2,2,5,2,2,1
"CDK7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,1,2,2,2,2,3,2,4,2,1,2,1,4,5,2,4,2,2,2,2,3,4,2,0,0,2,4,3,4,2,2,3,4,2
"TRMT10C",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,4,2,4,2,5,6,6,2,2,5,2,4,2,2,2,2,2,2,2,1,6,2,4,2,2,3,4,4,2,4,2,3,5
"PPP2R1B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,4,2,5,3,2,3,5,2,3,3,2,3,2,1,4,1,2,1,1,0,4,6,2,2,1,4,4,3,2,3,2,3,2
"NCAPD3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,2,4,2,5,3,2,3,4,2,4,3,2,3,2,1,3,1,2,1,1,2,4,6,2,2,1,4,3,3,2,5,1,3,2
"SETD7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,4,2,3,2,5,6,1,3,2,2,5,2,2,2,2,2,4,2,3,4,2,4,2,1,3,4,3,4,3,2,3,3
"LINC02236",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,6,5,3,6,6,4,2,6,2,6,2,2,3,3,2,2,2,3,4,4,4,2,2,4,4,5,2,2,2,2,2
"AC007878.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,5,2,3,5,4,1,3,6,2,4,2,2,3,2,2,2,2,3,6,1,2,2,2,2,4,4,2,3,2,3,5
"ADGRF5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,4,2,4,6,1,2,3,4,3,4,1,4,6,2,6,2,2,3,2,3,2,2,3,4,6,2,2,2,2,2,3,2,4,2,4,6
"WDR53",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,1,2,4,2,6,2,5,6,6,2,2,6,1,4,2,2,5,2,2,2,2,2,2,3,4,2,2,3,4,4,2,1,2,2,4
"EDARADD",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,6,2,4,3,3,5,4,6,5,4,4,6,3,4,6,2,6,4,3,5,6,6,4,3,6,6,3,5,2,1,6,6,6,2,6,4,6,3
"IGHV3-33",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,0,1,2,1,2,6,2,3,2,2,3,5,1,3,6,2,4,2,2,3,1,2,2,2,3,6,4,2,2,2,3,6,3,2,2,3,4,4
"PSG4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,4,2,1,6,1,4,2,4,2,6,1,2,5,2,4,2,2,3,1,2,4,2,4,4,5,4,2,2,3,5,4,2,2,0,3,6
"ACSL4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,1,5,2,4,3,1,3,4,1,2,6,2,3,2,4,6,1,2,3,1,2,6,4,4,2,2,3,3,4,2,0,2,4,3
"NDC80",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,4,4,2,2,4,6,2,5,2,2,4,2,2,1,2,4,6,4,3,2,2,4,2,4,2,3,2,2,6
"ADNP-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,6,2,2,4,3,3,2,4,6,6,2,3,6,2,5,2,2,3,2,2,3,2,4,4,4,6,2,2,4,6,4,2,6,4,4,3
"MREG",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,4,4,2,4,4,0,3,6,2,3,2,2,2,2,2,2,2,3,6,3,5,2,2,3,2,4,2,6,3,4,3
"CERS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,0,2,4,3,2,4,2,4,4,6,1,2,6,2,6,2,2,4,3,2,2,2,4,4,3,4,2,4,3,3,4,2,2,2,3,4
"LENG8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,3,0,4,3,4,2,4,2,6,1,2,6,4,6,2,2,3,1,2,1,0,4,4,5,4,2,2,3,4,4,2,2,2,6,3
"HMGN1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,3,2,4,4,4,6,4,2,4,6,2,6,2,2,2,3,2,2,2,3,4,1,2,2,2,2,3,4,2,6,2,3,4
"HSP90B1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,0,4,2,2,4,2,4,2,3,2,4,0,1,5,2,3,2,2,2,2,2,2,3,4,4,2,4,2,2,3,5,5,2,2,2,4,4
"RPARP-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,4,1,3,4,4,5,2,2,2,2,2,0,2,3,4,2,4,4,2,4,2,4,2,2,2,3,3
"C20orf202",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,6,2,2,4,3,3,1,4,2,4,2,3,6,2,3,2,2,2,2,2,5,1,4,6,3,4,2,3,3,2,4,2,4,2,4,2
"AC133552.4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,2,3,4,2,1,6,3,4,3,4,5,6,2,3,3,2,4,3,2,2,3,3,2,2,3,6,4,4,5,2,6,4,5,2,2,2,2,3
"ZNF343",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,6,2,2,4,2,3,2,4,2,6,2,3,6,0,3,2,2,2,2,2,3,2,4,6,3,4,2,3,3,2,4,2,4,2,4,2
"SHISA4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,6,2,4,3,4,5,4,4,4,4,5,6,2,4,6,2,6,4,4,3,6,3,4,3,6,6,3,5,2,2,6,6,6,3,6,2,6,3
"UBE2M",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,2,1,4,2,4,0,5,2,6,1,2,6,2,3,2,2,2,2,2,2,2,4,4,5,4,2,2,3,4,4,2,2,2,6,4
"NMNAT3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,4,2,2,4,2,2,2,5,6,6,2,2,6,2,4,2,2,3,2,4,2,2,3,6,2,4,2,2,3,4,4,2,4,2,3,4
"GOPC",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,2,2,2,1,6,3,5,3,4,1,2,6,2,6,1,2,4,2,2,2,3,3,4,4,2,2,2,2,3,2,2,6,2,1,3
"VEGFB",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,5,2,2,3,3,2,3,6,0,2,3,2,3,2,2,2,2,2,5,4,4,2,3,4,4,3,2,4,2,4,4
"NRCAM",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,1,4,2,4,2,2,3,6,1,2,2,2,5,2,2,2,2,1,2,2,4,5,3,4,2,2,5,4,4,2,2,3,4,4
"RASA1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,2,1,2,2,3,2,3,2,6,2,2,5,2,4,2,3,2,2,2,2,2,2,4,1,2,2,2,4,3,5,2,2,2,6,2
"PACS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,4,4,2,5,2,3,3,4,1,3,6,2,4,2,2,3,2,2,3,3,3,5,4,4,2,3,4,4,3,2,4,4,3,4
"TACR2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,3,2,4,2,3,5,3,2,3,6,2,5,2,2,3,2,2,2,2,3,4,2,2,2,2,3,2,4,2,2,2,3,3
"KIF5A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,4,2,2,2,3,3,4,2,2,5,2,6,2,2,4,2,2,2,2,3,4,2,4,0,2,3,4,5,2,2,2,4,4
"AC096992.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,4,2,3,2,5,6,6,2,2,6,2,3,2,2,3,2,2,2,2,3,6,2,4,2,2,3,4,4,2,3,2,3,4
"PTPRH",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,4,2,1,4,2,4,2,4,6,6,1,2,6,2,6,2,2,3,1,2,2,2,4,4,5,4,2,2,3,4,4,2,2,2,6,3
"ITIH5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,2,3,4,3,4,2,4,4,2,5,2,2,6,2,2,2,2,1,4,2,2,2,2,3,3,4,2,6,2,3,6
"WSB1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,4,0,6,2,2,4,4,2,2,3,2,6,1,2,2,2,2,2,1,4,3,2,4,3,1,3,4,3,2,2,3,1,5
"AC079781.5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,4,2,1,2,2,3,6,1,2,2,2,4,2,2,2,2,1,2,2,4,6,3,4,2,2,5,4,4,2,3,3,4,4
"ALDH3B2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,2,5,2,3,3,4,3,3,6,2,4,2,2,3,2,2,3,3,6,6,6,4,2,3,4,4,3,2,4,2,3,4
"AP002907.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,2,6,5,3,6,2,6,5,4,4,5,6,2,6,2,2,6,3,2,2,2,6,6,3,6,6,2,4,6,4,2,6,4,3,6
"BTF3L4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,3,3,2,4,1,3,6,2,4,2,2,3,3,2,2,2,3,6,3,2,2,2,3,3,3,2,2,2,2,3
"HDAC9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,4,2,3,3,2,4,6,1,3,2,2,5,2,3,2,3,6,2,1,4,6,2,4,2,2,5,4,4,2,2,3,4,3
"VCPIP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,6,5,3,2,2,3,5,4,3,5,6,2,2,3,2,4,3,1,2,2,5,6,3,6,6,2,4,6,4,2,4,4,1,6
"EPB41L4B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,2,2,4,1,2,2,5,2,2,3,4,3,2,2,2,3,2,2,2,3,4,3,2,2,2,3,2,2,2,4,1,3,6
"LIMK1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,6,2,2,4,2,4,2,2,3,6,1,2,6,2,6,2,1,2,2,6,2,2,4,6,3,4,2,2,5,4,6,2,3,3,4,4
"UNC5A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,3,4,2,3,6,2,3,5,2,5,2,3,2,2,2,2,2,3,6,3,5,2,2,4,3,5,2,4,2,4,2
"AL445250.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,6,1,2,3,4,3,4,1,4,6,2,5,2,2,4,2,2,2,4,3,4,4,2,2,2,2,3,3,2,5,2,4,6
"AC096996.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,2,1,2,1,4,3,4,3,4,2,3,2,2,4,1,2,4,1,1,2,1,3,6,4,4,6,1,2,3,2,2,4,2,3,2
"EPB41",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,4,2,2,4,1,3,5,2,6,2,2,3,1,2,1,1,2,6,4,3,2,2,4,3,3,2,2,2,2,2
"ZNF383",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,2,1,4,2,2,2,4,6,6,1,2,5,2,6,2,2,3,1,2,2,2,4,4,5,4,2,1,3,3,4,2,2,2,3,6
"BX640514.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,6,2,2,4,3,3,1,4,5,6,2,3,6,2,5,2,1,3,3,2,3,2,4,6,4,6,2,2,3,5,4,2,6,5,4,3
"TMPPE",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,2,4,2,3,2,6,2,2,6,2,5,2,2,2,1,2,2,2,3,3,2,4,2,1,3,4,4,2,1,2,3,4
"CHMP6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,3,4,2,5,6,4,1,2,6,2,5,2,4,4,3,2,3,2,3,4,2,4,3,2,2,5,5,2,3,1,3,6
"LRRC42",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,3,2,2,3,3,0,4,6,3,6,2,4,2,2,3,3,2,3,2,3,6,3,2,2,2,3,3,3,2,3,2,2,3
"ATG12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,0,1,2,2,4,2,3,2,6,2,1,6,2,4,2,3,2,2,2,3,2,1,4,2,2,2,2,4,3,5,2,0,2,4,2
"CDK11A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,3,3,1,2,4,1,3,5,2,6,2,2,3,3,2,6,1,2,6,3,3,2,1,3,2,3,2,5,2,2,3
