"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40"
"g31",8068,5747,5540,5499,10421,9797,7061,9066,1541,2293,11475,11708,4434,24597,5556,33158,7019,5878,10920,6067,36078,11276,3528,12637,22695,4985,11859,27510,12305,15585,33316,12365,8082,6915,10818,1871,44831,14367,18568,5888
"g32",12749,70253,66871,232678,110083,226013,132955,1511,46826,22152,92144,288995,8400,48940,173831,34411,65111,101928,69120,9883,241408,252407,81586,73535,151367,48459,21002,25374,553872,133308,14856,47114,38644,319626,44658,185291,169611,130060,91577,117494
"g33",3993,69273,57290,222104,253750,137921,27065,243106,64750,115306,236645,76727,65803,33982,10796,51414,247852,97257,163519,162852,275334,85748,163013,108075,126488,159883,194379,225461,775202,70140,408008,100265,16111,258221,84200,110287,191942,157321,404488,145247
"g34",8009,19304,27538,17717,46879,4165,7270,14958,9596,14620,29354,6868,1582,63140,13694,36820,22097,27376,15834,4655,166449,5509,40570,6840,125008,3888,13146,110313,79885,190980,41934,33626,35376,2184,14411,7115,6743,7263,20124,32493
"g35",3233,3942,851,749,3199,766,2833,4806,1560,3971,3606,733,596,1692,1444,1531,1350,1407,2496,656,2441,3950,1067,7785,9000,3343,11282,5678,2866,5022,4140,3091,1231,5570,1670,3783,6426,6364,2049,3588
"g36",137,70210,1116,2297,5487,15478,57458,100826,74850,18174,510,2243,354,24353,5177,24245,10513,45366,7958,71,3,4869,19988,11368,129567,2773,33008,1448,36134,136367,276,12777,33620,1995,8224,4157,11198,7953,95106,20806
"g37",815,577,5525,2125,31,115,368,14555,4,3517,2574,162,132,250,20981,24,1264,5122,1836,325,2508,330,156,2949,35382,2087,615,11860,3778,368,500,2095,2307,17015,126,749,39830,21770,3258,1097
"g38",1704,1595,99,660,1245,546,809,1571,1163,1103,1655,2087,1499,1994,520,2401,1489,343,1135,284,8340,650,1976,755,1192,1123,405,2478,1896,1869,806,1350,378,1098,1030,179,1230,423,509,2288
"g39",117108,111498,55433,109141,140309,80722,111133,163764,56469,101099,115796,91115,68675,210676,64786,136884,139735,49969,68099,106001,434582,125015,128957,252115,503402,158209,320219,276936,234102,167178,219400,71464,42394,308594,161515,173680,93778,238721,198988,201842
"g40",55568,97569,69428,235410,176077,95690,231315,9743,61291,170702,184918,417757,93947,73089,207862,136919,29415,85766,131728,174424,1531628,270321,102254,296658,834874,239901,79373,655990,598497,246943,356642,163169,76892,223148,149582,96818,488469,167047,115357,256085
"g41",14119,2836,1580,3537,2009,16114,14035,6936,15190,18263,4909,11098,2381,5521,2089,7187,20687,4531,835,14309,52768,4160,18870,1266,2830,11367,5822,6432,9924,8354,4332,779,24605,2004,10862,7645,21469,3958,9293,2986
"g42",68771,66727,44396,60071,93716,10159,84730,34856,21982,48599,47821,46836,59503,43975,39946,54166,67664,84858,109824,45089,264255,32960,13456,41617,49785,52334,76428,172224,109415,35478,167776,56819,34862,39200,25776,8870,103773,28293,89812,39532
"g43",21048,84277,32150,41458,27521,11104,134498,57029,8392,47921,17417,14857,5177,163650,24589,66041,21040,27166,22971,106454,128517,9898,45424,5908,69338,11834,825,107955,85635,64437,92238,14848,73538,15211,33188,6988,3768,43476,108860,48923
"g44",25542,34992,28715,19664,52585,13995,23306,21705,31124,14166,28254,20828,18123,77169,23432,21103,57014,24705,43060,36432,29363,28699,21287,24049,23301,19096,14984,68792,80739,8846,50632,31935,19474,27194,35093,10540,58960,10440,81900,27272
"g45",16324,385938,105439,36698,130283,35739,50108,86389,45073,52807,188727,9231,45354,69147,27950,26970,5794,44859,17527,19181,398244,7886,2627,4076,443393,260670,226953,100854,492928,59472,213740,125597,38782,310825,31939,8543,129934,106059,379714,135288
"g46",71612,28668,32598,9214,168787,73827,12283,46274,20990,14127,38097,47572,166810,20697,118154,90259,11786,65640,19093,76684,23412,11007,25780,31536,346238,7917,114987,66204,51038,17268,5622,57954,39155,5910,4291,10516,4230,1586,35530,62672
"g47",6186,12037,22623,21057,28979,21734,12637,19737,6787,21182,19564,20178,35230,33096,5043,63446,17624,47319,33945,7976,72846,102760,52675,94526,199456,42184,73410,402918,80012,39324,42666,36297,12920,69151,116524,13005,35316,38372,9323,17987
"g48",67228,47622,29160,33419,30857,20457,21670,65424,38418,34549,53981,64712,23818,84238,22731,46483,15137,34918,37852,17751,60998,25760,71580,26927,48848,49901,26799,54963,94197,79520,120593,70240,49641,61516,15801,21743,175245,30735,78078,51708
"g49",211,8,289,11,2135,82,852,792,986,316,1703,924,750,1850,2063,3610,845,1630,2003,11,2193,251,1333,43,291,87,54,2283,503,84,2812,535,122,278,642,221,1259,374,2364,485
"g50",3295,2157,3061,1726,1756,2795,1686,4049,1602,2794,10698,2760,3564,5793,1465,3552,4056,1233,1421,1998,6779,10123,2768,13306,18902,4192,4094,29022,13020,5615,21656,6723,8060,9814,3470,16312,28878,17193,8043,4871
"g51",1483,8295,1153,49,4463,5872,263,4839,882,1908,14251,4787,591,4276,12,2541,10089,3202,2693,3040,208,9639,3502,5205,6250,3439,2160,7930,10174,2700,13910,2927,895,11600,925,6657,20872,5443,2139,1072
"g52",626,213,187,93,682,117,523,925,406,556,409,820,494,503,159,3133,562,837,584,449,1841,840,1017,848,1046,1536,3269,1614,1617,945,2258,1392,1644,806,1074,372,2771,960,2738,1160
"g53",64809,50510,56615,24603,48106,49349,50744,87598,29656,49708,69549,75830,29844,68462,46441,60639,65081,46291,75034,53849,257098,46999,54845,124020,257580,41129,90795,191109,49939,122907,163996,122847,77895,175491,56003,18960,96654,132507,158818,88058
"g54",61794,76487,30681,20683,57790,22868,21182,31145,35627,52748,71511,55204,10394,46949,33107,77162,90973,40579,68396,28770,135335,55834,39683,79556,106929,46336,114716,153366,115066,70760,100100,40368,86768,76050,44756,29312,203932,55165,190533,60770
"g55",17448,17225,8720,10069,11575,14021,28978,9660,11611,10848,12260,14964,6639,36849,24648,26805,28411,17016,15439,23547,13868,8422,7155,7007,52850,30152,24280,54276,12345,16588,21954,12782,17371,18209,4664,18174,15160,19546,20574,12370
"g56",118771,114502,95449,86221,59677,66345,85867,128071,45664,158515,117839,115706,55023,111545,35765,129965,78229,65022,150346,41958,223553,66647,44024,49575,202536,75506,85358,124630,227259,292728,183936,173690,19118,131586,81812,49769,98991,51110,58377,116894
"g57",52820,27635,42299,16247,48662,39265,44009,34596,21538,35764,52711,22362,23579,43564,22596,55787,49887,45645,38149,26222,55406,18615,16476,22215,55739,26325,71151,71532,46236,7377,35328,41888,58576,59650,21242,12198,28738,48914,26535,31938
"g58",16948,260241,32022,113462,67260,415335,26558,95731,5715,2881,208234,32108,44326,421894,202043,115331,89764,0,89373,69423,847799,292532,349897,65750,15823,1952,100196,390808,54566,20351,79037,6106,49421,716167,8527,138,158714,33022,23756,119052
"g59",12,643,2805,3161,5918,591,13144,4,1404,896,3185,9230,78,1509,6076,800,0,752,348,134,243,814,164,426,72,133,7319,2192,0,1056,746,4107,1,2215,7,80,823,36,8,125
"g60",30500,18150,9637,17997,1497,248,1122,4131,17527,27024,12067,3,54,17760,7365,13150,7564,3369,1266,152,17853,474,1566,4,16838,744,126,5730,28110,10744,176,2190,3404,398,631,232,6565,1767,1314,6215
"g61",54098,27912,13897,79095,98269,4208,103653,75118,14405,73812,25982,104273,29807,139065,29536,36201,9182,48728,140099,32389,45620,7622,38321,96016,42983,104318,16603,15238,4460,85143,28426,11800,20283,32757,22935,38928,36794,17039,156358,7516
"g62",593,17690,17511,12484,1858,57595,90332,15054,24375,14382,12722,10005,15787,43535,2747,68484,60887,20019,28226,12571,54335,3683,12588,16257,36368,32626,42525,49293,64346,6162,8894,11100,7276,22117,6779,5328,6111,94125,34563,21577
"g63",221994,70088,26347,67883,148632,48501,99412,47969,69922,99001,98600,265026,122906,128911,114454,240321,119886,158155,40583,63192,408345,240498,81472,186661,377168,52965,237612,151466,278888,132855,395378,113843,106547,457185,109033,82940,311441,85349,431697,67285
"g64",18687,28909,13895,5703,28944,588,20306,20273,3999,18204,20557,2136,12497,297,8821,94571,580,1239,50761,9292,33330,39267,11976,70399,114846,7325,51735,10960,640668,17178,25660,27171,5402,28476,8162,183156,154683,8353,111742,10980
"g65",490,407,1298,626,2102,760,1201,836,12,150,2039,812,566,1275,320,272,552,1267,1360,837,1988,90,1590,3,2855,263,185,564,2064,267,2400,5703,154,2492,17,1098,3951,1031,1069,1739
"g66",1014,1756,155,564,462,393,215,163,167,953,283,89,16,1035,176,416,363,511,547,6,568,33,336,381,1560,121,339,378,1806,1890,82,203,78,310,74,222,1005,65,89,675
"g67",78,4069,31487,22222,18305,5733,7240,51281,14318,26417,50023,16508,140,41768,1720,2588,1939,2489,78007,13994,20678,21706,214,6212,236,352,11130,2889,15641,1416,10972,6,16571,456,15408,9402,415,4220,60,1892
"g68",80948,31345,59062,23277,36129,18604,95401,24957,55391,161255,56486,17053,67235,39466,58274,54264,37882,44946,50511,61497,127941,64615,17673,149800,19185,26979,75516,53855,360215,73068,9570,13809,94050,46365,281969,32049,444376,52821,336298,107743
"g69",20596,25122,33662,15127,64342,20264,17774,43304,10185,19763,35337,55706,42878,55677,27949,82918,23703,35515,74673,38097,87885,18766,20393,26044,12904,37485,9746,120940,75647,69950,21124,78984,16911,29324,22628,16944,58785,11724,59166,23375
"g70",1487,28273,1335,27935,55715,40604,10689,275,11468,10763,6061,2037,18158,18078,22283,11655,8422,18949,1094,38087,2535,8249,60371,4,24460,3405,704,4059,9963,1878,6202,8113,6907,129524,8710,42,221412,46335,35066,49933
"g71",294876,308687,96529,85426,72954,72423,145486,104533,144027,484129,222209,311757,140849,266102,158336,114079,123015,44412,81249,40115,462508,108584,155157,164733,241524,122526,135915,574011,339008,121970,220912,162200,128469,115561,76009,144913,266352,103619,154618,88229
"g72",43478,50344,52109,63890,81541,18427,41671,48847,47083,45687,37564,66864,66421,73411,33595,62555,70148,45837,70485,39480,139343,69221,58324,78634,128378,64910,95069,108142,120299,92148,105358,60102,66057,150834,40988,32726,63036,49551,109407,83720
"g73",99377,56859,108962,68549,212564,43826,215118,65186,70710,86743,127356,148216,68133,101111,39642,114745,118187,122519,173764,64874,258385,69311,36715,72674,242474,103696,167844,425190,76028,176218,117896,64881,139038,98680,76244,55488,104152,19017,164190,117169
"g74",144545,201112,141426,143280,223108,75395,222003,113212,110306,111073,239278,173900,80647,230104,56432,217924,155417,156523,173566,153393,894099,280524,237845,305730,423495,396134,707715,1091830,466508,747525,571554,281947,209748,752066,203149,150752,773124,419333,487958,180569
"g75",50798,25241,18300,19868,42838,18839,56537,37337,21445,25220,35678,34972,21283,28762,16083,35274,37113,23300,27191,11559,33230,16123,17589,14948,23339,11807,29066,54316,28264,27486,49222,16557,13235,18828,22877,15118,78572,19455,47436,22227
"g76",117200,145452,89827,123932,111138,65286,144101,92618,79276,145476,132096,66404,127786,103975,81214,132756,74376,60398,176803,82459,291988,90137,48354,88112,296136,102221,133404,173838,147040,77429,145258,75015,82110,172705,43850,40863,168221,72123,406938,97181
"g77",49405,79008,64368,58337,58015,49496,99161,37866,32462,86733,64208,97138,59026,136738,108787,164739,59731,52023,147595,48528,80104,20115,41617,20294,102852,42535,68850,418041,85355,17679,136056,87734,51568,91330,43829,18050,177116,55995,275920,13517
"g78",27877,8134,7127,15351,23198,19651,30074,24473,24496,18318,21128,1826,11911,21300,23643,3115,10308,3885,19546,16492,894,33482,5917,22304,13313,16608,38302,17150,24345,7096,4140,119370,7286,22450,20074,9232,8011,19877,14877,3990
"g79",431,296,419,309,410,87,211,289,297,217,334,178,222,496,428,554,246,149,363,110,879,441,90,309,434,198,95,815,165,104,1116,120,372,1427,514,240,375,55,590,97
"g80",4,168,653,15,936,415,2978,12,737,832,547,917,3,1072,3,173,132,135,985,893,12777,364,514,1252,187,2942,2553,1242,2281,90,20,32,1006,206,43,233,2,140,84,56
"g81",1469,2301,976,1068,3029,1799,1330,6165,769,2087,2732,2950,528,12757,1138,6488,2140,4916,3416,2306,19914,9170,6068,4593,12997,3255,3138,8019,3713,4626,6252,14030,1766,8844,11321,3561,2888,4179,3872,3063
"g82",39166,72878,23923,38118,66831,40009,52623,78666,62891,38536,58257,87284,58427,43170,43668,56251,85306,73896,71955,59472,292200,66704,53240,81121,123526,69754,103030,194252,129544,95532,173422,107259,88097,301938,71895,43287,91124,64784,186618,86666
"g83",31354,25766,36857,24396,73793,54870,116467,46630,48234,52350,65670,42082,16105,32708,10672,46913,32675,72434,91503,60281,129806,78874,64640,70804,104834,57515,66068,324657,291028,90614,84128,55792,44634,57530,19340,45344,159996,78815,233848,67081
"g84",908,1859,1489,2605,1933,374,2404,2095,446,1038,6928,4575,1813,6012,2,3063,5003,5505,5966,292,2925,492,2265,117,578,149,2130,175,6954,528,0,369,353,52,472,1711,298,1851,1178,2
"g85",89562,146915,69430,139352,95745,70893,105819,209214,66590,83402,198648,86935,81127,189292,42253,102617,159093,146509,195437,84705,73285,68070,28948,38441,198628,88455,53240,241825,195298,102788,159062,85100,90058,156546,111683,84912,113714,38717,181290,99160
"g86",1847,18630,2307,561,3028,9613,1522,600,902,1300,360,146,11838,2338,105,11138,1397,2646,30378,406,7490,1311,1265,764,3368,10724,303,5388,1683,4,1980,633,520,3674,138,228,5010,338,3215,5157
"g87",30251,38711,23884,24009,61407,43035,35177,80228,23178,49455,51154,53664,22890,74124,16286,68291,35465,43477,66421,23981,101949,61429,42501,50500,149412,14831,28190,135512,88349,85718,44222,52173,19712,29108,29876,17536,36904,33035,79992,36618
"g88",9281,10497,2440,12109,7590,5474,7564,5246,5382,9943,5713,5111,8363,5777,4418,21386,8096,6418,13469,9121,6503,4635,3077,1745,8508,3091,9462,27647,7527,3734,11884,14985,7359,12233,3245,1955,12405,4327,11684,7771
"g89",187381,95154,154942,137692,202798,92193,191127,129833,209238,121202,176485,164238,159376,233249,117648,215760,183311,43224,297834,98712,399008,246364,97737,196002,1185354,56962,510042,614301,128837,398139,890614,242602,75787,170112,168778,54772,351651,250490,733312,165987
"g90",36983,38363,9204,51259,39238,12159,71129,171260,27477,36145,72353,101863,14232,260048,52007,56416,81962,47215,30083,30196,307712,16265,19534,81265,153090,12208,45316,268219,40219,88173,54316,13668,23948,309442,66562,10219,30930,17924,216378,29108
"g91",1532,788,1240,726,1435,745,1697,2702,864,1508,1051,2656,1067,590,677,1655,1411,837,2212,990,6941,3779,4250,2761,9810,1773,5493,5383,2863,4962,6216,3222,541,5590,2729,1384,5004,2526,4448,1987
"g92",20950,21466,30889,40349,49814,30666,31023,37251,35109,31469,30125,44903,53630,41074,38842,26216,32131,16141,55377,37902,81187,29955,46586,54267,59686,49350,50692,64914,68526,44848,92606,53369,31422,66419,69884,74847,83678,20903,111062,28289
"g93",23714,28895,22292,15626,29858,10892,30721,22285,24757,22202,41111,22990,28216,32840,12331,53092,31477,22870,49284,21174,35729,20834,26771,24671,59152,14318,53889,56940,120180,38712,42534,46143,18290,49836,28785,21272,82202,17468,81851,21581
"g94",55981,17417,49830,26978,86757,8037,26756,27615,16984,44875,59702,24305,35273,16332,8217,64203,14608,52985,34425,38436,74189,58109,12484,12898,28854,36782,37109,97448,39123,74345,42902,9645,20901,83037,22806,21744,21449,29149,47712,14325
"g95",25275,17450,16675,13262,46594,19129,28518,39085,9502,18123,24872,33362,20628,12604,16442,28897,11399,10956,37840,7906,44275,9878,11928,24832,25835,17187,23804,40184,20301,15992,29626,12860,17796,31006,13908,8564,16927,15494,12966,14291
"g96",151255,243652,378682,162173,36247,166571,166751,961934,99782,406354,520324,514211,182699,1067479,301301,170810,231559,181488,1163042,279129,145381,171366,278123,412184,1655612,257521,166872,494831,1045104,349233,884080,323336,129271,216987,315779,829724,481493,195131,642788,203230
"g97",35197,40361,16314,36799,33857,11655,105107,31122,16668,47737,25066,108827,13273,26805,27899,36348,26562,51117,16341,38966,70652,28774,13596,11891,39026,33347,32538,56888,40188,60343,48522,17084,42435,40903,18340,16472,8353,44609,170280,55333
"g98",58028,116363,92057,49348,71526,40557,149872,135264,64607,89703,106949,185691,57536,271800,137987,88976,62213,76959,70604,91317,287464,109685,64218,62151,421370,65494,80531,166625,169736,157056,175322,131065,154082,251250,189117,40466,158792,60316,220898,35035
"g99",162404,102555,61609,70285,70618,33147,108651,47961,81991,43502,170040,155245,32972,242346,59823,149002,107589,32684,100360,112076,211353,24193,56579,127576,155550,33651,181702,347914,148509,142389,227644,205725,129640,207492,65441,44944,163994,45720,306088,121824
"g100",31949,10050,20667,6265,36381,9097,32236,14278,6272,7573,21715,22640,5869,14351,17060,25487,11529,10748,28334,15291,15707,7522,11695,19766,59996,6247,1710,43586,23032,3303,22938,17719,10732,13455,13818,9297,31163,9019,18480,17018
"g101",8439,12866,20190,12508,21455,13157,15676,9256,9049,10363,9307,11457,12390,24159,5608,36306,10168,15752,25540,9555,103551,14522,36668,41534,142058,32280,46656,124602,60773,25117,48402,42190,31161,37194,33546,16097,92378,22118,129640,36652
"g102",128790,170494,97943,116382,214854,114894,110158,127379,73119,134348,189966,193669,88352,171013,84052,170814,152142,159265,136028,82647,250560,92663,61353,76061,209315,114631,283077,299355,114389,167818,181746,151015,157553,213994,68726,63077,120114,120324,122701,125657
"g103",46245,123580,133769,63529,88890,118233,87266,221044,83877,195728,325416,104860,92639,82062,63532,137002,114615,69026,107885,106935,204369,239912,219418,193309,327413,106618,166100,718165,465653,177027,266362,222710,207081,260939,136126,80890,87908,143125,266262,154327
"g104",10468,22584,12687,6852,2653,11150,14271,12511,8838,39259,18363,16103,14171,32354,11743,15514,19244,11875,27087,12138,58050,4697,10927,12570,16700,14984,38180,27508,30112,37188,41504,23646,18063,10564,16653,2177,28235,8297,7103,18969
"g105",79874,2545,30336,35212,112362,22842,10590,46678,85759,13079,3610,72828,123375,199652,47318,26451,317321,38960,190964,9418,801327,60508,151073,47974,147042,160078,735302,481502,45592,282516,290242,62916,139052,224640,83896,168042,108114,17409,179436,337434
"g106",21864,35579,27177,25414,52912,21273,55176,50451,27497,44870,34478,36493,40303,29656,23635,49315,52558,29713,50916,16734,55258,32077,24491,26664,110738,37750,97212,108029,84602,54852,80186,34445,21844,56421,33139,31517,76660,53979,121302,35398
"g107",239572,114487,167648,144322,297571,164623,101351,144928,141346,164959,209479,270629,172194,132528,149642,218766,264527,94944,292436,124611,472475,269433,194361,229193,578154,315442,695601,473058,754708,367624,581248,308712,169135,573092,213928,142354,625566,257510,481632,208126
"g108",95669,97830,52529,70678,87520,63991,114350,186650,50293,101211,116987,100323,59205,72061,113572,69296,122474,108273,125413,65621,213563,37864,92223,60745,135032,82178,248332,267420,119300,125608,338797,241412,76827,233658,66439,56346,208347,36690,257540,56452
"g109",789908,229451,260511,260830,208854,328953,662133,123601,211320,517892,419645,324183,239800,465147,472200,743709,544095,248522,699763,220091,769870,1252789,995547,509026,2087801,402909,554741,621335,761752,1340174,465514,404383,583307,1031024,377683,226310,797194,321642,388442,423772
"g110",13642,11306,1798,778,11545,25725,6202,4884,11193,19329,43486,10795,7329,1201,104,5466,16928,7936,4521,10695,39089,248,3205,3086,6220,404,3813,25545,21086,516,1426,4665,3060,11382,23916,7601,3472,421,16640,18519
"g111",186871,49426,23351,55966,175310,81704,109936,61670,102097,152816,23909,282144,7582,76750,133661,164363,19016,37642,219164,40483,120190,112693,38517,78003,108432,89872,74124,173300,949250,239568,368974,93986,57432,250640,112718,128910,487822,380947,100065,487388
"g112",6383,4678,1424,14606,31426,1857,627,39938,31472,3903,24976,33683,13649,32164,4161,624,26667,2502,20038,1440,47852,35385,11303,8191,39450,3022,29428,12623,34578,608,2596,15575,13188,1598,3583,681,35048,2991,44472,3633
"g113",245624,123159,122508,102793,135753,118695,95709,183140,133895,125121,217271,205867,102078,184692,74952,181941,323111,94627,248961,80120,350129,139783,71696,218986,359216,84499,398999,529376,345851,193534,535866,154717,120830,210001,180247,80348,257071,128455,225897,223385
"g114",312,6020,2813,0,25491,29508,2,9256,5479,0,100,0,0,10,24461,4945,0,11,27,6,259865,2772,26495,3275,57159,11814,13010,1176,0,52126,0,10237,5292,13,20862,517,86,15,0,278
"g115",52970,57771,5415,26342,24795,25650,33018,84802,32006,53717,39657,111159,13847,33603,60795,15248,67500,30522,55107,27800,43428,18018,20448,51234,97644,63259,33951,27561,72483,17082,88934,13921,29793,35769,4488,18899,40543,15238,66096,26302
