"","sample39","sample107","sample11","sample58","sample36","sample41","sample57","sample21","sample82","sample105","sample149","sample217","sample121","sample168","sample146","sample151","sample167","sample131","sample192","sample215"
"ZMAT4",17,28,17,16,79,7,8,1,8,147,45,207,36,12,3,4,1152,14,192,30
"AC027682.7",6,18,18,10,17,6,12,4,19,29,28,10,0,10,24,28,4,23,1,4
"NEK3",504,691,1007,359,440,687,1171,565,504,844,145,239,290,935,497,1340,319,836,439,343
"AC104819.3",3,16,24,12,10,1,4,0,7,21,7,10,15,16,39,7,18,16,18,9
"AC011330.2",14,16,11,11,5,8,19,6,9,20,27,17,9,4,10,8,7,9,16,25
"TP53",3834,5100,4617,4800,5055,4012,2972,1887,3413,4901,5396,3021,4509,6998,2569,3921,1774,9531,9489,2815
"ACSS2",3422,3263,8821,3410,4994,3612,15726,17053,8451,4500,2825,1309,4160,1949,1688,3545,3056,1862,3590,2560
"ACP5",1884,2122,1392,1342,2062,3641,4006,1070,1954,2180,5190,1764,4205,2581,2671,9764,3679,4171,2037,1637
"AC015726.1",84,61,158,63,137,115,104,84,91,51,17,13,37,19,21,85,24,32,47,21
"PSME4",4557,6941,6703,5141,5287,2612,6574,3654,6235,13142,6772,3845,11706,21316,16371,33971,9132,13820,3781,3050
"TUBGCP2",2779,4583,4405,3992,4664,4109,4120,3400,3570,4180,4096,1779,3534,2343,4015,5157,3739,6411,3682,2651
"LPP",9905,16031,19001,9504,11056,6533,21023,18302,18364,23970,8474,9004,19106,18465,54116,22191,4792,20741,5755,7566
"SCAMP5",533,1304,978,634,920,927,586,445,716,792,2623,396,339,905,505,2014,780,1759,281,733
"AC133919.2",7,41,44,16,0,20,0,1,53,28,0,0,0,8,0,27,1,1,1,0
"UNC5C",762,809,1406,900,749,719,913,304,576,3383,200,469,380,832,781,703,554,770,394,586
"SMAD7",1997,2123,3563,1519,1291,1739,2585,2708,2966,2472,880,1659,1060,2302,2215,4085,1501,2693,1844,2479
"LINC00882",71,99,104,44,16,59,113,97,91,168,30,52,23,89,92,29,21,263,24,45
"RNF146",1916,2376,3656,1568,1674,2009,4344,3355,2507,3198,1006,1824,2096,2474,2177,2724,1434,1303,1505,1242
"PI4KAP2",105,128,230,84,88,117,182,100,43,270,87,47,114,245,92,200,188,180,69,73
"FO393411.1",14,14,39,26,27,54,22,23,9,21,15,4,10,17,14,173,25,17,30,16
"AGBL5",1499,1567,2444,2063,2208,1468,2198,1568,1870,2130,3159,1015,2200,2941,1722,2507,2482,3031,1332,901
"TSPAN1",539,1570,516,711,9657,1307,1241,317,1205,804,30713,514,46728,409,1359,407,4609,18220,1385,5197
"LUM",42027,13052,41075,5669,9771,35357,73728,38147,36970,13234,16144,86340,8645,72047,24411,58514,59782,30865,32435,98038
"AL691482.3",1,17,15,5,14,27,8,3,5,72,14,2,1,11,31,22,2,24,11,27
"ETFB",318,565,1100,776,1554,1834,1545,1396,746,544,536,129,323,809,176,454,378,1009,154,306
"MRFAP1",13544,17206,21306,16821,39097,18833,19137,15566,14614,21460,13992,9803,23266,15615,8149,16077,15070,22701,16825,11403
"ALOX12",63,47,93,122,76,55,68,91,60,99,10,15,21,125,89,116,43,69,79,30
"LGALSL-DT",17,21,23,6,10,6,15,9,7,26,0,2,7,10,64,28,3,4,22,9
"AC105001.1",55,35,47,31,13,38,109,61,97,56,14,11,7,12,29,43,4,19,9,12
"NTF4",69,203,145,165,169,158,40,10,35,170,4,0,2,75,5,16,4,6,18,5
"LINC00963",3221,2139,3237,1616,1561,2087,2687,1833,2588,3225,1053,1043,2778,1862,3398,3110,3923,3006,1117,1354
"PRKG2",556,50,487,109,61,136,546,491,159,41,20,85,11,418,67,288,184,75,68,369
"AMOTL2",8406,7441,16075,6370,4117,7571,12266,7727,15900,7758,2923,3014,1777,2647,3422,7923,4886,4144,5754,4175
"AC004825.2",33,25,82,26,22,25,57,53,44,36,2,8,8,5,5,43,7,17,14,15
"AC019069.1",107,98,242,125,186,103,308,300,141,90,72,49,54,90,91,391,44,57,597,49
"LINC00861",24,49,82,8,13,63,98,40,87,28,6,41,2,8,10,577,24,11,79,4
"ESYT2",11503,9443,16809,9122,5522,6909,20133,14600,12033,17402,11136,10198,9196,10072,7668,26137,7203,8521,6856,9314
"DGKE",469,606,1212,533,401,367,1068,694,826,1092,747,393,96,1106,965,1039,1323,895,551,241
"AC013287.1",3,34,5,69,8,2,1,0,3,7,0,1,1,0,1,6,2,63,6,5
"ATF4",18757,15838,24773,16828,12477,22520,27201,13771,18174,19217,13501,6209,7962,40927,3882,25208,24290,17165,11775,8156
"AC025449.1",44,59,119,54,57,101,76,45,54,67,153,38,34,42,113,189,112,105,74,72
"DPH6",433,486,778,669,315,304,515,429,444,934,548,322,443,286,1151,920,893,520,579,223
"AL139125.1",7,35,43,15,16,56,8,7,27,27,17,14,6,4,19,18,9,19,11,5
"HHIP-AS1",41,24,46,11,22,35,36,37,20,61,3,14,4,19,7,25,5,11,17,11
"FKBP3",1077,1429,1821,1149,2197,1046,1948,1492,1487,1677,1322,803,3558,1808,898,2403,2129,4617,7008,1014
"STRIT1",0,2,0,1,0,0,1,2,0,0,0,0,0,3,0,2,1,0,0,0
"DPY19L4",1512,1718,2678,1175,632,659,2977,2524,2093,3166,1954,4778,2872,2009,6647,3571,1785,2191,1169,1288
"PAX2",4,10,44,2,100,4,16,1,1,39,93,1,737,32,6,0,215,575,1,10
"G6PD",1136,2019,2130,1267,3505,2422,2742,2694,2665,3618,5089,1315,3167,2786,597,3027,2924,3114,5368,2187
"CAMK1D",1649,1263,1753,440,1010,1267,3856,2290,2212,1072,1542,1463,1300,6293,691,5886,632,420,424,1153
"ZNF44",651,1280,1386,877,636,536,1150,778,1089,1681,555,702,754,909,2452,1090,655,1843,1057,619
"TOB2P1",4,28,18,26,33,5,24,15,24,28,24,53,93,20,21,16,167,65,192,24
"DUS4L-BCAP29",415,256,679,229,263,384,838,473,676,339,434,180,363,148,90,679,225,332,187,196
"SPRY4-AS1",9,17,28,15,24,16,27,41,29,11,8,19,31,12,30,26,13,79,4,16
"OBP2A",2,21,9,24,26,13,1,2,14,19,0,13,3,26,9,3,4,16,267,40
"NINJ1",4359,4801,4767,4082,6728,5275,3998,3892,5353,3815,13182,4526,7991,6032,1616,5752,7653,7095,13061,6433
"FBLN5",8436,6006,14512,4050,4462,11759,19799,20494,16652,6564,1609,2566,1004,1413,469,7873,2451,1149,2873,2555
"CEACAM5",6,687,0,31,210,78,377,13,15,17,2271,95,933,132,585,170,45471,48124,18,557
"AC020910.6",88,124,118,123,127,58,174,99,142,169,150,77,118,58,212,131,210,321,141,109
"MKRN2",1506,1704,2794,1748,1204,1059,2685,1942,1906,2216,1386,1215,2206,1786,2096,3241,3291,2038,2018,1363
"COX6B1",4456,4364,6430,5518,11467,8463,7812,6874,7811,4684,10304,3136,9453,7841,3688,11274,9068,8113,15657,5464
"LINC01226",7,14,6,13,5,18,17,5,2,22,0,1,2,17,24,34,17,12,4,2
"EXOC6B",1697,2388,3791,1660,1519,1656,5409,3868,3637,3783,2217,1826,3055,2000,5436,4983,2034,2078,2087,1282
"RNF187",4083,5855,6762,5015,7530,7755,6125,4947,5586,6275,12612,7645,13323,13025,5558,9390,13835,20469,13944,9249
"HSD17B7P2",33,77,102,66,29,24,105,27,81,94,5,39,18,87,339,78,26,257,121,54
"CASP10",897,997,1682,270,248,861,2326,1372,1779,808,317,474,303,239,385,3399,384,409,301,383
"YTHDF1",2800,3146,4313,2749,2742,2968,3327,2308,3151,4481,2838,2740,3284,4436,2909,6581,7442,5646,5314,3279
"SNPH",336,364,541,372,711,613,604,315,455,602,129,135,699,75,403,739,121,40,118,319
"AP001636.1",9,8,7,2,0,2,4,0,13,83,9,6,7,15,48,30,25,62,13,5
"TSPAN18",1694,1162,3099,506,698,1764,3928,3217,2716,1183,1256,1411,828,2799,299,2455,754,1045,996,1702
"COL14A1",14947,33016,31712,4343,28213,11272,38148,45270,27313,23218,1903,10573,2680,267,9484,24580,1339,2216,5025,4074
"TARDBP",2793,3916,5313,3631,3445,3936,5144,3820,3861,5929,4149,2640,5235,4877,1052,8353,5082,7572,6014,2859
"BFSP1",138,131,260,136,250,201,211,90,150,156,79,303,131,125,178,148,351,254,2042,66
"LINC02371",15,11,34,7,15,23,32,22,14,12,1,1,3,37,6,26,9,4,3,11
"AL049780.3",4,10,10,6,0,5,16,5,13,10,5,5,8,0,43,3,6,2,8,2
"TMEM53",348,506,648,290,884,658,621,598,634,420,422,175,1083,794,272,545,238,728,618,227
"AC016722.2",12,16,25,7,6,2,22,8,15,27,3,3,7,19,24,24,13,16,8,4
"ALDH5A1",928,987,2196,1517,1079,622,3566,3027,2775,1935,2492,1173,1854,1938,456,3369,2583,1388,2146,576
"VSIG1",13,22,40,8,41,9,20,5,9,17,223,17,17,20,22,100,9,3607,48,33
"MGST3",4725,3007,8072,3096,6631,7155,11210,10405,9011,3582,5871,4378,12673,9975,2679,10998,5213,14604,4107,4055
"HSPA8P1",4,3,38,5,12,42,22,15,6,8,4,4,19,21,57,72,14,23,7,2
"KIF20A",210,245,59,49,179,165,159,89,92,60,2591,732,973,1504,497,1747,4639,2873,629,394
"TSNARE1",612,1215,1125,873,788,798,653,414,594,1182,488,648,323,1261,487,905,776,693,1081,560
"ZP1",9,4,37,4,33,27,60,22,33,14,33,3,3,3,22,4,52,2,2,6
"BNIP3L",7735,7142,21165,5381,8237,5074,22154,22531,12670,10823,11750,5636,25131,4023,13368,10907,13186,15770,8480,8834
"AC002460.2",11,19,20,8,0,7,17,5,7,33,0,0,4,20,11,2,0,5,2,3
"IGLV3-21",892,1546,6804,3146,349,223,761,977,900,1744,124,12,13,19,33,8851,3890,30,73,5
"LINC00540",0,21,20,11,12,28,34,19,22,12,2,3,2,3,2,28,1,0,1,2
"CRACDL",689,1319,1239,863,856,847,653,286,639,1488,1428,452,3185,228,1263,1002,1156,367,1347,1116
"AL139011.1",8,13,19,13,4,11,17,11,12,22,10,10,5,13,85,23,13,46,13,14
"FBXO42",1553,2367,2719,1974,1640,1551,2454,1709,2435,2963,917,1400,2292,2258,2774,2987,1716,2779,1513,1332
"AP000253.1",2,5,9,1,0,0,1,5,4,8,3,0,4,5,17,2,10,21,9,9
"PREPL",2081,3446,4021,3173,2111,1181,5029,4010,4280,6663,3089,2997,5384,3670,9102,3660,5725,6539,2183,2460
"INTS12",560,675,1046,636,646,576,827,493,823,914,541,552,997,688,968,1569,850,1309,944,590
"ZNF16",578,793,920,979,725,604,805,596,737,1158,631,1293,703,1339,664,1117,1313,1311,1239,770
"PTGFRN",5876,7454,7153,4899,4798,6847,6378,5522,5950,9405,7249,11431,15230,6756,13735,18228,5069,6746,10842,6712
"AMN",8,15,18,41,21,10,6,9,4,10,1,1,1,253,16,13,1,5,10,0
"CRPPA",240,214,381,123,93,112,242,146,201,365,740,106,269,144,1341,493,101,379,86,62
"COX20",15,47,45,19,34,17,47,43,49,66,18,23,17,71,389,53,45,136,64,32
"PRDX3P1",15,34,25,21,15,5,20,8,10,54,14,6,10,22,95,23,12,27,7,5
"AC015971.1",9,15,26,15,1,2,25,15,23,61,13,5,4,12,199,38,10,31,18,6
"SLCO4A1",210,665,379,222,25,600,311,293,284,466,31,30,9,432,36,832,51,163,14,119
"AP001042.1",13,12,11,3,3,13,14,3,16,30,5,2,2,5,25,34,6,13,2,5
"ZNF442",104,201,285,128,127,113,236,180,175,294,101,117,200,61,740,204,125,404,332,100
"HMGB3P24",19,16,23,12,15,19,22,16,11,16,7,6,4,6,5,45,26,5,6,11
"PPP1R14BP3",222,223,247,219,326,549,278,197,242,170,501,228,591,399,109,1105,546,588,1344,532
"AC021517.3",17,3,22,3,4,8,64,19,13,11,15,1,3,2,4,2,0,4,1,2
"TRAF5",901,1473,1837,651,900,892,1481,845,1401,1680,1381,776,5102,1830,9666,2251,894,2970,2293,1374
"MTMR8",31,64,71,55,32,26,55,49,68,102,59,54,11,117,166,140,13,93,34,20
"AL590764.1",10,26,18,7,4,17,19,14,16,11,12,21,2,16,10,121,22,7,17,3
"DHDH",16,22,32,17,42,24,12,2,13,30,39,23,20,592,52,144,190,392,102,29
"POP4",1102,1167,1788,1203,1706,1351,1890,1568,1563,1438,1891,1074,1972,1687,1133,3321,2416,2256,1556,924
"ERICD",51,74,78,41,153,74,42,40,76,70,96,107,63,13,21,50,16,138,72,32
"FAM72B",17,18,14,6,14,12,19,14,12,4,66,28,33,198,17,222,214,166,41,10
"AC138207.4",52,47,75,31,19,34,86,67,87,33,89,46,45,82,75,290,94,109,59,56
"PCDHA4",35,43,71,101,30,14,34,19,22,88,21,132,15,11,592,13,99,3,5,112
"SMG1P3",40,76,87,114,24,23,115,55,75,208,30,69,69,73,958,209,113,124,53,87
"RPL7",36439,42083,61130,78602,62744,42274,47778,42378,35436,53628,26921,41923,36034,57761,27615,62327,56105,25984,34335,31540
"BCL11B",217,442,465,334,99,379,187,111,183,324,36,176,25,223,39,1715,69,18,203,33
"BMPR1B",68,146,527,88,24,349,2509,213,1709,516,8022,599,60105,1769,350,483,8816,79841,191,3008
"SCGN",18,4,67,5,98,27,59,46,45,123,37,0,11,7,13,0,249,118,211,0
"LAGE3",293,581,438,496,661,761,415,319,435,462,1409,468,917,1245,420,1102,1908,845,1558,932
"TCP11L2",861,530,1283,458,309,197,1233,1030,994,823,453,381,486,293,2062,897,494,901,117,274
"GTF2E1",526,663,1088,593,664,533,1079,758,903,841,1288,690,967,725,1410,2286,1780,1453,1164,671
"ALMS1P1",33,112,103,82,22,29,46,33,91,157,24,47,175,9,243,75,48,62,30,27
"AL133230.1",8,51,8,15,2,1,15,14,26,51,14,14,8,26,204,25,40,9,19,19
"ANKRD49",505,684,1129,642,686,573,1126,770,740,1079,431,518,617,1054,1409,2078,2058,1212,1227,490
"NKIRAS2",1771,2193,2728,1918,2308,2295,2575,1853,2643,2055,2870,1343,2603,2764,1026,6976,4405,3311,3025,2031
"PREP",1782,2712,2925,2401,3503,1946,2931,2392,2804,4052,1992,2275,3036,6372,1079,11485,3730,1886,1963,1253
"KIFAP3",1944,2405,3080,1722,1820,2076,3606,2385,2726,3479,4159,3678,5190,4225,5233,6834,3588,10616,2465,3698
"NUDT12",746,1085,1736,847,899,402,1278,1113,1221,1810,2173,1205,1142,824,4940,773,2891,6125,598,484
"JUP",14288,21495,20215,18539,32522,21381,9855,6609,14353,23574,54219,12610,38674,18873,8097,43272,35402,40343,42196,26949
"KCNIP1",99,22,112,11,30,30,53,38,21,34,20,14,33,56,6,76,3,7,11,7
"MCM3",3382,5344,5541,4198,4558,4501,5214,3713,3992,5543,14785,5087,4888,6145,3689,9257,6419,13613,12417,2486
"SDSL",193,789,536,517,1229,645,396,254,390,498,1546,293,1084,306,298,932,993,414,2707,494
"IL1RAPL1",24,2,7,11,4,1,8,8,17,9,1,3,1,2,11,4,0,7,5,0
"CACNA1A",76,112,163,88,125,121,116,80,83,67,208,79,69,560,33,280,37,157,115,73
"MRPL45P2",96,159,224,173,130,87,116,86,88,231,239,64,107,122,219,161,330,179,166,87
"ZBTB40",1198,2781,2972,1743,2037,1696,3352,2151,3045,3063,949,1513,3378,1578,5026,3337,2057,1819,887,1290
"AL162253.2",78,78,156,96,89,113,178,154,134,131,143,48,90,402,174,351,54,252,63,66
"C1orf210",476,855,733,1660,914,530,279,81,428,1021,1331,314,1337,691,844,1203,792,2173,955,424
"GCLM",1523,1377,2582,987,966,1115,2810,1979,2367,3533,3970,1290,1825,4149,1582,6756,1182,2488,553,1004
"CCNG2",3078,5297,11083,6561,7609,3247,7060,7979,6921,8287,3452,5944,13416,4148,4925,9315,6648,25676,4653,6254
"SLC22A15",175,177,166,113,102,103,211,111,210,304,570,206,503,812,1152,496,227,981,68,332
"KIF1A",4,52,34,10,42,22,15,14,5,38,3,7,40,1729,1394,48,2,2,36,21
"AMIGO2",6534,6399,5569,5341,5048,3573,3024,2374,4333,18339,1538,1161,1678,684,1007,2752,9240,3187,641,3001
"TIMM9",837,1044,1542,1772,1208,1108,1374,1115,985,1058,633,547,941,993,478,1841,807,1543,2427,901
"LINC02541",28,42,100,26,42,33,86,36,46,251,14,12,7,33,18,134,25,5,19,17
"CD9",14721,11591,15763,11090,16078,10374,10915,6358,11242,29826,22986,12981,38398,82059,13756,20824,22615,24797,44733,13378
"AC099518.6",15,12,25,3,17,24,18,15,14,11,7,56,4,7,1,28,32,8,48,20
"PTPN2",1607,2232,2278,1776,1771,1342,1928,1214,1575,2721,741,698,1417,3462,1667,6059,1422,1843,2026,809
"GLRX3",1829,1837,2741,1888,2413,1625,3316,2277,2163,2325,2569,1249,3809,1686,1480,5414,3680,3803,2039,1525
"ZNF709",12,15,10,13,15,24,16,4,13,21,8,9,20,12,48,17,14,26,25,10
"LCA5L",102,193,177,156,155,61,120,66,130,208,277,138,313,173,495,110,675,393,391,157
"TRIM26",2891,4988,4862,3498,4620,3382,3678,2075,3537,5719,3445,2077,4552,5707,3281,7697,4504,4424,12534,2376
"AC011503.2",8,38,32,20,37,29,23,18,26,16,102,5,21,89,71,83,301,107,61,20
"AL139287.1",87,139,133,69,70,100,186,88,117,162,48,31,81,110,30,152,65,146,88,87
"AC104109.2",33,32,39,31,64,18,14,6,48,47,147,26,97,13,112,34,288,251,35,79
"FHAD1",85,112,122,68,102,41,36,31,49,118,124,164,29,303,186,264,65,129,91,173
"AC004908.3",7,25,38,3,8,11,16,28,7,21,9,2,1,19,34,18,3,8,7,6
"GPR182",67,12,94,3,7,29,33,42,1,32,6,1,15,2,5,65,1,13,1,1
"CTH",141,180,482,229,256,118,329,344,224,245,373,99,407,428,215,557,158,628,309,171
"AC016588.2",11,10,18,7,9,6,15,5,15,28,4,8,12,8,29,14,12,24,6,0
"NME3",745,1565,1259,1506,1973,3274,825,962,866,988,1097,646,2144,1900,1545,1232,1873,2418,4676,1419
"AJM1",39,70,58,72,87,116,79,36,40,79,120,68,498,179,96,91,149,162,76,122
"RFX7",1096,1901,2104,1326,837,819,2356,1421,1987,2498,2248,1086,1967,2229,3333,3456,1948,5079,871,1239
"RAB19",55,166,123,63,147,59,52,22,97,142,216,150,503,77,533,156,206,644,476,167
"CD164L2",142,274,197,259,295,225,59,14,76,236,1,32,132,14,6,112,30,5,55,20
"VAPB",3781,4182,6421,4250,4640,3128,6569,5654,6861,5430,11082,4029,7806,4566,4535,7068,6820,4618,3575,2717
"FMO3",152,235,1191,63,109,610,619,229,988,246,15,99,50,37,58,1311,150,112,128,239
"LMNA",32332,32806,41091,22031,19305,40302,31405,18646,23128,60994,21373,11448,20275,37519,17128,51137,11472,37246,36555,28767
"NOB1",1460,2350,2249,3481,3161,1992,2170,1605,1476,2527,1022,637,577,2654,194,2809,1154,2082,1300,867
"TTLL5",1023,1779,1797,1668,1523,937,1643,1122,1730,2619,1368,1033,2530,1486,3379,2523,1618,3061,2685,1347
"MAP4K3-DT",370,304,1115,233,274,334,1281,1068,721,415,654,272,359,453,267,516,437,375,464,314
"DUSP8P5",29,89,92,46,40,24,84,49,78,104,83,12,38,36,48,95,50,125,35,43
"SLX4",257,595,564,245,470,296,576,380,525,657,688,518,637,540,1151,918,1142,892,671,543
"DHX29",2060,2717,3892,2224,2074,1232,4277,3136,3277,4821,5915,3422,6935,4399,7659,4086,6394,6583,2042,2379
"APOBEC2",6,10,17,6,5,1,15,6,11,15,3,4,2,3,85,8,7,5,37,3
"HRH4",10,3,5,0,0,5,28,11,7,9,1,1,3,6,9,6,12,9,1,7
"TIMP4",1316,425,8114,358,1619,2616,22530,16485,7909,449,534,68,185,39,58,625,329,46,7,10
"LINC00842",11,66,37,109,17,10,17,18,13,93,1,0,6,79,3,7,4,0,3,1
"PLPP1",3080,3907,7068,2332,2785,3684,8607,5915,7889,5354,1380,980,2090,2180,790,3768,994,1484,1011,771
"IGLV1-36",75,192,233,170,74,33,30,82,156,99,61,6,4,11,0,238,123,0,23,0
"EMID1",173,580,318,399,310,289,168,169,214,215,2718,101,103,712,78,284,55,265,1194,87
"NADK",2574,3258,4147,2993,2679,3440,6814,4713,4558,2898,1643,1946,4730,4299,1777,6295,3537,3938,1726,1843
"ARF4",9798,9730,13735,7697,7821,7195,12475,9951,12169,12988,15040,12895,26319,18527,13915,25620,20956,27932,18692,10693
"TMEM60",639,786,1064,859,1394,841,1049,766,812,763,631,544,1260,1074,359,1891,981,1699,1721,595
"HACE1",801,1040,1476,757,338,336,1406,1087,1091,1736,496,839,700,1830,1894,2736,1070,739,274,358
"TMED1",171,480,447,411,422,437,357,260,267,371,409,128,330,645,428,337,229,427,440,270
"ARHGEF9",1551,1508,2703,2021,1322,1153,1966,1716,1720,2274,687,1219,1364,3600,1833,2729,430,1814,1618,936
"SSR3",9587,11726,14586,11835,8791,6051,13116,10163,11894,15839,12953,8137,20459,29375,26266,25117,17828,14591,9811,7366
"MOSMO",796,999,1581,557,441,472,1275,1014,983,1452,446,752,603,640,2209,1487,1055,1399,781,617
"RIF1",3111,5492,5866,3601,1943,1724,5883,4602,4523,9299,3985,3868,4727,6459,17129,14606,5651,8879,1955,2480
"Z97634.1",18,13,21,11,12,16,11,17,18,24,19,16,16,20,73,28,31,70,96,32
"LINC01736",7,14,46,39,19,8,11,11,41,26,21,7,12,2,28,5,0,3,5,5
"DUSP18",188,196,320,121,185,216,243,161,267,282,235,173,408,573,380,414,258,437,132,166
"COMMD10",948,1180,1518,797,1035,662,1459,1287,1235,1419,1433,1370,2594,874,2992,1555,1912,2014,1123,912
"OPA1",3433,3946,5893,3385,2827,1850,6728,5646,5113,6561,4227,3217,7020,7651,10094,9598,6924,5622,4710,2758
"ALG8",1154,1849,2666,1965,2683,1585,3026,2220,3088,2872,4382,1932,4823,2328,3090,4784,7577,4436,8674,1701
"LZTS1",1221,1829,1171,1300,2200,978,571,368,808,2098,814,984,1015,518,304,1069,462,704,355,912
"TMEM233",61,68,76,6,2,34,79,57,70,41,65,118,104,15,20,90,58,39,32,64
"ZNF486",424,1226,1143,393,742,368,642,386,603,1972,1421,1124,410,157,1293,917,2044,82,91,647
"SNTA1",1123,823,2725,744,1283,2181,5014,3610,2270,1088,2501,771,2254,872,1189,1360,817,1054,2544,814
"SLC35D2",175,173,304,301,240,267,246,153,188,204,172,103,299,167,251,412,102,351,109,110
"AFDN",6309,9053,12040,9223,4343,4121,10720,6978,10057,14007,2437,1739,9113,19860,22967,22005,6710,10440,1796,4382
"GULP1",1484,880,2262,714,329,427,1313,1973,1093,2114,271,596,172,1532,353,2174,452,291,148,239
"GALNS",805,1081,845,639,1043,933,1270,782,1217,1008,2247,618,1168,3052,385,1915,862,1950,804,1273
"PCYT2",733,1394,2511,1321,2102,1497,2308,3130,1677,1577,1655,478,1689,2226,1085,3545,1399,2296,4783,996
"PELI1",4652,4020,4905,2803,2180,1550,2693,1829,3140,5176,710,930,1990,3280,1652,8966,824,3709,738,1225
"FN3K",528,965,1036,964,1039,1018,1090,1047,1035,626,2017,392,1308,2558,206,1967,391,1711,1784,965
"AC008124.1",890,1094,2150,1201,1041,810,1275,953,992,1577,794,334,899,528,2386,1355,1293,2054,919,448
"PCDHGA2",329,308,540,323,207,75,261,277,365,908,47,91,208,80,85,682,46,28,421,133
"AL031123.1",14,11,42,4,2,24,69,61,41,13,19,5,5,7,7,31,5,9,10,5
